step,r_alive,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_orientation,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,r_total
110220,2.0,0.46425772394122533,0.1330764472637627,0.394338105462354,0.8236695380040456,-0.6443324359563825,0.0328640162503336,0.12405486499941,-0.15498197450192683,-0.04673255402134918,-0.13797056017109574,-0.0020431341753910136,-0.0841423687356483,-0.37306861816906883,2.5289890501902716
120240,2.0,0.49389604199192,0.12447347227399251,0.3853977762363313,0.7481509438417365,-0.7339616736603514,0.032515323360825035,0.11378926643061468,-0.15545021608163592,-0.04669670786632455,-0.13733849541339677,-0.002007869817714831,-0.08602080369698675,-0.3735477895302068,2.363199268068803
130260,2.0,0.48704331257939143,0.12633299515508312,0.37879942701231045,0.7436496875067431,-0.7158430680903155,0.03329012081756395,0.12218981852894797,-0.15469632187451474,-0.04666338218582926,-0.13565797154896952,-0.002022109690109892,-0.08270842103551837,-0.3725640698858023,2.38115001728898
140280,2.0,0.4775687916112795,0.12650823376993584,0.36923006843526057,0.8028401375130377,-0.6560971894781314,0.034444028569015475,0.1184871522185473,-0.15680671593664278,-0.046656929508551964,-0.13424509326708126,-0.0019307883002811766,-0.07946477137768028,-0.37409307014964177,2.479783854099063
150300,2.0,0.4737769693549346,0.12376650094338398,0.38176358922801956,0.8136957796334074,-0.6172745357027586,0.031930106688437605,0.14551940483787312,-0.1534752729546515,-0.046730174415772964,-0.1372607696295598,-0.001991526203162894,-0.07794780904773994,-0.374128934248259,2.561643328484152
160320,2.0,0.4484603993145053,0.1277636792381957,0.3793232796804975,0.8462468224594182,-0.5981709547799148,0.033353913190524616,0.13312484395678234,-0.15525000031803468,-0.04679555102528121,-0.13894061706968733,-0.0020309121721609215,-0.07786506642389694,-0.3728165908161384,2.5764032452348093
170340,2.0,0.454310403061615,0.12130908470736669,0.37446522436927476,0.7836726621375115,-0.5993837499044986,0.030356883557558705,0.1585281481876283,-0.15506512189527244,-0.046784623832977934,-0.1332041345924785,-0.0018363405288331937,-0.07360768315222695,-0.37460606217404524,2.538154689940622
180360,2.0,0.46689278628579156,0.12225124824173629,0.37050277449099656,0.759121010741848,-0.6275028383553863,0.028313472592352572,0.19593283791144167,-0.1535267418435639,-0.04671023513050464,-0.13952089462905515,-0.0019631736665565672,-0.06951822778734044,-0.37309563075357016,2.531176388098191
190380,2.0,0.45839061009218973,0.12999235273680954,0.3909982744467496,0.7557249938064642,-0.6135977713659,0.02872074658475304,0.14818228865222363,-0.15484451273742572,-0.04671439938498077,-0.13303067994568146,-0.0019080247660456476,-0.07586049980402489,-0.3741687534609133,2.5118846248542193
200400,2.0,0.4865237431158796,0.13129371355578975,0.39252838428254444,0.7427681431642954,-0.655991855423221,0.03057552385766255,0.13713859053236613,-0.1548856041354721,-0.04663617536401656,-0.13497650042845813,-0.0017917201911730872,-0.07502258629981837,-0.3729027265590494,2.478620930107331
210420,2.0,0.47848676661028194,0.13002197161793777,0.41481333487792593,0.7587023963820724,-0.6341422954754041,0.029300894813807,0.16113347846984652,-0.15778553656302027,-0.04667111995599802,-0.14114667355944724,-0.0018005098796393892,-0.07475919899805002,-0.37321731626606325,2.542936192074248
220440,2.0,0.4743834994885471,0.12873823212360425,0.453703201459803,0.7769893905686872,-0.5801104139659786,0.02890453322231424,0.12041223480630305,-0.15509390086210678,-0.04663034485189979,-0.14207141471538742,-0.0017185236538447947,-0.0813303355274369,-0.3725935381210539,2.6035826199715504
230460,2.0,0.47210654898625654,0.133093738093553,0.4346926802160351,0.7425035836555848,-0.6357873792347607,0.029116849043587995,0.11535373996802763,-0.15745584558222542,-0.046662649568108366,-0.13852089318819238,-0.0018826114181161948,-0.07934010687990553,-0.37287947715030434,2.4943381769414366
240480,2.0,0.5002785194938376,0.12970694011215314,0.4036043462703887,0.7581988700350683,-0.6827204630091811,0.03113955547663019,0.1460978297470531,-0.16031832738552163,-0.04669310646522927,-0.14342453555985277,-0.002036040730188253,-0.07809572234232622,-0.37398165866618205,2.4817562069766503
250500,2.0,0.48195240923715527,0.12934541037338626,0.3866007737851601,0.7377666906651371,-0.6507074825263922,0.03057970469683284,0.18717096558001745,-0.156932354722932,-0.04669002018314784,-0.13937036445943116,-0.001887490128095164,-0.07600308236062915,-0.37256832246229515,2.5092568374947697
260520,2.0,0.48174777267105134,0.12623083394193899,0.3908807393784055,0.8115967844076445,-0.5790766489688897,0.032935962177678677,0.16253629494274288,-0.14931874049113678,-0.04665252686198302,-0.13851819133562052,-0.0019228333575958755,-0.0794644950601407,-0.3707378984133723,2.6402370530307238
270540,2.0,0.4804538415106591,0.13007240075265616,0.38440003479521684,0.8542144922396127,-0.5807944980542757,0.03265192346713668,0.15404192403309389,-0.15290881327523956,-0.04675283738302783,-0.1437421771818499,-0.0018550791358591054,-0.07938297758371587,-0.3720845296961395,2.658313704488265
280560,2.0,0.47681655436299775,0.13076388386935506,0.3949093351019686,0.8010211080847827,-0.5689481513337014,0.031518197314572255,0.1516025310311096,-0.15315361450489692,-0.04679786305606922,-0.1412868492653848,-0.0020274189866323344,-0.07406923002537556,-0.3708725945017176,2.6294758880910107
290580,2.0,0.4797812806526884,0.12957601360949866,0.40619772954215905,0.6963188729920043,-0.6554192073877695,0.027354408871406714,0.1649320533423627,-0.151924078924969,-0.04671636304713898,-0.13826446805223927,-0.0019028703404280602,-0.07660358196742448,-0.3733428548143561,2.4599869344757925
300600,2.0,0.45836335152576013,0.1297454566803671,0.3960812119959441,0.754585090895635,-0.6021271536038275,0.027897577223476733,0.17713534971724865,-0.15288721006218756,-0.046723231197900714,-0.13977084609908283,-0.0018879495378346291,-0.07357208966622697,-0.37237814109916517,2.5544614167722077
310620,2.0,0.4725480858123694,0.1331850345510399,0.3918875893414203,0.7762819579056826,-0.5950141680333032,0.030223442700863946,0.1457009125921137,-0.15147526713766463,-0.04683814001631279,-0.13786655085247557,-0.001866738286226882,-0.07571638102090388,-0.37456602926328786,2.5664837482933147
320640,2.0,0.44105146600954825,0.13243025687852703,0.3973715380044085,0.7190723372259179,-0.6098780304893936,0.029395368442355463,0.16935958002160542,-0.15242191203845923,-0.04678105097006001,-0.13439597084759472,-0.0018523391353661997,-0.07438628714603043,-0.37421176123830635,2.4947531947171524
330660,2.0,0.4639413904550916,0.12599223767669643,0.36295404518012286,0.7924220903901029,-0.5967394591724247,0.031930669063151965,0.19524192416132627,-0.148307940548902,-0.04678769023694884,-0.1389133454059166,-0.0018966927498428844,-0.07408258342394669,-0.37289513268400004,2.592859512704512
340680,2.0,0.46719950441172525,0.12516134697524176,0.39940609109278113,0.7539993062279128,-0.6696502876154623,0.03206450993980814,0.12804931931777302,-0.1501309434292622,-0.04680818732262897,-0.13607352103558434,-0.0018410007687354557,-0.0796820312566342,-0.37447297301576854,2.447221133521166
350700,2.0,0.4444043022168569,0.12457748499107864,0.35752692666910163,0.764419342214491,-0.6889273633112349,0.03245456371937607,0.15680829177633593,-0.15166834042013577,-0.0467794824608501,-0.1420835869984469,-0.0017897605365946527,-0.07469676493656041,-0.37344402147989825,2.4008015914435195
360720,2.0,0.4630031368676959,0.1284223695362783,0.38341095607787395,0.8439945287911353,-0.6123103741316521,0.03448053797325076,0.12201893458719901,-0.15777862705679832,-0.04672714604685126,-0.14119408836956723,-0.0017844788000536732,-0.07773581114429436,-0.3722507336099882,2.565549204674227
370740,2.0,0.4522650083630522,0.1364028907995422,0.4119142306603338,0.8269425577831135,-0.557175883994133,0.03291777964582294,0.12508340509043234,-0.15582798406438922,-0.04672625395100626,-0.13457430973226425,-0.0018302764629277964,-0.07985035694413258,-0.3734040708059794,2.636136736387464
380760,2.0,0.48919428947954463,0.12727838376343517,0.3892709749344694,0.8174733971894667,-0.5752561198468232,0.0339982821368718,0.13127321627980995,-0.15318946094149938,-0.04683997534531478,-0.138897325163108,-0.0018841127937317486,-0.07944179413472918,-0.3728324309822428,2.620147324576147
390780,2.0,0.4746153230563054,0.12752791410168235,0.3784089646425539,0.8018168020483633,-0.5893476649070478,0.03131807437582181,0.17431842211224485,-0.1507045653885571,-0.0468777596875688,-0.14412429444929645,-0.0018910218943861113,-0.07556852886094316,-0.37348332747622776,2.6060083376729426
400800,2.0,0.4422884156606707,0.12402428162869353,0.3557571413576824,0.8204553983253698,-0.5838247045191913,0.03236458356541114,0.205992035684276,-0.14743792694664734,-0.04681133040143552,-0.14568990229428705,-0.0019405418901458492,-0.07346331831071956,-0.37501092065493935,2.6067032112047386
410820,2.0,0.41980684093325,0.11841314341914948,0.3219144208344608,0.812187134948915,-0.6151573867716772,0.032488983801385374,0.21329054435620132,-0.14917890369327455,-0.046774510431749995,-0.14018910120013348,-0.0019558143666200886,-0.072272493097667,-0.37373996325322856,2.518832895479008
420840,2.0,0.46197920756361605,0.12518083878161845,0.3574919788057135,0.7937204585725565,-0.6198887262677424,0.03201054229270833,0.17058919701144612,-0.14854251045455058,-0.046766092809047255,-0.14072706309502142,-0.0017938127899250348,-0.07651858981905856,-0.3721613757268556,2.5345740520654596
430860,2.0,0.4946572088576846,0.12677836541029158,0.3621485907594228,0.8002354712065274,-0.6273121646260507,0.033573330627305144,0.17203909520139163,-0.15118258703259121,-0.04678374272116502,-0.1439042104190092,-0.0019279944180507539,-0.07398382218061851,-0.3717022094872215,2.572635331177916
440880,2.0,0.4937015098330949,0.12944024847380234,0.3932131456916462,0.7183285120362045,-0.659990376932247,0.03254943155234026,0.1448076172181275,-0.14840000483895824,-0.046742171247666,-0.1416011912637612,-0.0018745531038464392,-0.07820773764073972,-0.37061198599322703,2.464612443784769
450900,2.0,0.49830304278321996,0.12585680872779229,0.3697186284526639,0.7428611327935983,-0.6715356860257191,0.0329131586728689,0.15498208360124738,-0.15262469011627006,-0.04677789210279986,-0.14357499260798995,-0.0018414437971829834,-0.07622378805501327,-0.3700354773723293,2.462020884954089
460920,2.0,0.48531995538465045,0.13081613332868208,0.39168271375678443,0.7705331049490539,-0.5780442456185506,0.031031215637713713,0.1673889516462718,-0.1515814025819341,-0.04672688264652929,-0.13913441030056378,-0.0018892777971778781,-0.07700418041605733,-0.37049239985652527,2.611899275485822
470940,2.0,0.44267390311286003,0.13284785759152154,0.4033048309815757,0.739695314445135,-0.5741821733185507,0.02911424321158673,0.16773819395542802,-0.15104116752810692,-0.046759928411885775,-0.1409722583321829,-0.0017275776868974299,-0.0719608330222929,-0.36991969386446333,2.55881071113373
480960,2.0,0.4655357121948559,0.12938411473228437,0.4082322852634905,0.7253515456447299,-0.6171803725608206,0.028036430034849208,0.15077055961582625,-0.14949781002397317,-0.04675041626008321,-0.14305459608737825,-0.0017671171397725155,-0.0759438505272137,-0.37216169786943665,2.5009547870173554
490980,2.0,0.45212858117802274,0.12195313751391706,0.3865265589472309,0.7261281456951385,-0.6485614578713488,0.030584910248150222,0.14079404695880768,-0.15030836113423002,-0.046558745818029684,-0.1392922573691826,-0.0018917274307388601,-0.08108393130841043,-0.37002006286084926,2.42039883674848
501000,2.0,0.41621911024860353,0.1253519517724014,0.38613521288216135,0.7272708594430257,-0.5944793728374634,0.029151216510144476,0.15964687383819354,-0.15037553528326364,-0.04667417602961768,-0.13385309774541854,-0.001689966510182877,-0.07793114713237016,-0.37060304640439823,2.468168882751817
511020,2.0,0.43707782471309,0.1296395396743213,0.3823740936816129,0.7435072822819612,-0.6205909360368467,0.03245820257703931,0.13594289882056365,-0.14765663289290476,-0.046652641578815345,-0.13607834404326868,-0.001648212699356206,-0.07699970101166044,-0.37032832558641854,2.46104504789932
521040,2.0,0.46532073502192495,0.12900990196010004,0.3885429709099277,0.7347491667065531,-0.626440612168292,0.032795206754269675,0.14045780081184897,-0.14337811566872885,-0.04670789610730575,-0.13597363145627392,-0.0016249425355321792,-0.07903144469702589,-0.3705445067520446,2.487174632779421
531060,2.0,0.4547560351356281,0.1210599109011747,0.37403202335073266,0.7977315344574674,-0.5853121501453541,0.03249589988773312,0.15882992827987996,-0.14704723392577806,-0.04667893139083592,-0.14006202930700584,-0.0018028635540698896,-0.07908322741773396,-0.37061892627638193,2.568299969995456
541080,2.0,0.4132592298209171,0.12762578377756503,0.37574716143639497,0.775082433260781,-0.5792264044543086,0.031457819085423146,0.1629945516379372,-0.14865660674597733,-0.046728010985323504,-0.1334487784466913,-0.001825156263623324,-0.07641517871333052,-0.37057034537801026,2.529296498031752
551100,2.0,0.40524864225598795,0.12161065871865948,0.346264294435363,0.7854929398522654,-0.6127553372753962,0.03351630730612247,0.19108544668911234,-0.14622638010901332,-0.04670368640241872,-0.14012081704152043,-0.001707707418867871,-0.07434720378900454,-0.37086356737229387,2.490493589848997
561120,2.0,0.45647697552842503,0.11937867851520065,0.3601636027674868,0.7049933886227885,-0.6454378333194868,0.030504400190588792,0.205824491486351,-0.1502802201628959,-0.04675947208744615,-0.13990818156785173,-0.0017436641823390926,-0.07261051300546648,-0.37193834699398176,2.4486633057913765
571140,2.0,0.43624550009003465,0.11770881558574912,0.34196826041003137,0.734279034929076,-0.6493845434887627,0.03235504866452759,0.19704572973690976,-0.14613761771286266,-0.04680775389030067,-0.13813457006803764,-0.001880768803328845,-0.07751839154731335,-0.3725759801404109,2.427162763765311
581160,2.0,0.46757001997944325,0.11749214215811167,0.3485632710155057,0.8194361300907755,-0.5638639653435981,0.03332152316893355,0.20243322139944714,-0.14772351695492536,-0.04675615476939794,-0.14030692781108817,-0.0018286901659779484,-0.0763761660188311,-0.3730573782288655,2.638903508519529
591180,2.0,0.4386301843724591,0.12507226780020056,0.39580752517357526,0.8155844233900478,-0.4956656623971174,0.028544398225433705,0.19103772547937414,-0.14521264411197773,-0.04679213321465829,-0.13926996292738816,-0.0017509014070331043,-0.07374935794643844,-0.3730163362345583,2.7192195262019174
601200,2.0,0.48632271592690207,0.11505956106943395,0.3471398979626857,0.8368391098812507,-0.6051289737662275,0.03526921981078232,0.17692837059775113,-0.14627129405720737,-0.04681351389552298,-0.14660912362328565,-0.0017338705285784963,-0.07440647142913796,-0.3723329916888903,2.604262636259954
611220,2.0,0.4813364862435655,0.12618583648568762,0.3854069734379728,0.7450798864921677,-0.5905718311595967,0.02923597188481129,0.17743437773389656,-0.14850106573923852,-0.04688558384924305,-0.142876129728645,-0.0018232040434423354,-0.07273437478189985,-0.37135326826173326,2.5699340747143
621240,2.0,0.4405378230218277,0.13379638237831995,0.40328482814662286,0.7461147404529445,-0.5691436210221031,0.02882031818833015,0.13830083156887818,-0.14524355191753463,-0.046831828788083556,-0.13766882460913465,-0.0018030458167594345,-0.07638442436331379,-0.3721077388048353,2.5416718884351566
631260,2.0,0.4366511773059003,0.12484523039820956,0.36881013939474266,0.8278717240265789,-0.5921596640361878,0.034046166967907826,0.14625727186047993,-0.1461093828849518,-0.046806694011100394,-0.14609931123079048,-0.001799447803993898,-0.08142272517644948,-0.3713899254377994,2.5526945593725467
641280,2.0,0.4824322138516471,0.11806663413130396,0.35411192519406814,0.7451901943905846,-0.6744419263176035,0.030781998625569688,0.18608728691504367,-0.1472569736131945,-0.046754964328667686,-0.15063097621489566,-0.00167454416952279,-0.07701822211662644,-0.3706267929325297,2.448265853415179
651300,2.0,0.4583782804592125,0.11934786803944067,0.3670569708062753,0.7755585212564042,-0.6059759419953518,0.030954542629640338,0.16628909482451643,-0.14586369752050066,-0.046750498425840475,-0.14469167797717553,-0.0017393212706714681,-0.07833454772874385,-0.3708835625953076,2.523346030501899
661320,2.0,0.4623380224254561,0.13596196838271385,0.42177752946207014,0.6979026871843067,-0.5821814022535193,0.027903299062200987,0.13638815549176306,-0.1477972338758669,-0.04667239620868825,-0.13550088620130327,-0.001585852134713266,-0.08396450835118519,-0.37090260341211917,2.5136667795711167
671340,2.0,0.44824458794559335,0.12883305239448398,0.3908532373495719,0.7579517006949769,-0.5381872783395781,0.031309017672399554,0.17698234927205705,-0.14383031252916592,-0.04672261498508416,-0.13516929900594354,-0.0018031013464239471,-0.08219960130474274,-0.3696824859568775,2.6165792518612667
681360,2.0,0.4436373390564424,0.12193639864170278,0.37280608229704576,0.8194666467824201,-0.5289931298690463,0.033277169191454445,0.1941284397081978,-0.1455137661546392,-0.046697042272716795,-0.14146309317515088,-0.001839181096510561,-0.08019533628563902,-0.37080726826466504,2.6697432585588987
691380,2.0,0.4947932874707368,0.12416869464852949,0.39571255353133106,0.7863757991769842,-0.5313960750023642,0.031897592635282086,0.14361645471536677,-0.1409514580101092,-0.04667766401678837,-0.13758559673810405,-0.0016888323210607831,-0.08408923727568314,-0.37021780875787075,2.663957710056249
701400,2.0,0.4619890275318823,0.11931919953263462,0.35588467888481506,0.7794440794914936,-0.595999512418534,0.03158237312485416,0.16704735808501847,-0.14077750680551748,-0.04668499701425979,-0.1449030721287011,-0.0017122725964930127,-0.08086682322109824,-0.37077566013710433,2.5335468723289876
711420,2.0,0.46686244866286614,0.12441621282672055,0.3656301655024865,0.7149935693664413,-0.6236599205257453,0.03101634634536501,0.15773264796664335,-0.1435627211454907,-0.04682096479801378,-0.14024912578525142,-0.0018290259089210762,-0.07924019103813083,-0.37172630007102386,2.453563141397946
721440,2.0,0.4702830091150388,0.13043281538566207,0.39543640798768054,0.8088405881498784,-0.5429515685104722,0.032143222271935896,0.15187880582112293,-0.13953730118882893,-0.04679721946289409,-0.1427985361005583,-0.0017875082634034485,-0.08107497404557305,-0.37239372181123026,2.661674019348355
731460,2.0,0.44081040040614894,0.12448693956086732,0.36801999509427263,0.7278632129599912,-0.5629776526768534,0.027089340821477362,0.22534955565128656,-0.14221238637230452,-0.04666429966208025,-0.14190768733951034,-0.0017570019351428481,-0.07244464086093619,-0.3713055520329157,2.574350223614304
741480,2.0,0.40291732177274864,0.11543672547150831,0.3392320779397677,0.7649577974544343,-0.5485844984531997,0.02824394931439111,0.24662480518040575,-0.1433379029994768,-0.04669793294113175,-0.1416082877515793,-0.0016517978858211968,-0.07108102436912772,-0.3715738749968937,2.5728773577360284
751500,2.0,0.41434206757772507,0.1240930679096185,0.3742544541374028,0.7630299231378882,-0.5155328489712685,0.03037534271763064,0.22122077777437396,-0.14060914143805955,-0.04668639426588483,-0.13667020595705112,-0.0016915252969018591,-0.07504864805288097,-0.36779411176332777,2.6432827575092666
761520,2.0,0.4646656611298302,0.12902577053486589,0.3777365895597088,0.8071853756919493,-0.5140416547914148,0.02985839538263377,0.20568646450263256,-0.13800918275986526,-0.04665011854101672,-0.14785669971845553,-0.0014623863850044307,-0.07421424605464841,-0.3677904691642655,2.7241334993869524
771540,2.0,0.46308953641355927,0.1352745044310064,0.43566281126868944,0.7611513276481977,-0.5009517736052712,0.027356391890795154,0.16357412245761563,-0.13610966797896493,-0.046704879142328244,-0.14475326705306382,-0.0016008392462817944,-0.08059957321233288,-0.3674296285627281,2.7079590653088905
781560,2.0,0.4341145419478035,0.12478403139133809,0.371935827467053,0.801720817870599,-0.5133683544449825,0.03171018040252091,0.16080624372738436,-0.13585174840162043,-0.046741889813837596,-0.139944341856889,-0.0017146862797737842,-0.0801765641599027,-0.3695960090545018,2.637678048795191
791580,2.0,0.4775191499980199,0.12186102319556827,0.37011567199973106,0.8089045006488904,-0.5495165157645693,0.03164054734604056,0.16844068247758362,-0.13932808798603924,-0.04674913231097846,-0.1476411956475258,-0.0017212692222465028,-0.07760289874270218,-0.37070778731925785,2.645214688672513
801600,2.0,0.4387407114972181,0.11957967862138229,0.3676088278826218,0.7278432656325673,-0.5758668459975752,0.0297175184974175,0.20429701390628793,-0.14271950564701447,-0.0466546313213543,-0.14080444302773273,-0.0015867327380295285,-0.07660771093311051,-0.36853192764779197,2.535015218724886
811620,2.0,0.47474717180159137,0.12382237867705292,0.39441626266206037,0.7946466669582468,-0.5101354574751854,0.028749629345530117,0.20312139740872473,-0.13974242904288847,-0.04664951450626969,-0.14665697559487406,-0.0015560035250695799,-0.07983988494231152,-0.36857007763559047,2.726353164131017
821640,2.0,0.4808831581052089,0.12311889190535259,0.3748158419023858,0.8395711165758866,-0.5085823132787145,0.032880349961702374,0.19426478168380426,-0.14053664226389356,-0.046769373793029013,-0.1474205114080747,-0.0017930477404415163,-0.0770942077215582,-0.36919933706214153,2.7541387068664855
831660,2.0,0.48225470250905356,0.1192786536037572,0.36187174398485444,0.7926468382615586,-0.5245702175109604,0.031172281169064446,0.21649577574268467,-0.1417013393990216,-0.04667076588947438,-0.14428668479086965,-0.0015984045848486431,-0.06882348956047603,-0.3701406184255762,2.705928475109746
841680,2.0,0.4683377349746968,0.12112614979469065,0.3537404680359799,0.7439773606636918,-0.5564270783493637,0.030118481131704546,0.22012470623257485,-0.14184507335595822,-0.046656201458654296,-0.1455068292600533,-0.0018147125423815455,-0.0695899309087088,-0.36865754254580474,2.606927532412412
851700,2.0,0.48247040757790777,0.133899287779186,0.44204428001335666,0.6832644692973506,-0.5107422980208124,0.02383227756389803,0.1855263215415208,-0.14324064910221374,-0.04664498334326722,-0.14209601388888748,-0.0017213132888579611,-0.07512741360138984,-0.3674412328651647,2.6640231396626293
861720,2.0,0.4623947497830603,0.12274732989274496,0.3896533065291778,0.7011722819274695,-0.5187951989972208,0.0251950602179319,0.21925017378687503,-0.1406688662092353,-0.0467353826074789,-0.1446862625016053,-0.0016732625686944032,-0.06993255812100112,-0.3688952848443299,2.6290260862876975
871740,2.0,0.48549374961566844,0.12437931294324443,0.4061137967538721,0.7717601617639386,-0.5036275665578994,0.027643862911649088,0.21193744466792847,-0.13926734936692464,-0.04670082912419462,-0.15349353570761776,-0.0016940641304223811,-0.0724668188283252,-0.3686249331956618,2.7414532317452536
881760,2.0,0.44130061407156107,0.1315819214301874,0.4052987537904627,0.7684971004177652,-0.46894071222434885,0.027797683462876796,0.2072446280681442,-0.1381020440898741,-0.04658948234262485,-0.14445248770802407,-0.0017152631119284358,-0.07552489660127744,-0.3675987902632539,2.738797024899664
891780,2.0,0.49269143620176276,0.12223243672989821,0.3561484166674034,0.8095628698612104,-0.5337774122038271,0.03392464332173268,0.19797567577447572,-0.13734202362888817,-0.04648108289986681,-0.1506041318884651,-0.001586420774011031,-0.07561076872169462,-0.366662964598663,2.700470673841068
901800,2.0,0.4979101324857871,0.11848782461258418,0.3583486375617105,0.7630318082091314,-0.5985928490171205,0.03203637959941034,0.20050630787500856,-0.1424379490954254,-0.04654536337794916,-0.1520766593852438,-0.0017786100450093733,-0.07698438308567365,-0.367537121267641,2.5843681550695683
911820,2.0,0.4639666157918323,0.1154397542708753,0.32768887152044757,0.7648364685809931,-0.5600797936022788,0.03233516871351881,0.24444777689606695,-0.13784945686233677,-0.04667069992608311,-0.14898860588431767,-0.0017555444411102034,-0.07218997799119613,-0.3686579270577532,2.61252265000866
921840,2.0,0.4655748939321225,0.12755557248833288,0.3673504885382045,0.7887200021121579,-0.5081818931378292,0.030407698676265516,0.2210605336145153,-0.13474963930888828,-0.0466371308461173,-0.143774204836897,-0.0018171207888895663,-0.07599093858352256,-0.3673196455663113,2.7221986162931433
931860,2.0,0.4975601581420043,0.12330543758072912,0.36172542522097456,0.8283205967895598,-0.49462764740239573,0.0316105278794032,0.2319691781397229,-0.13402294879244736,-0.04672573065340224,-0.14938100921511852,-0.0018108085603608254,-0.07551686501521768,-0.36918422775624404,2.803222086357208
941880,2.0,0.5328375202865799,0.12480719052818301,0.3943016743777449,0.8229784699915483,-0.4731668606615638,0.02981761494622252,0.22177447069182826,-0.13559761778482723,-0.04676334986101347,-0.15134520832592221,-0.0018158494618979093,-0.07509070824870873,-0.36915869607576635,2.8735786504024086
951900,2.0,0.48928847645089885,0.12115562440256991,0.36594811408970707,0.7916967366186122,-0.5328237351884658,0.03222810650762479,0.2096664268245114,-0.13429660172770236,-0.04661380060700392,-0.1508686710949858,-0.001766849407692134,-0.07513207655718993,-0.36756974401490533,2.7009120062959786
961920,2.0,0.4692627284812448,0.12328985956975669,0.3781067945450667,0.7762375476844577,-0.4957388852602735,0.029141962341028838,0.20918521219513453,-0.13861153434552592,-0.04681074895339263,-0.14323813783947628,-0.001627684363577935,-0.07642512655579482,-0.37009455085205856,2.7126774366465884
971940,2.0,0.4501131079927766,0.12216843906925981,0.3757504365690627,0.7221240534163386,-0.5129194974275214,0.024377653236133032,0.26326277053350283,-0.1389300962079983,-0.04679942969475996,-0.14294712147835387,-0.0017407474859947557,-0.07035648581540561,-0.3695934291864232,2.674509653520617
981960,2.0,0.4202999070968433,0.1123647211202817,0.32923308428659387,0.7658589708711534,-0.5608593022398373,0.03175006307699347,0.21740184944160454,-0.13587738594367588,-0.04673325123496326,-0.14393015537038054,-0.0017122922575885332,-0.07257880431033943,-0.36909192790493156,2.5461254766317536
