#{"t_start": 1775219655.8030725, "env_id": "None"}
r,l,t
10.071483,8,0.583216
0.0,9,0.589555
1.659225,9,0.589595
0.0,10,0.595738
22.149456,12,0.608012
38.13547,13,0.614426
4.878833,13,0.614466
0.29625204,15,0.627614
0.0,10,0.647288
9.341175,18,0.647331
50.59199,19,0.653058
0.0,10,0.657872
2.1407266,9,0.664402
0.62742704,12,0.664441
1.2336967,21,0.664452
5.899858,23,0.674179
17.796984,12,0.684965
52.83975,25,0.685006
0.0,15,0.698956
2.807306,30,0.708528
30.028297,11,0.71865
51.243904,32,0.718688
0.0,17,0.733749
0.32588455,17,0.750001
25.122303,39,0.754808
0.0,18,0.766136
24.360945,33,0.772987
3.1050608,28,0.778144
3.980648,18,0.778177
41.549507,19,0.783636
12.385441,6,0.789057
0.26668653,47,0.800446
0.0,7,0.811931
38.33359,49,0.811978
3.0696576,19,0.81199
0.0,7,0.817821
54.20057,31,0.822651
0.4731775,10,0.822688
12.377912,52,0.827585
15.971806,34,0.827619
7.808701,21,0.833312
0.015622653,55,0.846608
0.0,14,0.86221
0.76279503,39,0.862258
12.767286,16,0.867348
53.185585,39,0.872869
0.70287406,12,0.878992
17.114393,13,0.898514
6.327017,30,0.898556
54.402187,34,0.903117
0.0,30,0.911185
3.3063533,7,0.911229
16.358467,19,0.915515
0.0,12,0.924845
23.177143,17,0.931457
4.239245,22,0.936854
31.19815,21,0.936884
0.0,10,0.949291
0.0,18,0.955128
0.0,11,0.95516
27.436563,32,0.959885
11.246392,8,0.970297
0.5300141,31,0.975732
0.0,28,0.981583
1.0613861,11,1.009534
101.51774,58,1.009581
32.269447,13,1.009592
4.408955,19,1.036409
46.965744,23,1.036457
27.650846,16,1.041586
3.4582603,8,1.050498
23.183493,25,1.050535
1.070501,43,1.050541
5.8612947,18,1.050545
37.359444,48,1.056908
0.8353213,10,1.061997
39.378994,10,1.062036
39.58019,18,1.066862
2.178442,25,1.072443
0.0,50,1.07745
21.201199,8,1.09267
4.2381105,8,1.092715
29.699839,34,1.092726
1.9537346,22,1.09814
0.0,12,1.098178
0.46426484,11,1.116787
11.299518,11,1.121855
0.6395134,10,1.121895
6.7738876,50,1.126888
4.0197816,8,1.137758
5.8314424,8,1.137794
0.5348723,16,1.1378
0.0,51,1.143507
0.0,25,1.168814
15.4402895,12,1.182179
1.6824747,21,1.182225
0.0,18,1.187041
25.326586,41,1.192831
3.1686125,14,1.207797
0.0,23,1.216614
3.3384297,50,1.220585
22.907295,29,1.22459
2.2349641,21,1.236329
2.0846093,36,1.240506
25.050322,38,1.240543
79.367905,22,1.240553
