step,r_alive,r_linvel,r_yaw,r_feet_air_time,r_cmd_vel_error,r_orientation,r_lin_vel_z,r_ang_vel_xy,r_height,r_torque,r_smooth,r_joint_acc,r_joint_limit,r_crouch_penalty,r_power,r_stand_still,r_gait_phase,r_foot_clearance,r_posture,r_foot_strike_vel,r_body_acc,r_action_jerk,r_jump_phase,r_body_height,r_abduction,r_hip_excess,r_total
4423680,0.19999999999999282,1.9994712004744883,0.3194268611710251,-0.025097667472437024,-0.31565025025530247,-0.13869840658398935,-0.21192871101728838,-0.5351522412706139,-0.002475330018386239,-0.04547487146783866,-0.2088705035464952,-0.4395993919830148,-0.0008903639626844436,-1.1690950269520267e-05,-0.034811307372642736,0.0,0.2625732421875,0.4480886743307385,0.08852203156335621,-0.010953620374809632,-0.1574996128052299,-0.0645532890898176,0.0,1.826484098674588,-0.8035269952957622,-0.04434376702431456,2.3100698975938534
4464640,0.19999999999999282,2.0447030498631746,0.3747155887413789,-0.022480480547528714,-0.2560693645544916,-0.14781791812154532,-0.19239050674466626,-0.5092038714580438,-0.0023135256271184204,-0.04585648937697475,-0.20887875142652754,-0.4399430505686063,-0.00028633980155775483,-1.4968159431071555e-05,-0.03481699699029178,0.0,0.2669677734375,0.45374585799552747,0.09028729628411301,-0.010921037341023721,-0.16238606426166705,-0.0647170910501153,0.0,1.838350575332406,-0.780557488721134,-0.02903924611119942,2.4709792153928714
4505600,0.19999999999999282,1.9871985979602578,0.30973949111149907,-0.024677745401277207,-0.3157768594214687,-0.1574512205714491,-0.19843869988811758,-0.5069021322465426,-0.0024147749876184533,-0.04486175352625631,-0.20378040692157814,-0.42779213074698075,-0.0004440995163184575,-1.9048967511400177e-05,-0.03422343515246906,0.0,0.26220703125,0.45417441236254474,0.08084564096373417,-0.010290206673261007,-0.1528395629413135,-0.06261375256290193,0.0,1.8329497003689057,-0.8289419371168304,-0.04625915208040758,2.3008292493317373
4546560,0.19999999999999282,1.8933767341374244,0.3281848714124172,-0.02082032323232852,-0.32365526276635137,-0.17166174178034765,-0.24461468061083952,-0.4967690428698948,-0.00257548815400167,-0.04409880416710024,-0.20240673933440123,-0.43289363359309546,-0.0003199133811564222,-1.007788776097301e-05,-0.03381106140763723,0.0,0.2816162109375,0.45315825280535865,0.0753378800139512,-0.008657713823620808,-0.1610049332141645,-0.06261275660624953,0.0,1.8215866495334105,-0.7593612111952416,-0.0625317098127157,2.236517788415108
4587520,0.19999999999999282,2.2108585845479034,0.3351110334215105,-0.016591807048826013,-0.2582234447590359,-0.14780282123579624,-0.19240356048512897,-0.5352727153427252,-0.002144025674158567,-0.045521165623807834,-0.21115400709968543,-0.44598591305090624,-0.0004120507146934914,-3.7274846838829496e-06,-0.034808979380826,0.0,0.26513671875,0.41358429389669643,0.08758634175043079,-0.009752526424964157,-0.158930508436082,-0.0653109958927963,0.0,1.8480417648917604,-0.7881597199136231,-0.037994845598136304,2.5529955324413796
4628480,0.19999999999999282,1.9812821609196627,0.3938223962661065,-0.018281261109223124,-0.2853247588795016,-0.1640800327941463,-0.23675572869242556,-0.49905008829213604,-0.0033626240102238875,-0.045544221937799334,-0.20837329718851844,-0.4426298308174096,-0.0002041563576586979,-6.654365903155654e-05,-0.03497090502716681,0.0,0.25341796875,0.4569674665390873,0.08863266820992406,-0.00954191823907141,-0.16505978780341676,-0.06409481681417685,0.0,1.783043517094626,-0.7859713423129064,-0.04681799722665903,2.336827131235941
4669440,0.19999999999999282,1.9118443165452554,0.3841413126745014,-0.016347667093214113,-0.31092218472778654,-0.15607210601855748,-0.22763814565489263,-0.4903196936075806,-0.003216140992949182,-0.044130135862023405,-0.204260985502333,-0.4355093889789882,-0.0001565458757423641,-4.343394287104159e-05,-0.03394138711267504,0.0,0.2578125,0.45388065355707524,0.07291298925186034,-0.00959001276510312,-0.1591417507426086,-0.06315392421878628,0.0,1.7847199107125897,-0.7546207629917767,-0.06524458881048226,2.300726389112752
4710400,0.19999999999999282,2.2700116946863074,0.3495627577215577,-0.02596680702845333,-0.21289522579496545,-0.1430860345006506,-0.19416473563536807,-0.5147554610927684,-0.0022944549562945098,-0.04550889942054136,-0.2139436850498895,-0.44180834568690747,-0.0004727980110311113,-2.0873667341227524e-06,-0.03444690388624072,0.0,0.2706298828125,0.44912357615178794,0.08822998021396317,-0.010254572137283122,-0.1591611157720181,-0.06638757566746796,0.0,1.8367640610409262,-0.7749840896396901,-0.03771262231755018,2.6875277019818657
4751360,0.19999999999999282,2.305369039655589,0.35558896715539007,-0.023466808299417607,-0.22089535782656347,-0.14805672207087994,-0.1978040760340553,-0.5321175252231525,-0.002636973175347454,-0.04578633753345996,-0.2096143529270196,-0.4379672510949957,-0.0004977525092163815,-1.7070709703469665e-05,-0.03475858618487204,0.0,0.2578125,0.45179567463098375,0.09268169117386722,-0.011419856042862987,-0.1506985028569763,-0.06451172830420557,0.0,1.8177878760792445,-0.8059299699888227,-0.03637541485926435,2.6755531488226794
4792320,0.19999999999999282,2.0665820194314897,0.34170458292344835,-0.02397462052613264,-0.2804345557537289,-0.12726668341673708,-0.19540806265755148,-0.4953962577815998,-0.0026752895557268074,-0.04527683902636886,-0.21162817019867375,-0.4438473033375015,-0.0005182976136382516,-3.482462702682988e-05,-0.03455962575084187,0.0,0.2698974609375,0.447154380208211,0.08397964469422742,-0.010148686301179034,-0.16034343161419368,-0.06563187804043992,0.0,1.8172586222487102,-0.7578430150077067,-0.04985922497373635,2.4957148878528788
4833280,0.19999999999999282,1.7364482264851753,0.3975341693650409,-0.021728527019149624,-0.3945391279255591,-0.12815253805120008,-0.2145006324698957,-0.4914603138750341,-0.003378830906114056,-0.04278733516643267,-0.19817171267131933,-0.42521677855966283,-0.0004046129327360636,-2.8577231599833276e-05,-0.03294371023378117,0.0,0.252685546875,0.4427971873724204,0.06325234205159146,-0.0094047408640617,-0.1537472720406808,-0.06129835982603254,0.0,1.7749743391787876,-0.7492792536581026,-0.07550220988244388,2.1097599418316193
4874240,0.19999999999999282,2.372333215741794,0.35916105820388305,-0.017656262127275113,-0.18623994576212155,-0.13733049489785998,-0.20247687090738375,-0.5138229725719933,-0.0023017980160468265,-0.046526376023709876,-0.2126052539286318,-0.43703244619552745,-0.00046742147544927114,-2.9149356118975534e-05,-0.0351910907853814,0.0,0.2852783203125,0.45091105779568785,0.09564669705504474,-0.010291063357184145,-0.16406694159298799,-0.06533317308116245,0.0,1.8467116191679651,-0.8322131299767151,-0.02383696199184354,2.7993984944408266
4915200,0.19999999999999282,2.251035408077791,0.35361450100764313,-0.025859385343210306,-0.24926535126394622,-0.1397173130396716,-0.19813114775642832,-0.5265620099111037,-0.0026008627342740944,-0.045891015812334644,-0.21410719298582975,-0.4397268533289381,-0.00030865850653053465,-2.9673265463014464e-05,-0.03466222810882174,0.0,0.233642578125,0.4232777083727592,0.08996980902857626,-0.011338652702113787,-0.15282162661555065,-0.06646068341622582,0.0,1.8213311587723338,-0.7983956259340014,-0.035216637117275296,2.6033790742822203
4956160,0.19999999999999282,1.8967463657279116,0.34647371804510546,-0.019287119757791515,-0.39008234619106275,-0.14648307023514295,-0.22881579993137874,-0.5078226146721322,-0.0031086580067652917,-0.04425465307790192,-0.20629705020692202,-0.43402249933077575,-0.0002369376168236651,-7.866221428161152e-05,-0.03391117971813308,0.0,0.2332763671875,0.40472822058662694,0.0767830335688541,-0.00912960266808386,-0.1645554277839837,-0.06363898949231953,0.0,1.7944379780252209,-0.763487662620324,-0.057772850697944765,2.173164830826914
4997120,0.19999999999999282,2.131399591739003,0.35170143452846975,-0.025488293780654203,-0.23038948307237916,-0.14099089121641173,-0.19659425732043379,-0.505499154541727,-0.002353975247102607,-0.04559296789765974,-0.2146913437063627,-0.4485193676220235,-0.0002215067154970555,-4.2055602850512195e-07,-0.03482547568346299,0.0,0.2618408203125,0.4456410166025316,0.08533811727979519,-0.01015111779461696,-0.16311933043302262,-0.0667553418540046,0.0,1.8333683650285322,-0.7807103681362921,-0.042550003222462794,2.4912640356686184
5038080,0.19999999999999282,2.0387141231307937,0.35937125196983793,-0.020400401735969353,-0.28119858301794665,-0.14420995659819447,-0.20543869199625453,-0.5081831919011542,-0.002880189166144069,-0.04525755883990206,-0.20853523888181383,-0.4360061441406939,-0.0005037856056205694,-2.137715736840978e-05,-0.03442647770439971,0.0,0.2728271484375,0.45389162729554516,0.08321084166647952,-0.010338468340873127,-0.16257171541900609,-0.0643993690854404,0.0,1.8045782047531043,-0.775556025267889,-0.04587837446180571,2.434380113721827
5079040,0.19999999999999282,2.361826260564179,0.34459156982223926,-0.02454102677438641,-0.19020082237817348,-0.14345725083146377,-0.19952992238722614,-0.500106652068527,-0.002510644200696073,-0.04634170929581436,-0.21481295197299913,-0.44744313629853877,-0.00024909512953242386,-2.662177365390477e-05,-0.03522448725714881,0.0,0.2713623046875,0.4523326066209334,0.09181690827826211,-0.011101162251830768,-0.16960860962903834,-0.06656881152302967,0.0,1.8294805165642523,-0.7584083358508755,-0.03276480995961681,2.799823521708679
