step,r_alive,r_linvel,r_yaw,r_feet_air_time,r_cmd_vel_error,r_orientation,r_lin_vel_z,r_ang_vel_xy,r_height,r_torque,r_smooth,r_joint_acc,r_joint_limit,r_crouch_penalty,r_power,r_stand_still,r_gait_phase,r_foot_clearance,r_posture,r_foot_strike_vel,r_body_acc,r_action_jerk,r_jump_phase,r_total
311296,2.0,0.4220661380310423,0.15407568159834223,-0.009755865459737834,-0.6476944699064147,-0.07077579974679393,-0.386053252198599,-0.33228982522751443,-0.0012833444142457474,-0.046134966715905015,-0.17333922263642293,-0.3980300627061301,-0.00408412481887709,-1.2275414687244291e-06,-0.03692529511829076,0.0,0.0970458984375,0.26660690727063263,0.17801487547037578,-0.009680738373557825,-0.15151805413363031,-0.0512008288531797,0.0,1.0376986755660929
327680,2.0,0.4054734488620948,0.14940079688507565,-0.006774909465093515,-0.7254218162728137,-0.07192591506584156,-0.3736736226201904,-0.3040805789945987,-0.001315292720767697,-0.04653350475359504,-0.17584259838768054,-0.40478140639325977,-0.004056890516104628,-1.0491433778011822e-06,-0.037278104843960116,0.0,0.1016845703125,0.2770453602087074,0.17961605887672477,-0.009240759116547129,-0.15897728265088523,-0.05210612195282011,0.0,1.0461408949117355
344064,2.0,0.4411329546525653,0.1458327809212926,-0.010100104962475598,-0.48883691602114965,-0.06590258063486698,-0.3674450447150024,-0.3098083056215152,-0.0010776722564342946,-0.04592379130120301,-0.17520976544474282,-0.39653458875678543,-0.004555204214392825,-1.4527338348036771e-06,-0.03655178089446359,0.0,0.09912109375,0.2707363773860345,0.17556533441795708,-0.011088540933421497,-0.15378702258222648,-0.05200873990805118,0.0,1.157609821469137
360448,2.0,0.35485129205192506,0.1581679399988695,-0.011271979346929584,-0.6736634422886425,-0.06847522388712779,-0.3600989405724292,-0.31851824101777343,-0.0010561639028767676,-0.04619522908288751,-0.17669781038857751,-0.39922539377317084,-0.004159307083318295,-5.145756004421857e-07,-0.03697703643300205,0.0,0.1005859375,0.273134183538505,0.1724497201864706,-0.01043740388456108,-0.15197311871621055,-0.05224275176384263,0.0,0.9847970158218473
376832,2.0,0.36566460973810744,0.13252867893264453,-0.007368170432528132,-0.7010215204137964,-0.07433932783614916,-0.3387973916560834,-0.29615423397354607,-0.0010466424315288161,-0.046179020004239985,-0.17611352479143505,-0.4027380036017021,-0.004045930937357618,-3.898748212595653e-07,-0.036951029336506944,-0.012573378280167895,0.09619140625,0.2693052835516294,0.1745889737134988,-0.009693515190210576,-0.1548733033444802,-0.05231043872336151,0.0,0.9842815036879572
393216,2.0,0.3946311296980355,0.14594633011788452,-0.010378424818554777,-0.7599000227882629,-0.06740271501772455,-0.37443242493442774,-0.29435745221886445,-0.0011671871054862828,-0.04651335227614159,-0.17369717532128506,-0.39788061265185315,-0.0047453311341229005,-6.103434801530149e-08,-0.03715960354146674,0.0,0.0975341796875,0.27747295823980916,0.17185133776384767,-0.009773189913555441,-0.15689127975340697,-0.0510732200494385,0.0,0.9874538770834841
409600,2.0,0.39718226381690597,0.12580399842699966,-0.003024909767191275,-0.47181486653574467,-0.06191264129806173,-0.36259403448758115,-0.30457531677024674,-0.0012021583883152353,-0.04609668724858922,-0.17746970921580224,-0.39965932243473784,-0.004474852134753414,-3.027351005923236e-07,-0.03672652266506455,0.0,0.0977783203125,0.27690148063708714,0.1676475039383809,-0.010294030259766067,-0.15854146265114838,-0.05276976276247289,0.0,1.1118410132470093
425984,2.0,0.4045513190988381,0.14536916538557765,-0.0115795963392884,-0.6936966248636338,-0.07080052295621986,-0.3515984144877148,-0.30690892962997396,-0.0012110250515375328,-0.046265402022006595,-0.17765197710541525,-0.40127068340140887,-0.0032043056300555964,-3.718876734544151e-08,-0.036900508825044316,0.0,0.0972900390625,0.27914881891444265,0.17214875389865772,-0.009689192762082,-0.15554777210106835,-0.0526785138451668,0.0,1.036470408955729
442368,2.0,0.3431048713587813,0.1431387037579469,-0.0062988349091028795,-0.5993042289925947,-0.06404051348207712,-0.3700635661446209,-0.31672806181166846,-0.001076836434847577,-0.046117470538687616,-0.1735963969818841,-0.39747418357938885,-0.004822988284774095,-1.4954182055931853e-07,-0.03662047106588531,0.0,0.0963134765625,0.26875606040384314,0.17184904915298188,-0.00965892474871237,-0.15564869375506518,-0.05134273778996441,0.0,0.9642138323318818
458752,2.0,0.48928239398327916,0.15112988407070324,-0.006826177681432455,-0.5901307278909655,-0.06803445684154089,-0.30332072597911475,-0.2882029052385132,-0.0009151343695851342,-0.04602640586162816,-0.1757185307753389,-0.39955288017714635,-0.004655977201863121,-4.913631151669501e-07,-0.036829372213556436,-0.0568113161672278,0.0927734375,0.2530114711257994,0.16944734167804168,-0.009184339178196419,-0.15214685646572643,-0.05230449222173767,0.0,1.1543509932649674
475136,2.0,0.39075988685115415,0.1479583961490286,-0.007053229572193231,-0.5493905101598102,-0.06465092122449523,-0.38071447457680785,-0.2973657635606914,-0.0010544853944989647,-0.04592316948750965,-0.17507343633333253,-0.39743567020386456,-0.0041489312858976534,-1.8182196591101994e-09,-0.036488478121046546,0.0,0.095703125,0.2773159350998716,0.17028447571830801,-0.010895461300408043,-0.15536603083109357,-0.05191266629437455,0.0,1.0806391321319153
491520,2.0,0.5261124249146927,0.14889767554116953,-0.00882569092027552,-0.43885552877945244,-0.06827095226133117,-0.3263772318518758,-0.3071146842010965,-0.0009592803976578145,-0.046226963518448363,-0.17694906944961986,-0.40602643255240334,-0.004250020952245675,-6.539693381331969e-07,-0.036789176482681915,0.0,0.099853515625,0.2793545313383097,0.17541875282330963,-0.010163295017299756,-0.1532215316441723,-0.052572105771250835,0.0,1.2971908390035107
507904,2.0,0.5045544166874868,0.14116794423393117,-0.006503912762127584,-0.4413582010239505,-0.06489622972928188,-0.35092366748720905,-0.30238721110905337,-0.001135548231040376,-0.04594420654930069,-0.17659913953830234,-0.39851236755021324,-0.003622836569109682,-9.295201265244125e-07,-0.03654156355112056,0.0,0.092041015625,0.2696019138194199,0.16781327370731786,-0.009662551184657303,-0.15043073820261646,-0.05238116799417178,0.0,1.2512556840468196
524288,2.0,0.4013420478405222,0.13565637425379012,-0.002343757090784493,-0.5079950114280152,-0.06788312845181066,-0.3799641607607834,-0.2960546868207528,-0.001004843876105294,-0.04570876187143045,-0.17746613930939972,-0.4002112960286591,-0.003510180332079864,-8.05439990534831e-07,-0.036452871393763804,0.0,0.0933837890625,0.2791130551522297,0.16463646353401806,-0.00881247613427469,-0.15500579737283246,-0.05276168296928521,0.0,1.100364399014529
540672,2.0,0.4465140050577171,0.13086099315841,-0.006357428963383427,-0.5350806000586026,-0.06460313968627185,-0.34645475263294107,-0.31170838028039466,-0.0011119754942686474,-0.04595663556947187,-0.17674080856086216,-0.3971768872524312,-0.003406853324671274,-2.8047279033753187e-06,-0.036418629453165534,0.0,0.095947265625,0.277917028808595,0.16768940677373087,-0.009865797049263752,-0.1531519399636017,-0.052638160151254866,0.0,1.1512259075043596
557056,2.0,0.6034093530855353,0.13409580934190343,-0.00611572992602305,-0.35361971389680136,-0.06022729236250157,-0.3562032310692328,-0.30412047717470575,-0.0011473279100386652,-0.04583987587396026,-0.17661374605959326,-0.4024171869471138,-0.004308182118440288,-1.1902365115940177e-06,-0.03657910015373923,0.0,0.0960693359375,0.2779741628249469,0.16747785875649285,-0.01065519674043527,-0.1551938598229607,-0.05245132042356994,0.0,1.4169630707319794
573440,2.0,0.3746392757963685,0.15327246832093186,-0.006525885561131872,-0.558758178070967,-0.06751017959939487,-0.35839340270201064,-0.2859671461557414,-0.0010700264305523446,-0.045931976046955744,-0.17945213877828783,-0.4026833455299312,-0.003971253403571298,-1.6391394312907789e-06,-0.03644726313507827,0.0,0.094482421875,0.27729469380019584,0.16221505748175633,-0.010069478627766212,-0.15239391315434478,-0.053472726191103,0.0,1.0715395314701373
589824,2.0,0.49332028026949787,0.13901672955983374,-0.007426763733747066,-0.44603158706954105,-0.06508477560847847,-0.35160662120879965,-0.2955910087769451,-0.0011652108662896445,-0.0454902386751702,-0.1751790501351936,-0.4025507932626166,-0.0040619608280714195,-9.018544534864902e-07,-0.036285044706332883,0.0,0.0982666015625,0.27591879246951617,0.16491049779633754,-0.009921675309996129,-0.15394343669008184,-0.05209644304981337,0.0,1.2538684435496639
606208,2.0,0.4498093859985385,0.13411789096669408,-0.00826905066242034,-0.4422779705500943,-0.05613710718418563,-0.3457129903634295,-0.271387587466857,-0.0009900773207050595,-0.04541174736502658,-0.17328385535365678,-0.3928861116027735,-0.00344800173712529,-5.839302455527158e-06,-0.03616308731669875,0.0,0.0985107421875,0.2778761216485308,0.15907766830177553,-0.011693163784651848,-0.153486065739358,-0.05148136066214649,0.0,1.222675550847756
622592,2.0,0.4730785749012902,0.13908658568696305,-0.002709968290218967,-0.4433592589393598,-0.069240754725584,-0.33236139593802494,-0.29378010569843344,-0.0011362992715064218,-0.045610083555784185,-0.17511979230766903,-0.3995744938141621,-0.0036363237165371984,-1.8566750510639782e-07,-0.03636668189512703,0.0,0.102783203125,0.2790800773788386,0.16330687640586466,-0.010709692352776122,-0.15652253020924414,-0.05197652873364861,0.0,1.2477083183556072
638976,2.0,0.6479109904674223,0.15071150180258056,-0.009814459634071682,-0.37602422600384067,-0.06098558315100577,-0.3072050310456005,-0.29047153741273923,-0.0009646365215762344,-0.04561684793222551,-0.17539135473343762,-0.40042184610838927,-0.00456622758186217,-2.238689360963182e-07,-0.036141632912784945,0.0,0.094482421875,0.277942539862282,0.16525779447311134,-0.010882159198713028,-0.14624541623792925,-0.05215270124259406,0.0,1.5173496520311358
655360,2.0,0.5038498283400205,0.15024735823079668,-0.008847663239066605,-0.43105733584202,-0.06258164263881127,-0.32236268522005823,-0.29249654096884564,-0.0010368875325541308,-0.045391420216166115,-0.17632652000174848,-0.3968613321855848,-0.0034678716888960066,-2.8167718437285715e-06,-0.03595563789222659,0.0,0.0960693359375,0.267690830328064,0.16668175516403613,-0.010780186030983706,-0.14935281606280457,-0.052497439647850246,0.0,1.3001283438444193
671744,2.0,0.5687391754750905,0.1353380777881858,-0.006577156473213108,-0.3932377589071798,-0.062392123286756584,-0.32208373107479965,-0.2859001177364454,-0.0009235178604411731,-0.045527023986350994,-0.17691782209731147,-0.4012354521775613,-0.003222212760183422,-9.415452164748446e-07,-0.036035561196728884,0.0,0.103271484375,0.2786074686942988,0.1612486854296064,-0.010609444027099782,-0.15444517284914058,-0.05279544192773759,0.0,1.3853577813963482
688128,2.0,0.499017401926087,0.1488147222935909,-0.005610359297861578,-0.45971560076468876,-0.062264784642918514,-0.31653428982680143,-0.28573662916880443,-0.0008735236134317011,-0.045384641680559466,-0.17787229396199092,-0.39995766813235745,-0.003825385794435963,-4.476221435227791e-06,-0.03599297029378999,0.0,0.100830078125,0.2776672175666627,0.1627709537177952,-0.010171304001004114,-0.15762661407605594,-0.0531685073440894,0.0,1.2833015266347823
704512,2.0,0.6407872379629104,0.1380363052722047,-0.004233403977195849,-0.33913195215579606,-0.05795361891861006,-0.3585141211970705,-0.2961120791296137,-0.0010725488922968787,-0.04548523780384062,-0.1768882549484261,-0.4016400213157797,-0.002968556881077449,-3.5715458520261148e-06,-0.03603735356233894,0.0,0.08935546875,0.24882423243809604,0.16181521475316082,-0.010202411888977286,-0.15598746047502945,-0.0528891645703697,0.0,1.4221326519665085
720896,2.0,0.7313571242012993,0.14981188484131688,-0.0044604562499444,-0.2537866373675566,-0.05921847862808516,-0.3271965954214515,-0.29550849770800924,-0.0010394375291375138,-0.045284086736192955,-0.17500290274474511,-0.39577809184573354,-0.0039012282746979836,-1.88853375005026e-06,-0.035818383134471346,0.0,0.0968017578125,0.27323980372276385,0.16412167360593882,-0.011057904176021538,-0.15218327233864704,-0.05216271225566738,0.0,1.6564204781360534
737280,2.0,0.5163370034024817,0.13242470337357024,-0.005031744063671795,-0.49510828159911247,-0.05908439646331942,-0.29192169841454474,-0.295179499659225,-0.000827375195071694,-0.044973776035699825,-0.17614872702106352,-0.4046413440754353,-0.0037254625300979873,-1.1992168450860582e-06,-0.03573649092777581,0.0,0.0972900390625,0.2525849164530776,0.1557781675264323,-0.01052503320518325,-0.15038752329128313,-0.052582030015473624,0.0,1.2519667406341055
753664,2.0,0.6348623240404923,0.13772386202968992,-0.006123054443378351,-0.28529902476956437,-0.05870272526539408,-0.29259449367075463,-0.2867683991368332,-0.000906582383575916,-0.04575183446588062,-0.17657817078434165,-0.4011997796908575,-0.0044947123118878815,-9.648037809382288e-07,-0.03631959306372632,0.0,0.0989990234375,0.27703955551429765,0.16501808145940666,-0.010916578082138454,-0.15060278012853828,-0.05237368115223949,0.0,1.5570240342649109
770048,2.0,0.6189016202241994,0.13600264104806645,-0.002783209922199603,-0.3125168768138664,-0.0586102311855532,-0.3262239179635983,-0.2798926276901467,-0.0010408242463091485,-0.04519496714972143,-0.1764609689053035,-0.39829079777357596,-0.0033856671808989215,-3.768996494353584e-06,-0.03576544235107876,0.0,0.10009765625,0.27856410051028724,0.161471593690799,-0.01055819878568769,-0.14918190208534357,-0.05253539696772353,0.0,1.5081782735163707
786432,2.0,0.650467326010267,0.1416284581512573,-0.007771002625304391,-0.34568791278781674,-0.05751291884255827,-0.3403535726146255,-0.28205287442249244,-0.0012199200277817437,-0.045131376013218046,-0.17566743947536473,-0.3934978863851229,-0.0036604205557886804,-3.340002138821896e-06,-0.03578215848463749,0.0,0.0833740234375,0.25716157475737694,0.1548087027823276,-0.01089266263662559,-0.1544245555641245,-0.05220865720853903,0.0,1.4701483770117858
802816,2.0,0.5915850559997207,0.1664140198817193,-0.008935554124036571,-0.30304542158371106,-0.05214016965049373,-0.34477336337981357,-0.2714409746514624,-0.0010489831395257007,-0.045429956210497204,-0.17953676464385365,-0.4037566112151332,-0.00446501805259954,-4.9461616670076285e-06,-0.03601685904676222,0.0,0.0965576171875,0.2786785397935331,0.15829422501636994,-0.01174725941739969,-0.1594051572249955,-0.053550272164575266,0.0,1.4758873406758934
819200,2.0,0.5164594790062124,0.156810545049179,-0.007741707071545534,-0.4455205785924292,-0.0578691559208202,-0.30536062400998537,-0.28653000257238526,-0.0009871758902241787,-0.045218695478590136,-0.1776885079081694,-0.4036507765781299,-0.00416108835065872,-2.4143896714948337e-06,-0.03599390854596798,-0.026574027933755406,0.094482421875,0.2710829379931724,0.15540952362994362,-0.010606778584317238,-0.15727485446562037,-0.05309067447524281,0.0,1.2698843574913516
835584,2.0,0.5267489269741226,0.15519816439674095,-0.012883308396339999,-0.4229679793008283,-0.05516232660194742,-0.3096699389661114,-0.27901065349368276,-0.0009880119314344836,-0.04471774661838578,-0.1757817497433278,-0.3946652401521899,-0.0036616957596802245,-6.793416549746202e-06,-0.035246094531408444,-0.02037871734387216,0.09228515625,0.27222895148937987,0.1536813735455075,-0.011685169971083853,-0.15021801182854697,-0.05213849442283385,0.0,1.332173916654905
851968,2.0,0.6682249489147181,0.13843786592255086,-0.004892585464403965,-0.30155283727949467,-0.05340168315681826,-0.3483383766555668,-0.27161094845437644,-0.0012185710813608322,-0.0449639256963543,-0.17576374166965258,-0.3994281951724279,-0.0035286651232611928,-9.674988918562313e-06,-0.03549811888076864,0.0,0.1004638671875,0.277081330613755,0.16172512598698374,-0.011530694506471286,-0.15978268437931534,-0.05238978282955941,0.0,1.543760455232942
868352,2.0,0.3833642156896124,0.13555324302256086,-0.004108893986995099,-0.5102691669571158,-0.0622205707551009,-0.34591563175003737,-0.2790626594511198,-0.0009863631721061172,-0.04465914739532755,-0.1727272444812117,-0.394747918878801,-0.0033585058975776627,-4.74348839142385e-06,-0.03551066130115235,0.0,0.1011962890625,0.28004878484184514,0.14792078434724168,-0.010620858200458858,-0.1549197966943978,-0.05150610923214115,0.0,1.104066695468445
884736,2.0,0.30634161786397995,0.13761312257821118,-0.006284187080382253,-0.48262252442458475,-0.05540102746741271,-0.31703085903550354,-0.2871755905739067,-0.0009734419702897266,-0.044653529521444774,-0.17405614744202458,-0.40081586046759,-0.003816043634851974,-4.19854667114772e-06,-0.03529044576775735,0.0,0.091796875,0.2763753565128018,0.1498623818807574,-0.01071395443898407,-0.15031387352669853,-0.05188510996726113,0.0,1.0490227509357362
901120,2.0,0.3818852824473979,0.13767726986874076,-0.0086279372953868,-0.4665322072718485,-0.0530449446636263,-0.32137005839716004,-0.2855056640249608,-0.0010417016073969675,-0.044194619267442045,-0.17116303833099653,-0.39503352614924575,-0.0035479949024460992,-9.109685185691691e-06,-0.035035575679860716,0.0,0.0965576171875,0.2780940564622065,0.14429275428415048,-0.010863970279981103,-0.14910441833598437,-0.051006046612455926,0.0,1.129170020053171
917504,2.0,0.6215442133690461,0.15152125772181638,-0.005383308613090776,-0.28907447356544225,-0.04801661650547273,-0.3020449440186456,-0.29035314835622633,-0.0010020229289245141,-0.044631116023523314,-0.17620273211796272,-0.39693597793512636,-0.0033264496882236625,-4.478213106742584e-06,-0.035178458638490055,0.0,0.0980224609375,0.27681966635368993,0.1537777858039902,-0.01105289031140439,-0.15073000877371645,-0.052809354424534806,0.0,1.5384940803684644
933888,2.0,0.6986747316729115,0.13477740813285882,-0.002504889542251476,-0.27638902882531724,-0.05907032398010281,-0.33378603821555164,-0.27987298393271914,-0.0010767270832493453,-0.045137775734147845,-0.17560375875982562,-0.40351558917974223,-0.004026233290218851,-7.66842808660661e-06,-0.03586994807494908,-0.04763031337203665,0.10107421875,0.2734561254094382,0.15519748094470814,-0.01050965788867645,-0.164506451617781,-0.052148297894455124,0.0,1.5411642247954254
950272,2.0,0.5883239119301904,0.14081900628103214,-0.008305671006382909,-0.412480098009965,-0.05302606530355369,-0.3108121684887445,-0.28266151075209056,-0.0010873027054964176,-0.044670992683953005,-0.17665846833115195,-0.39870026654743446,-0.0037793739743412955,-1.2548205406641048e-05,-0.03533174763446057,0.0,0.08740234375,0.25989865584482624,0.14870769432087833,-0.01144209758068992,-0.15009236530422632,-0.052663550176657775,0.0,1.3940289520617355
966656,2.0,0.6534051636809726,0.14125619575728043,-0.00640137399386731,-0.2958215982061816,-0.05344962744617865,-0.2636240088856611,-0.27771026193975573,-0.0009988226515064854,-0.04445921523542606,-0.17647782478015916,-0.3964147639210404,-0.0034388470879147836,-9.174395986625364e-06,-0.03487568877979328,-0.07772856984304956,0.09130859375,0.24798381361636745,0.15390169626625003,-0.011603223601763251,-0.1534622934036016,-0.052731101055833327,0.0,1.494433059053813
983040,2.0,0.5087459547907224,0.1471820193818658,-0.005910651276280987,-0.396865875387336,-0.057060818354161214,-0.29924814623019913,-0.28522383334122414,-0.0010743384142084087,-0.044429137436833153,-0.17294073584998815,-0.39474008103992014,-0.003390686292039639,-9.68371025558198e-06,-0.035287852663820125,0.0,0.098876953125,0.27600503966160717,0.14521925461706936,-0.010721644998342812,-0.15193018465297056,-0.05146185985679034,0.0,1.347433151258399
999424,2.0,0.6801869975057826,0.14725593607722753,-0.006262214035814395,-0.27125120588979,-0.0482244230972011,-0.29163272698661946,-0.27245273885512744,-0.0009890391738716453,-0.04434144294059752,-0.1767417168026445,-0.39232581929665833,-0.0024093409523832654,-4.23970544000093e-06,-0.034780583352822136,0.0,0.0987548828125,0.26899177749896946,0.15765955888312538,-0.01130173322449739,-0.15397125641393355,-0.05291122568945862,0.0,1.6435378949310702
