step,r_alive,r_linvel,r_yaw,r_feet_air_time,r_cmd_vel_error,r_orientation,r_lin_vel_z,r_ang_vel_xy,r_height,r_torque,r_smooth,r_joint_acc,r_joint_limit,r_crouch_penalty,r_power,r_stand_still,r_gait_phase,r_foot_clearance,r_posture,r_foot_strike_vel,r_body_acc,r_action_jerk,r_jump_phase,r_total
1015808,2.0,0.5494413169963316,0.16079773873475484,-0.00858399195385573,-0.4028385536005672,-0.05232931057525603,-0.2963291625523224,-0.2928465169475567,-0.0009216924120972733,-0.04430694153075729,-0.17638984474251618,-0.3969518439539645,-0.003452695961106529,-6.917842347202845e-06,-0.03510326543193365,0.0,0.0986328125,0.2746678144792197,0.14802248957451253,-0.011482372980871918,-0.15206378433498313,-0.05273230844439236,0.0,1.393048480630526
1032192,2.0,0.5656285790811196,0.16226358004459226,-0.005859382961716619,-0.3512114586594741,-0.049614932989369365,-0.29785924965919675,-0.27540411203185555,-0.0009904350273960071,-0.04431894432243027,-0.17515092382818684,-0.39587417696712796,-0.002634410932837736,-7.101836048634532e-06,-0.034969200662333375,0.0,0.094970703125,0.2778484239285764,0.14615018577084857,-0.011095989576271123,-0.15288211015774864,-0.052165315322054255,0.0,1.454314124312387
1048576,2.0,0.4803343231508345,0.16132569740279207,-0.00795410952923703,-0.3444753079937106,-0.04980202036018255,-0.2949703836009734,-0.2588891937775191,-0.001090120245738323,-0.04394088208405326,-0.17560157473344623,-0.3937204479201597,-0.0025906996532201417,-1.3662700056220549e-05,-0.034640676791695205,0.0,0.0963134765625,0.27203493751586916,0.14618316700295714,-0.012308485566037353,-0.14652514985908052,-0.05247734535631025,0.0,1.398036334782779
1064960,2.0,0.6605971999083396,0.14746168505532353,-0.004753426210299949,-0.2448227880667755,-0.050072876911972486,-0.30395409216705466,-0.2745015554752676,-0.0010916833663259535,-0.04472327475506145,-0.17818065246247008,-0.4017994015542195,-0.003085521959625597,-5.2083322082305705e-06,-0.0351555261663868,0.0,0.0936279296875,0.2753934071540108,0.15447070476214758,-0.011462132828332637,-0.15463463946200495,-0.0533120675638201,0.0,1.6111386641811787
1081344,2.0,0.6269758723400872,0.14466047543126284,-0.007155768411394092,-0.32129829245251784,-0.052568182124496765,-0.293200208059422,-0.2767576965736405,-0.0010732389982283854,-0.04456115960616328,-0.17619402389391356,-0.3973837179172861,-0.004264699203211417,-2.0543838646998924e-06,-0.035220058937749536,0.0,0.0953369140625,0.2756266991287326,0.14795927026356914,-0.012486167669311342,-0.14704159069212622,-0.05266008584701917,0.0,1.5355363489768945
1097728,2.0,0.6137388707547179,0.1531883206347324,-0.0033544996404089034,-0.4021320637631304,-0.050341455603780894,-0.31665892800919504,-0.2710790348487964,-0.0011645779511226903,-0.044109681539094434,-0.17262678994520728,-0.39447935190238775,-0.0036778998617957625,-1.4921575602385086e-05,-0.03482093026073535,0.0,0.09814453125,0.27679333172572806,0.14937790164251746,-0.011438234611700328,-0.15702508387481817,-0.051461137875448704,0.0,1.4670503728351714
1114112,2.0,0.6301990280832989,0.14689045691550395,-0.005793464750240673,-0.3056002534241111,-0.04773933631831806,-0.3019314021549724,-0.2735226839381224,-0.0009796639562982736,-0.044343798055354565,-0.17758495994203277,-0.3924311204725046,-0.0028383162427856744,-7.743059149147503e-06,-0.034752284637958306,0.0,0.09521484375,0.27659053611265344,0.14818428353940544,-0.011804869140564275,-0.15501181119916135,-0.053307329109811744,0.0,1.5437379546164254
1130496,2.0,0.6425665533648138,0.15974133242974192,-0.005668953182976111,-0.3334073417984058,-0.041101149932194936,-0.30942355173282154,-0.2833891948061104,-0.0011906439204764422,-0.044198494155737664,-0.1765468301033248,-0.39274067527343903,-0.003599268650492692,-1.617671020880426e-05,-0.03463183996136748,0.0,0.09716796875,0.2733816221093133,0.14592915034767298,-0.012232313134135104,-0.15125605879969187,-0.05280573456955618,0.0,1.5334834735930747
1146880,2.0,0.558243498169594,0.14845774156489414,-0.0059985420793964295,-0.33701769058840725,-0.0520436232144561,-0.292269566015753,-0.2666428763855766,-0.00100094693571717,-0.044335140193545994,-0.1768082016016706,-0.39469000620531336,-0.003487827984521465,-6.919377088875357e-06,-0.03488207241725123,-0.06508477579670971,0.085693359375,0.24607428567150044,0.14937707038411135,-0.01106372217966099,-0.15188288852054377,-0.05291687503980938,0.0,1.359506728768849
1163264,2.0,0.6256577510778547,0.15573911258302534,-0.0060424879175116075,-0.3131010138260919,-0.04767502243226529,-0.33056520111484394,-0.27112084560689853,-0.0012218524936925843,-0.04409404483249968,-0.17853841194009884,-0.3984623964590863,-0.0026840134852654757,-1.2876710066281005e-05,-0.034721707418594885,0.0,0.0958251953125,0.27375887172274094,0.14839887953044725,-0.011322167909314432,-0.15072578011005652,-0.05357554026559238,0.0,1.5186988288923655
1179648,2.0,0.6293116621939223,0.15158226247792395,-0.011975105760939186,-0.31581600827743284,-0.04787850699965368,-0.29910198273791877,-0.27679719079814313,-0.0013451546692803563,-0.0438312977084014,-0.17476731757851635,-0.3890151380169786,-0.003448768978571387,-2.7163722744335456e-05,-0.03435459554233805,0.0,0.0941162109375,0.27201422108452133,0.14988835011548357,-0.012513241554752271,-0.1500725105334277,-0.05244716026820247,0.0,1.5454890862001858
1196032,2.0,0.4673317046114575,0.13486720180110434,-0.005756844024290331,-0.4505644576690955,-0.04829460359691495,-0.3056276666990324,-0.26268739889221193,-0.0011734292828525178,-0.04296326106691561,-0.16843324960354944,-0.3839248250890192,-0.002695731073157824,-1.3706506620745054e-05,-0.033872030374539605,0.0,0.09716796875,0.2759456847917544,0.13469051449307123,-0.01053547302959016,-0.1478920735386636,-0.05009449330245836,0.0,1.2921877786319658
1212416,2.0,0.7037135308716447,0.15195130443260813,-0.009228523134879651,-0.26293119479896987,-0.04753290873786886,-0.2841005825392235,-0.26085220711701884,-0.001137749035087473,-0.044060383306127035,-0.17482554047892326,-0.38819260898248514,-0.0034980326248923266,-8.179678976252376e-06,-0.03441003640751825,0.0,0.0897216796875,0.27725848143495624,0.1508508471875528,-0.011566502765428312,-0.15273918398114658,-0.052258465815684864,0.0,1.6868453127840537
1228800,2.0,0.756352255275936,0.15155065986386185,-0.010869147639823495,-0.2661746295254698,-0.04370772494567321,-0.2792625834184863,-0.27578542082223073,-0.0010953085619233476,-0.04411067102286445,-0.1761039296237871,-0.39771052232513676,-0.0027722835040337648,-8.200726623586193e-06,-0.03453448685343864,0.0,0.084716796875,0.24859747506210447,0.15055948504170158,-0.01226156110573779,-0.14483037965349602,-0.052647930066450466,0.0,1.6894147517974019
1245184,2.0,0.5930011050200992,0.1417028415524568,-0.0113891681212408,-0.2902417651131657,-0.04691700784876929,-0.3170170622168167,-0.2618793601190829,-0.0012607597754915726,-0.04417139825513992,-0.17729264422814597,-0.39025703727513794,-0.003284250236765715,-1.4926570743247813e-05,-0.034513208433305055,0.0,0.084228515625,0.26652745229362995,0.14927191477230856,-0.012298832267614676,-0.15480693128303405,-0.05312617903575307,0.0,1.4851930184573958
1261568,2.0,0.6289949214777606,0.15755021354988752,-0.007844246134482091,-0.31061998504396016,-0.045764148767069024,-0.2542979438490644,-0.2768093593224404,-0.000972776033609806,-0.044086601854681745,-0.17724019997985993,-0.3963632656945883,-0.002229303693555508,-1.4814061115776435e-05,-0.03446126952930944,0.0,0.0904541015625,0.2773928138395699,0.1499151617925129,-0.012055820040363938,-0.15636131108318652,-0.053049658237432594,0.0,1.580082684813664
1277952,2.0,0.6460476384046951,0.168607746850765,-0.003618171755078947,-0.2894092994361266,-0.04691707081921059,-0.283777465407506,-0.2755826895997474,-0.0011391133683585153,-0.044067434927327315,-0.17571142465021666,-0.3914283163124389,-0.00352956498407571,-9.05001365797226e-06,-0.034492656189037935,0.0,0.0997314453125,0.2773558529489113,0.14832683596826787,-0.012717133560999678,-0.15839785601935005,-0.052492711447121046,0.0,1.615895446861236
1294336,2.0,0.6582120156951081,0.15060781601804898,-0.012912605985547998,-0.31034540585230275,-0.04336085327056427,-0.24992135864844742,-0.26386054090934474,-0.0013017003129967928,-0.043470724278988224,-0.17408959622844083,-0.39221163937368175,-0.0027949190219835264,-2.2715502155257756e-05,-0.03392460826449402,0.0,0.0927734375,0.2729565956406736,0.14045032277201905,-0.014006980117528467,-0.14279014885809757,-0.05198606972087866,0.0,1.6236181263586036
1310720,2.0,0.6515144963671339,0.1616499120768848,-0.011630867114945431,-0.2820925024172878,-0.04295683448796295,-0.2788191004176009,-0.27412099154337427,-0.0012690672727714853,-0.04346614428562792,-0.17435917294933434,-0.39109025122619673,-0.002277277766458386,-1.0864050327837648e-05,-0.034256590304387234,0.0,0.09521484375,0.2744372209472809,0.14196698471397945,-0.013222929756128972,-0.15168886093213202,-0.05203368425398367,0.0,1.6094548352953024
1327104,2.0,0.4467892964498575,0.15487326015815825,-0.011784675720264204,-0.4204294025799413,-0.04621278970318787,-0.2737557490575634,-0.24578201350612192,-0.0012601989519627555,-0.04315749174896593,-0.17224848367222906,-0.38757690467690487,-0.0029717016299529086,-3.562653402188814e-05,-0.03395056509683778,0.0,0.095947265625,0.27461659439421865,0.1395835378233796,-0.01170861531033802,-0.14479246909165513,-0.05157655029615856,0.0,1.3277780618962882
1343488,2.0,0.6938508593570656,0.15423236081360384,-0.012165536019892897,-0.2749599704043577,-0.04438332286866897,-0.27829024588939155,-0.2598920581006501,-0.001070187062292162,-0.04418248761903779,-0.17905367444182016,-0.3952729914521429,-0.0029250046902495642,-7.312110182432021e-06,-0.03452662765770949,0.0,0.08837890625,0.2737237725500197,0.15362243787127003,-0.01222229394789653,-0.15687841520580711,-0.053479608128545776,0.0,1.6516186032012847
1359872,2.0,0.6534019179865728,0.16236516558328976,-0.007097175028320635,-0.2610815139627949,-0.046578738403646194,-0.2771994515205533,-0.2690211397196703,-0.0012088910103077567,-0.04391578012964387,-0.17560280228208286,-0.3899836495355781,-0.0032401785322503673,-2.151728406983955e-05,-0.03434303097143818,-0.1256806527987147,0.0826416015625,0.25625896516741004,0.14740571725123613,-0.011973539258981538,-0.1476022783770169,-0.05231275475322034,0.0,1.4986833633518033
1376256,2.0,0.6442795375934668,0.13849467913556185,-0.0031713946955278516,-0.2861933634762295,-0.04867205695303056,-0.3051518856382478,-0.2706047240965472,-0.0012188608968313353,-0.044080803317441096,-0.1748546633556543,-0.38933096637854087,-0.0043696493073024515,-6.953878989688235e-06,-0.034499414786515456,-0.034921929100632,0.095947265625,0.2711339487956658,0.14964963682774393,-0.0115939832783782,-0.15854290469329846,-0.05236047875310754,0.0,1.5313281334878683
1392640,2.0,0.6002498125940924,0.15055221576721378,-0.006467292516390444,-0.32606103977021483,-0.042801366465624824,-0.24969638456973126,-0.2647128443352038,-0.0009272725575263974,-0.043821658567115306,-0.17490393439366034,-0.38808814689984833,-0.0030856106001917296,-4.683426920302638e-06,-0.03424027728713382,0.0,0.0819091796875,0.2500194427031216,0.14712272575818083,-0.01124498182562524,-0.14453823180802292,-0.05216275789629437,0.0,1.5318535822357713
1409024,2.0,0.5184258175205758,0.15698616063643922,-0.010825203116837656,-0.39442188495776875,-0.04725530879788531,-0.2880483530474159,-0.25135888450706495,-0.0013512604556123178,-0.043141396302060764,-0.17428674699913227,-0.38584819394058145,-0.0022643363987641164,-2.8536668145303233e-05,-0.03365758486602921,0.0,0.0894775390625,0.27245396077690964,0.13335264223456653,-0.012644365563067462,-0.14362378218979552,-0.05201659927290171,0.0,1.3860676169815105
1425408,2.0,0.5882943983350715,0.15594763312879528,-0.015864265438722214,-0.3258971539747577,-0.042918436432625384,-0.25115554127033723,-0.24964569217589497,-0.0011673967915447638,-0.04342590200421229,-0.17286790464204402,-0.3800487870113599,-0.002315906521825609,-7.815957825262866e-06,-0.03366826526560957,0.0,0.081787109375,0.2600138067197137,0.14162737332370962,-0.013023217621097406,-0.13861040313960996,-0.05131677088997089,0.0,1.549272932733719
1441792,2.0,0.6216115096557973,0.1660103669371827,-0.01242188270589395,-0.2813463083255101,-0.04036963041984726,-0.26754287039838354,-0.2567919825782918,-0.0013164781974344406,-0.043324678296128,-0.17406095619589884,-0.38607042236358957,-0.0030365347823545596,-2.3331456024294428e-05,-0.03378523404773516,0.0,0.0859375,0.2564086513583742,0.1431303913732158,-0.013156334223119806,-0.14412926960758357,-0.05206578021548912,0.0,1.6003677256462179
1458176,2.0,0.5723930807255949,0.16308622861587876,-0.013337410289750551,-0.32777313691796195,-0.039414986495217796,-0.23840274266923805,-0.24353266681723185,-0.0012403041695001995,-0.04311561945474908,-0.1736226558292402,-0.3769139237483291,-0.002881074208994858,-1.3766345333536215e-05,-0.03338130724502748,0.0,0.0924072265625,0.2734890756713807,0.1440638612455967,-0.013114064450272928,-0.14693919977260525,-0.051889507958549096,0.0,1.570123302992916
1474560,2.0,0.5687060944326288,0.15322187769867265,-0.00977784052338393,-0.35150813609423537,-0.04482755595395671,-0.2597979532794348,-0.26064812856725444,-0.001244839421492605,-0.04364959020881924,-0.17211981624277528,-0.38922610978786154,-0.0028544560881738515,-2.0446285665904144e-05,-0.03415441556782605,0.0,0.0919189453125,0.2730018969373168,0.14556176581946656,-0.012236016790417432,-0.14915803149831483,-0.051394585010420886,0.0,1.5042479866116192
1490944,2.0,0.6018132111751853,0.17582605111502456,-0.009323737975137192,-0.31922037401653736,-0.04121280461724619,-0.2844839157885358,-0.24368572299871202,-0.0013254630762534311,-0.04303747339481621,-0.17092793009178425,-0.3777004015579853,-0.0026397941297636018,-1.8334072251975945e-05,-0.033411090255976744,0.0,0.094482421875,0.27308909756480365,0.1451219786014958,-0.012747278233636286,-0.15847066156513756,-0.05074150277505384,0.0,1.5964489586954274
1507328,2.0,0.39632758312393457,0.1547554856193958,-0.0073535236460884335,-0.39610674261637335,-0.043222102333339785,-0.2601869232149474,-0.2579370100895581,-0.0012837849664128027,-0.04300200651944877,-0.1732401036024383,-0.3843244982020201,-0.0032415698072504966,-1.6256791795450462e-05,-0.03357229014821653,0.0,0.0928955078125,0.2750591753044792,0.13447104676569077,-0.012872714250845085,-0.14483451660818542,-0.05175958029314641,0.0,1.2994428669436797
1523712,2.0,0.7073254022136561,0.16189880194411402,-0.008789069523118087,-0.2779861055380408,-0.046583988318648295,-0.24332347885576533,-0.2466488631997697,-0.00122393606070496,-0.04332541658216135,-0.17330514538371036,-0.3788904468204586,-0.0026595477187637607,-2.442771776325657e-05,-0.03346219628561908,0.0,0.0849609375,0.24955852120493294,0.14371850768969888,-0.012650492553950702,-0.14935009078105208,-0.05134932434564685,0.0,1.7133721103337054
1540096,2.0,0.6977693504689321,0.1558483127952796,-0.01155762513371883,-0.2731145431846542,-0.03964507263535477,-0.24913132856213313,-0.25562538725427997,-0.001316979792050881,-0.043332572796173,-0.1755193316101213,-0.3830225431894687,-0.0028645744906902974,-1.2881753031736887e-05,-0.0336639274040483,0.0,0.091552734375,0.27495162851129007,0.1449758791768367,-0.013916704918941045,-0.14081982154896838,-0.05240986075485125,0.0,1.7280476551120614
1556480,2.0,0.6134329366386323,0.1585754675672288,-0.011931159535379265,-0.308493572733326,-0.039821779942286195,-0.279660712310329,-0.24380715765972819,-0.0014369586380193128,-0.042575094011313395,-0.17190541666350304,-0.38144146271855806,-0.0016149057104726924,-3.323732537640782e-05,-0.0331697901949125,-0.16388690974055492,0.0777587890625,0.24408210729211274,0.13821809677422467,-0.013291764048744947,-0.15357745147834062,-0.05108276181766983,0.0,1.4178637265528566
1572864,2.0,0.7876326048868011,0.15893437769576732,-0.010744637065727147,-0.23510842350017036,-0.04250830621915658,-0.2542997155121991,-0.25497841215640965,-0.001018765858612726,-0.04399518611954666,-0.17549963100609603,-0.38461282243859035,-0.0028730333486839967,-9.653944133938318e-06,-0.03404345468423556,0.0,0.0966796875,0.27580347589526344,0.15293386041390353,-0.013191779146923632,-0.14732298564680993,-0.0519861648030928,0.0,1.8409159663453691
1589248,2.0,0.6425969365296835,0.16026240901425734,-0.014934089998860145,-0.29280817083657595,-0.04119712474937831,-0.2708502708698026,-0.2474742425474232,-0.0014526369427398207,-0.04300962280814917,-0.17319858818664172,-0.3807580997848959,-0.0029659610674668386,-4.0003078793524775e-05,-0.03330282825599918,0.0,0.08984375,0.2712925920920807,0.14214195542809785,-0.01418436477640753,-0.14649942041584307,-0.0515399883109785,0.0,1.6466841607870726
1605632,2.0,0.6575989692072476,0.17767752350309457,-0.010305183754098834,-0.3625830213932346,-0.042462253986531806,-0.2831921732200052,-0.25177859745843345,-0.0013168982480961282,-0.043014019438630806,-0.1725431766288242,-0.3850989913489205,-0.0032315049033359764,-3.202793686767697e-05,-0.03365080527479245,0.0,0.09326171875,0.274160833161794,0.13500842623316087,-0.012289805028207026,-0.15625895520194932,-0.05112342639884442,0.0,1.5940128629072363
1622016,2.0,0.8185660617185543,0.163340603370181,-0.015849618041102076,-0.1947657491159056,-0.03518127111420277,-0.23744563753401413,-0.2655624596531288,-0.0014517240837150843,-0.04397027680468098,-0.17716728443847343,-0.3911877536402342,-0.0027155342861231524,-4.8841576856683855e-05,-0.03407319277182633,0.0,0.08984375,0.27318101004204104,0.15092160027726695,-0.0136381639841014,-0.14758773633057704,-0.05278303466111543,0.0,1.9003755044063269
1638400,2.0,0.6118973948068348,0.15763466617693342,-0.01763672703236807,-0.3399068369095346,-0.039196577021559875,-0.23013986661519464,-0.2382277048291975,-0.0016361096708819142,-0.04231913635846258,-0.16920853537812958,-0.37303470695609847,-0.0022339984537077216,-4.596360727250447e-05,-0.032763368746698676,0.0,0.0889892578125,0.27079326024314804,0.1365945156732624,-0.013339129339305537,-0.13990012771337934,-0.05020900957635596,0.0,1.6272432903820995
1654784,2.0,0.4992608946688632,0.16468779160722283,-0.010334480901292409,-0.34713513440747557,-0.041993879311586824,-0.23741113500186237,-0.2508215563903197,-0.0014404865641774733,-0.042279521942836594,-0.170470307521464,-0.3762249717331641,-0.002259001194606376,-2.918943189956871e-05,-0.03290758407425694,0.0,0.0926513671875,0.27400883796777925,0.12940358878108107,-0.011869659920020842,-0.14311039998291353,-0.050792692767572624,0.0,1.4795609974312711
1671168,2.0,0.721574494390693,0.17166372413949488,-0.015717781743660453,-0.23003512098979684,-0.03881146019883541,-0.22987399443357123,-0.25812712172983804,-0.001032286791093306,-0.04382969240527269,-0.1763116502268527,-0.3862311616400006,-0.0033410213986372526,-7.476563140528041e-06,-0.03398536665378697,0.0,0.0965576171875,0.27235205440019666,0.1470255751469788,-0.013384283713723813,-0.14699327431168094,-0.05232234759751002,0.0,1.8014260952363903
1687552,2.0,0.5736132555977488,0.17479031073713228,-0.011250007781200111,-0.2875862174203334,-0.03926507170793547,-0.24774690879744532,-0.2618724538129409,-0.001185835492231922,-0.043281398930935466,-0.17517919874517254,-0.387556410901419,-0.002347393674215454,-2.9480304032648543e-05,-0.03407548646135869,0.0,0.0926513671875,0.27296652388369985,0.13410965193170246,-0.013446565620443352,-0.15626261364424107,-0.051811105224187484,0.0,1.572989771663832
1703936,2.0,0.6896058695562098,0.1668089238034743,-0.011455086403657333,-0.28247331832088207,-0.041435167112131355,-0.2776801816837652,-0.25039893256379314,-0.0014601926761468622,-0.043031670243646424,-0.1721311479348517,-0.3816623963531636,-0.003293498546670902,-3.102708907275163e-05,-0.033475828427000316,0.0,0.09326171875,0.2749090704167468,0.14132227072014164,-0.0138112250035222,-0.1438551171945001,-0.05090070944337652,0.0,1.6947744228386816
1720320,2.0,0.7094175677611259,0.1624905909313521,-0.007397469309580629,-0.24623032004110534,-0.04402797389845792,-0.2530307064784761,-0.2675583355802316,-0.0010942449795710025,-0.04372019857766957,-0.1756574860977711,-0.39375185125107437,-0.003398078084510703,-1.1599190149587999e-05,-0.034271851043133995,0.0,0.0936279296875,0.2786008721998563,0.14517151797903044,-0.013127869146151905,-0.1473964623325446,-0.05198137721454256,0.0,1.7349766264373854
1736704,2.0,0.4955982792136348,0.1654737161503189,-0.01365235206685611,-0.3372331026437081,-0.038973404526147615,-0.25137752218985976,-0.26104601252818155,-0.001330920609661009,-0.04289748316275353,-0.17379724330457957,-0.3845750650490824,-0.0026448750208815917,-2.6448847552091767e-05,-0.033370177564145904,0.0,0.0927734375,0.2716482432437068,0.1327307440258101,-0.012567068649041117,-0.139938426216744,-0.05166278276214146,0.0,1.4648518390189973
1753088,2.0,0.7257726233816801,0.162919281972328,-0.012443856208847137,-0.22842983641234227,-0.03119955732747326,-0.235130039533961,-0.23998133841298988,-0.0014828649686029814,-0.042943553909117596,-0.17157244103509595,-0.3743608829015381,-0.0027555108139381375,-4.186204220645093e-05,-0.0332111454097971,0.0,0.087158203125,0.2740747136722148,0.14510013737735988,-0.014158189812576055,-0.1456631351767718,-0.05097631232376452,0.0,1.8305521366738933
1769472,2.0,0.61368711506862,0.1607569130957376,-0.01190186385611014,-0.3073074198229193,-0.03891498164970719,-0.23181806833076773,-0.2513810777740323,-0.0013496812448328848,-0.04275110816309091,-0.17153574250551143,-0.3732427103347806,-0.0019540453312132705,-2.663752827387091e-05,-0.033255840954473766,0.0,0.092041015625,0.27217651892439887,0.1359373116829913,-0.012250123888798547,-0.13976393611752447,-0.05059161490207776,0.0,1.635485588006058
1785856,2.0,0.5359762180319703,0.18219070133516221,-0.016135262054376653,-0.31312666561765923,-0.036364701940905686,-0.22642810094767685,-0.24196335994477466,-0.001831213458784491,-0.04156235596554002,-0.16598726343727344,-0.367149537630233,-0.002593739764851565,-5.312801662137325e-05,-0.03214267386623807,0.0,0.0889892578125,0.27127560436766923,0.12579283811105413,-0.013790710173018299,-0.13439027081249522,-0.04918756348837628,0.0,1.5914707401429287
1802240,2.0,0.6644329633361051,0.16676594358896735,-0.018215340765891597,-0.2713693312102947,-0.0334437606469391,-0.21556218939707006,-0.26202661226214413,-0.0014275331458433317,-0.04283357555557828,-0.17225716739558214,-0.3767927374336912,-0.002906663716000716,-3.233438446063434e-05,-0.033132480000511014,0.0,0.0841064453125,0.27211766405072646,0.13863279349042404,-0.014731564679500122,-0.1392858401536941,-0.05127784194148277,0.0,1.7210338458835703
1818624,2.0,0.5600608047203828,0.1719251196151797,-0.009067390607015113,-0.32430022631754696,-0.033660855029767234,-0.22245652487328696,-0.24615298205443403,-0.0013403405464645476,-0.041995500772682395,-0.16609512393733902,-0.3750516325628982,-0.0025829534627314233,-2.4223147716618612e-05,-0.03295028778431065,0.0,0.0863037109375,0.24920265527807325,0.13154947880894458,-0.012785148571571009,-0.14288271093636287,-0.0490606360905804,0.0,1.5663893192127323
1835008,2.0,0.6373329504378247,0.16869846753974777,-0.016948250438872492,-0.32935804419003034,-0.03794831896789694,-0.2205470407417726,-0.24401290625205543,-0.0015727375522812635,-0.04216163661572005,-0.16936681802180828,-0.37067253867794797,-0.002380648782043599,-3.864129562014904e-05,-0.03272023738310145,0.0,0.0888671875,0.27137878119659764,0.1329142938527231,-0.012996788465571979,-0.1371504043099411,-0.049991494018613615,0.0,1.6705783883206045
1851392,2.0,0.4408741446593159,0.16062491973325335,-0.011455086802016012,-0.36955950224812284,-0.03125423847415032,-0.23901770983409623,-0.24878079836143557,-0.001392761895175213,-0.041971910903115354,-0.16772052338019414,-0.3722724035823282,-0.002130210918053471,-3.4174708391967896e-05,-0.032547339743310706,0.0,0.097412109375,0.2732217715709793,0.13139515547517983,-0.01295670932633975,-0.14966916098230254,-0.04975339354947204,0.0,1.406649474514514
1867776,2.0,0.8299362445506123,0.15533764148231297,-0.00996094626498234,-0.172931697367666,-0.036744507219818257,-0.23404847518032484,-0.26576367811079327,-0.0012337885703445812,-0.04346368939420317,-0.1731665149476612,-0.38134759263828,-0.002933890474428749,-1.2953578681670951e-05,-0.03374339814940324,0.0,0.0950927734375,0.27541109943569325,0.14901256054998746,-0.013320015349522249,-0.14527535369430578,-0.05117089606705107,0.0,1.9506494037553062
1884160,2.0,0.8266575782717684,0.176618942959,-0.015886237610175158,-0.2078170914156665,-0.03483770945875797,-0.2223415685197232,-0.24916289092026542,-0.0016713394514607568,-0.04227119397406508,-0.17217647469951766,-0.3721664791096913,-0.0021082274140928154,-5.122560908792751e-05,-0.03260977837838172,0.0,0.0799560546875,0.24558429290224426,0.14433915245242515,-0.013622918843530516,-0.1347832465061219,-0.051418450872588395,0.0,1.9320497086948762
1900544,2.0,0.7908175425161679,0.1462199552599378,-0.013835456853485084,-0.24819180860808387,-0.03887781534323942,-0.22426263776155794,-0.24177651688985888,-0.0014425185408065816,-0.04242402608442501,-0.17075393694685737,-0.3686362052464829,-0.0025793891983140267,-3.75813662970963e-05,-0.032648753026339544,0.0,0.08984375,0.2745544644879407,0.13994471136916803,-0.01312312846375903,-0.13698533413243413,-0.050710455378284655,0.0,1.8785701420186962
1916928,2.0,0.6425786432351039,0.174459673876365,-0.01969483253560611,-0.2477920838982257,-0.032107694529265096,-0.21184973613779015,-0.23739697151041303,-0.001714281014852701,-0.04206552073533345,-0.16922148413941607,-0.36295855376035485,-0.0020659346133332108,-4.111815680261458e-05,-0.032281538758420186,0.0,0.086669921875,0.2753617451914713,0.1369713450856374,-0.014422670320321608,-0.14108522372733567,-0.05007445745955928,0.0,1.776662195962921
1933312,2.0,0.6710939456881083,0.1480827576236971,-0.012180184230601299,-0.2462525475741586,-0.032956961053523415,-0.23547348874117097,-0.24487972951392772,-0.0011669561936657525,-0.04288401362818589,-0.1729631464157138,-0.3748367920735774,-0.002046084998954469,-1.3179587143931006e-05,-0.033248711950795075,0.0,0.091796875,0.2749960401707529,0.14108714893995944,-0.015117306850259518,-0.1530320318899612,-0.05119970499275953,0.0,1.739047096904305
1949696,2.0,0.715291484183297,0.15501344482293916,-0.01118408964612172,-0.25421439622121156,-0.04011936208425304,-0.26413735869330546,-0.2562513877807937,-0.0012942103450971961,-0.04307383464428937,-0.17197976198003728,-0.37599158592861803,-0.0034107251902962066,-1.7776872557463197e-05,-0.03348767026628942,0.0,0.0885009765625,0.2494780745598047,0.13892495589236004,-0.013483054234884278,-0.1506579127472651,-0.05069249466265323,0.0,1.7089161402515547
1966080,2.0,0.6959566620252544,0.17381181835271828,-0.0174170003792824,-0.2505112675195349,-0.03575652033398602,-0.2208882226537341,-0.24366502123844572,-0.0014388382230122107,-0.0425737564370213,-0.17111002969395506,-0.3686595851578631,-0.002448846658016559,-2.7245065863833902e-05,-0.03276003826103531,0.0,0.0875244140625,0.2744902220097237,0.13919565501988201,-0.01324838559852504,-0.14103913345962077,-0.05057842541660651,0.0,1.7972648860893854
1982464,2.0,0.7992927471979516,0.15468931330772884,-0.01372559469746193,-0.23054055998921852,-0.03238604048128457,-0.233801614568843,-0.25625447644059596,-0.0013438526194184497,-0.042672161761051604,-0.17149615277012345,-0.3736524789648894,-0.002632283690402716,-2.1921932986022548e-05,-0.033040960542735996,0.0,0.0877685546875,0.2758334356793216,0.1429358627215624,-0.013622144207223626,-0.14792621600265587,-0.050811232279229394,0.0,1.8760519060682102
1998848,2.0,0.6909653359242215,0.15508651456092498,-0.017087411100874306,-0.26201113626199657,-0.03522247280020707,-0.21213091068847312,-0.24059944143624878,-0.0015115946171316993,-0.042048630117612916,-0.16955582683513076,-0.37051217047051055,-0.002081792018319474,-2.6420361329392857e-05,-0.032563771416652385,0.0,0.087646484375,0.27643724707148093,0.1368964648555673,-0.013865747183230978,-0.13936730394768515,-0.0500922885042382,0.0,1.7822130952404176
2015232,2.0,0.6744203273845484,0.1616483263377396,-0.017138680561401998,-0.24763870037040903,-0.03195436585622291,-0.2237101514920653,-0.23518907288545057,-0.0018005281188758484,-0.04207914214825269,-0.1677463467924102,-0.3669130714970342,-0.0023747286653784724,-5.910230785245449e-05,-0.03225672852825461,0.0,0.0865478515625,0.271429574820919,0.1356002837355203,-0.013356151571799481,-0.1306762670633327,-0.04943387919745878,0.0,1.78809898219881
