step,r_alive,r_linvel,r_yaw,r_feet_air_time,r_cmd_vel_error,r_orientation,r_lin_vel_z,r_ang_vel_xy,r_height,r_torque,r_smooth,r_joint_acc,r_joint_limit,r_crouch_penalty,r_power,r_stand_still,r_gait_phase,r_foot_clearance,r_posture,r_foot_strike_vel,r_body_acc,r_action_jerk,r_jump_phase,r_body_height,r_abduction,r_hip_excess,r_dof_vel,r_total
110000,0.5,1.0108225119863359,0.2947075488464581,-0.009625006580725312,-0.19416414503546917,-0.10442557387019608,-0.13887920421622776,-0.13144097829448848,-0.004396792382048707,-0.02462200703958827,-0.05460884610839188,-0.5333308577339867,-0.0012549142946243054,-6.96979132147027e-06,-0.010118471474659654,-0.10468764643477467,0.2379375,0.36430056784957476,-0.1745339025041092,-0.0035141794604617066,-0.2120847542810629,-0.01502333677762002,0.0,-0.22670132404871401,-0.08196195484143874,-0.001793154226883543,-0.25894884173797855,0.677057717456966
120000,0.5,0.8651025225561431,0.28709909638544623,-0.00807750678807497,-0.21733804046715008,-0.10549700523475354,-0.147796690878707,-0.1304546267150623,-0.004596892017529262,-0.024608621351211474,-0.054710557807674656,-0.5379335520502209,-0.0011756359629848986,-7.991090961494401e-06,-0.010139061900777945,-0.07822297348579296,0.25153125,0.3895999967532324,-0.17506434717241764,-0.0033843715995195848,-0.21466253433864022,-0.015035150466330353,0.0,-0.23486366971370914,-0.0804830274849931,-0.0017728613640660181,-0.2599610021458066,0.5990462853096729
130000,0.5,0.9704315096625254,0.29030498267453464,-0.009900006610900163,-0.20723298466812895,-0.10499345084675935,-0.12754029062230476,-0.12900188720720823,-0.003968882824089007,-0.024582961889128896,-0.054601548623945555,-0.5334221872386877,-0.0011046352094452516,-8.513908922016707e-06,-0.010100404290995388,-0.07772968775188362,0.244125,0.3834475085297023,-0.1708106404935329,-0.0034898724995820504,-0.20986487594175773,-0.0149981697685942,0.0,-0.20747706444502795,-0.0788842255598723,-0.0017005826681284993,-0.2578124553652775,0.6976635628266314
140000,0.5,0.9907030070043267,0.2814453513851135,-0.009710006827488541,-0.19883931998828058,-0.10732338985418649,-0.13481971927628925,-0.12867547230916504,-0.004554966403302779,-0.024591194865293216,-0.054785285132154866,-0.5330336589134377,-0.0012530087484063964,-7.16435389869124e-06,-0.010094939838853902,-0.08324388372311693,0.25303125,0.38250290151040683,-0.1792176041971348,-0.0032876149665506593,-0.210854018202561,-0.015055462997116154,0.0,-0.23709310435774428,-0.08108838738609796,-0.001772258766022557,-0.25797426548334834,0.6812145957955061
150000,0.5,1.0399013877959193,0.29319500948775884,-0.01180500658787787,-0.18558057257799687,-0.10667544790485471,-0.1273449333955218,-0.13342433841178966,-0.005331138773219065,-0.024618498705229603,-0.054732693291753516,-0.5372886874564297,-0.001094703206574312,-6.1739402166785366e-06,-0.010140206955075944,-0.0774692440426537,0.23915625,0.3699530636811885,-0.20576410630599498,-0.0035478709796771296,-0.20663665813044982,-0.015029552458539614,0.0,-0.2714987360496859,-0.08009119127342303,-0.0016619813260759615,-0.2599696978458535,0.6772821357155951
160000,0.5,1.0536382173222871,0.2854582930152643,-0.009045006413012743,-0.17720047147065757,-0.10485231903413085,-0.13117971714706786,-0.1324918801642293,-0.004557539240551292,-0.0244748077605578,-0.054405217428077045,-0.5308609331713614,-0.0011618202026861095,-1.0404340026412496e-05,-0.010036965396451342,-0.10960400011910128,0.237,0.3695941782212119,-0.18764749372015022,-0.0034828274791492767,-0.20934302027180776,-0.014939706410698585,0.0,-0.23759680908417222,-0.07968180782808679,-0.0017205136471303674,-0.256443203378791,0.7051841582662486
170000,0.5,0.9460869139802378,0.2783304643498953,-0.0075525066815316675,-0.18889908036149905,-0.10670442204878806,-0.13453585802461696,-0.12853821172320376,-0.004821217043731529,-0.024600495671090537,-0.054569679831583076,-0.5350033291383536,-0.0012000014076968876,-6.390270939742528e-06,-0.01011278299407436,-0.0777049211350238,0.24140625,0.37812143231975015,-0.18876857940533623,-0.003473117201600725,-0.20928197068865817,-0.01499757668555528,0.0,-0.2484564797360804,-0.08066630472590701,-0.00196780436470049,-0.25919684741662374,0.647587802968611
180000,0.5,0.9138306767666269,0.2850717729548429,-0.0108525071721524,-0.2021535495382009,-0.10789098279334648,-0.12707898531973383,-0.13350529639789607,-0.004535770800078487,-0.02464550245227605,-0.05475887239951637,-0.530346478452601,-0.0013377321990997275,-8.18007073506073e-06,-0.010120515471225501,-0.06225960543555413,0.268875,0.4053778326422414,-0.17914069258986842,-0.003474665171667991,-0.20641409406821037,-0.014995107353948059,0.0,-0.23431265423015643,-0.08156813612513245,-0.0019799995275290652,-0.2591313276375689,0.6511774092661616
190000,0.5,0.9608744250281437,0.29835067977450835,-0.011937507320195436,-0.18838132813585087,-0.10664707057774661,-0.13359025967351207,-0.12961382934479412,-0.004089933074903041,-0.02466971420387649,-0.054795996486861266,-0.5341290275000918,-0.0010938667285032774,-8.299681588190144e-06,-0.0101244851676948,-0.06753955367129429,0.2619375,0.39777569114427747,-0.17380943101212656,-0.003512292962117246,-0.20746578010963576,-0.015025928079865873,0.0,-0.20903933209539374,-0.0800373968920582,-0.0018780984794448327,-0.25880589924996383,0.7272080268108089
200000,0.5,0.958124194148705,0.2920740644203965,-0.009990007476881146,-0.20933763826790122,-0.1044437938276296,-0.13403656685807364,-0.13253089025785508,-0.004423544693426048,-0.024676231907626363,-0.054991509198686034,-0.535639290086185,-0.0011624266097533319,-8.9798955962628e-06,-0.010119872996267976,-0.07949403883432245,0.254625,0.39133013611487344,-0.17596790046323837,-0.003519048292710924,-0.2113933449345651,-0.015142595211334509,0.0,-0.2238399149333545,-0.08086606307250532,-0.002051659415375498,-0.2588049594710842,0.6765714638158107
210000,0.5,1.0444694017727025,0.29607922492599953,-0.00938750641234219,-0.19628447603169008,-0.10519656504535882,-0.14869847630750205,-0.13336700166710797,-0.005464771888220284,-0.024701949267264475,-0.055037777460403794,-0.5366563256143017,-0.0013580395824460624,-8.81567069662416e-06,-0.01016227205701718,-0.056714597533353374,0.23128125,0.3648171591239105,-0.20018784244551072,-0.0033049353363243123,-0.21422263415604206,-0.01511952790585533,0.0,-0.27202101638525933,-0.0822195911856013,-0.0016470349925304189,-0.26105196763524074,0.6834615206019773
220000,0.5,1.0184243065209582,0.2816061442229973,-0.007030006589367986,-0.18946645725770123,-0.10507157504625034,-0.14043927708715015,-0.1351729701360867,-0.0048355519851612325,-0.024665530039831043,-0.05458075919056308,-0.537956442985722,-0.0011322429217620982,-8.787982400614175e-06,-0.010197838953135986,-0.0769953137647242,0.22734375,0.36044329740496606,-0.1854234489176348,-0.0034714455116319383,-0.21436315664547306,-0.014943875900186598,0.0,-0.2450884544326934,-0.08104758332325154,-0.0017173713282582148,-0.2622039951477228,0.6788847087664276
230000,0.5,1.0494426927448206,0.2974050984064439,-0.008680006697773933,-0.17347915417828233,-0.10597949072891782,-0.132102172525554,-0.13117026703183188,-0.005300128308293793,-0.024615026016136764,-0.05506538988769055,-0.5362970638566904,-0.0010970913516127646,-6.351054614577441e-06,-0.0101334411945698,-0.045526503347005226,0.24721875,0.38442005313441474,-0.20479331568919534,-0.003426767192666225,-0.20824971890336552,-0.015145068667687476,0.0,-0.2637678796768944,-0.07958085102761969,-0.0017793661563255785,-0.25940303789955793,0.7566900596282096
240000,0.5,0.876468434873592,0.30052706728072187,-0.012557507557794452,-0.22105237586684445,-0.10687818620539523,-0.1245889670837305,-0.1304079307068286,-0.004046265682597655,-0.02467659962383441,-0.054905903892628824,-0.5349886253858525,-0.0012309260984505047,-1.2214358400513516e-05,-0.010128588065061613,-0.06308156053810561,0.26165625,0.4053791361875731,-0.17059587939244303,-0.003480074631552318,-0.20506030680886833,-0.01509996754331141,0.0,-0.21010303044483544,-0.08132477413887447,-0.001983387018341778,-0.25924556651685166,0.6438424629611896
250000,0.5,0.9244066249855568,0.28277480899391105,-0.009520007517188787,-0.2360253974837056,-0.10384949867217282,-0.13205288818323335,-0.1320829660225177,-0.004335699492863471,-0.024552950154343386,-0.05495738485196604,-0.5363451540306354,-0.0011554164283530957,-7.748173633503677e-06,-0.01009149386585596,-0.08356557832330094,0.255,0.38635941918697647,-0.17467386612311323,-0.0035742620744045306,-0.20882583820064932,-0.015182466001622381,0.0,-0.22304994436842712,-0.08009501305432533,-0.0016225785984945273,-0.25801289694543833,0.6405986144420012
260000,0.5,0.8882462176672855,0.2778982441214005,-0.012327507425099611,-0.20328455573677262,-0.10397288692819301,-0.13050646351909292,-0.12811474147615073,-0.004688180409472792,-0.024524036942799265,-0.05438948200419544,-0.5323175498654534,-0.0010817940557724547,-9.508869748113084e-06,-0.010092608399697727,-0.035235844640814244,0.2529375,0.39709107967217483,-0.19117657107219818,-0.0034900847960157907,-0.20365593238176488,-0.014920861264295869,0.0,-0.2391204347185177,-0.08006074694028315,-0.0018924285687018404,-0.2580129188307681,0.6337162066422523
270000,0.5,0.962515555536818,0.2914639881166504,-0.011662507500499486,-0.22506808621875413,-0.10695068113585199,-0.13365705370407896,-0.12910738462410215,-0.004185720743410435,-0.024644244205782335,-0.054669987431019564,-0.5349426574690249,-0.0012018459949708256,-8.572157150693597e-06,-0.010134263833172723,-0.07099738675403745,0.261,0.39914602739591115,-0.18191028143011997,-0.003533229004492282,-0.20925961440384022,-0.014988322495624434,0.0,-0.21635523029418718,-0.0815210023620825,-0.0018166299792310634,-0.25903990195497845,0.6865308262904335
280000,0.5,0.9777958024722181,0.28468808373800664,-0.011887506887316704,-0.20161175033080492,-0.10679614706431306,-0.1334406334091816,-0.1298014413731939,-0.004539425149603193,-0.02464002932113845,-0.0549282460933551,-0.5369266306188937,-0.0010644952081106304,-9.267296299622426e-06,-0.010158667741429175,-0.10204316532525562,0.2386875,0.36531043166961125,-0.1827383217683379,-0.0035343057100914654,-0.21183102999352227,-0.015093648989617816,0.0,-0.23224338287575233,-0.07936011702505141,-0.0016776185377879846,-0.2598959850963806,0.6526155281645301
290000,0.5,0.962231363487253,0.28498324316762463,-0.009332507165148855,-0.19799144106333622,-0.10777829613115092,-0.13098637122307577,-0.13305775439283368,-0.00417464071727904,-0.024647848140699414,-0.054902524984292676,-0.5416620326012201,-0.0010391124521924146,-8.771970142574976e-06,-0.010178767154554624,-0.07416334129552533,0.2454375,0.38346597242138636,-0.1711177229073436,-0.003601408485293411,-0.20936545934701495,-0.015068889948025372,0.0,-0.2138234526028057,-0.07903913282237474,-0.0019959559811651246,-0.2606652796758959,0.6779652989982958
300000,0.5,1.006016253176877,0.2870615895825157,-0.008232506597414613,-0.21342574795360833,-0.1102267623187583,-0.1326892201351098,-0.12794066781606464,-0.0043153942465349125,-0.02456136899082642,-0.054620312506668246,-0.5325295940573874,-0.001046805900001749,-8.754929778034301e-06,-0.010109223470960927,-0.08305825780177173,0.2529375,0.3894089955065208,-0.17196167254076727,-0.003351018782047106,-0.20853673368257544,-0.015004881499126566,0.0,-0.2262138137972128,-0.08058320054201633,-0.0019206168394448942,-0.2584581477087602,0.700103760018578
310000,0.5,0.9109862861880254,0.3035102382649546,-0.008877506503835321,-0.2243356708900129,-0.10456452493695817,-0.13697210552679218,-0.12641664069411165,-0.00456642023520745,-0.02446278890035687,-0.05462594317456709,-0.5288930031767066,-0.0010636632036660383,-1.408391458568911e-05,-0.010055032825656781,-0.06607617795859737,0.2458125,0.3791328525078362,-0.1852580502164169,-0.0035807475140263614,-0.21043744823497915,-0.015028807492308317,0.0,-0.23688689891849576,-0.0815599206674781,-0.0017018482292732982,-0.257393769875038,0.6332026242045211
320000,0.5,1.0798167561711591,0.2763706949886093,-0.009060006702318787,-0.18421184703588228,-0.10410227199713809,-0.13404993876491486,-0.12909480193159503,-0.004516825192764883,-0.024490584402841912,-0.054802621797490875,-0.5349093539111617,-0.001119722801320239,-9.930308709085875e-06,-0.01010602179832789,-0.07790703984083519,0.247125,0.3780969375602606,-0.1799136450204874,-0.0035895798419261905,-0.20895667302429294,-0.015050480218961847,0.0,-0.2317692841862337,-0.08083455682652094,-0.0020666803442677874,-0.25931806642361005,0.7488675099082739
330000,0.5,0.9305605574133404,0.29492825542688517,-0.007772506691515446,-0.21143792361252978,-0.10600423494340479,-0.1330418506350553,-0.1304090291314017,-0.004235659292676365,-0.024505394587396777,-0.05442166724463925,-0.5356331926666136,-0.0011765594111497004,-9.452971321669015e-06,-0.01011678114329794,-0.06803961404620329,0.2488125,0.38032610851651144,-0.17471277305234884,-0.0034064858159017107,-0.21226409541385863,-0.014951645284697402,0.0,-0.2216972586809239,-0.08173791032538871,-0.0018053503437415292,-0.26000285585155697,0.6544327431953735
340000,0.5,0.9875730781353196,0.2858849244239599,-0.01051750722900033,-0.1914282220903392,-0.10551988349788564,-0.13038563387569382,-0.1321743084546129,-0.004213396857954396,-0.024540916486938978,-0.05478426796166228,-0.5376245703491052,-0.001020639656821381,-1.0150974941863362e-05,-0.010122768694990321,-0.08008148409375096,0.2555625,0.39281762407462417,-0.1731013338393077,-0.003556347054200739,-0.2058425009649718,-0.01505180858004838,0.0,-0.21509988023860466,-0.08048322531580268,-0.0020112873640929945,-0.25952496282173637,0.702656872565078
350000,0.5,0.9604975736316409,0.2871759684766129,-0.008295006923377514,-0.18990120655563175,-0.10553174243455704,-0.13492718301619008,-0.1320707778394016,-0.004436589645083062,-0.02450927784362476,-0.05449331428717819,-0.5324737655834406,-0.0012050001352273902,-1.1213458157713691e-05,-0.010097480983502527,-0.057561690636486924,0.25096875,0.3835841794668659,-0.18458073907773645,-0.003530043221142205,-0.21220206101538536,-0.01493886634540559,0.0,-0.23047749922625635,-0.08174266154629177,-0.002116669368297864,-0.2592569467972522,0.6845231408205329
360000,0.5,0.9820971709922857,0.27285153122749717,-0.009257506815716625,-0.20460615286128264,-0.10311060367946394,-0.1356211141751691,-0.1295137512342031,-0.004434159521565615,-0.024550781454663485,-0.054860404533986024,-0.5366049482300991,-0.0010907978326472267,-1.1169438881583608e-05,-0.010094963260496961,-0.09952557230201212,0.23446875,0.37571474962290347,-0.174980831903429,-0.0036698909077808118,-0.21140756837443353,-0.015093431226812294,0.0,-0.22982761502745291,-0.08037133220501763,-0.001978765351970484,-0.258505989811303,0.6453921282296524
370000,0.5,1.0144239665698367,0.2817975350340993,-0.008615006551146507,-0.20836720884760396,-0.1087030528154672,-0.13514191322519933,-0.1316204369470273,-0.004159954566883025,-0.02446941876875223,-0.0547107025081292,-0.5390188643239329,-0.0010611260377650998,-1.6053983378447066e-05,-0.010132420778249255,-0.07533200256463096,0.2555625,0.38982467225704576,-0.1751772123032712,-0.0033875508956224877,-0.2092466411198928,-0.015079107017934338,0.0,-0.2208339405441904,-0.08045664687535202,-0.002567492279649296,-0.2602465660632141,0.7073913229718799
380000,0.5,1.0377502062387072,0.2914442330589459,-0.00901000708527863,-0.1926286352719781,-0.10467146192298399,-0.1437750449718305,-0.12833025192378686,-0.004468154706102404,-0.024530982727712314,-0.05436820821136235,-0.5358977064509666,-0.0011319562082985441,-1.9625436156065948e-05,-0.010145228585835794,-0.0697779394057778,0.25003125,0.37700578693986003,-0.18199337794647782,-0.0036552009868175807,-0.21196604909533484,-0.014940052607640631,0.0,-0.2316592113810985,-0.08156074165972414,-0.002489020638968998,-0.26075445546111414,0.7262201412136212
390000,0.5,0.8660196530190581,0.291688880942436,-0.008640006883069873,-0.23706162083502566,-0.10634589837744497,-0.14366175956035382,-0.12585279015827766,-0.004269948917235697,-0.024520061171426438,-0.054448134775031354,-0.5355523633122165,-0.0013976989970014022,-1.2633070046814632e-05,-0.010148656559638824,-0.06455602814796896,0.2565,0.3930369339426412,-0.16663890992296104,-0.0034548001339062776,-0.2140538091605177,-0.014975152973994604,0.0,-0.21925097142132144,-0.08245159567269889,-0.002369136864003776,-0.2612360855432194,0.6344270559831675
400000,0.5,0.9051892613218289,0.29362558952924633,-0.009040007332339882,-0.20927256204038544,-0.10106193849143247,-0.13987922561455024,-0.12726599176237302,-0.003825985512839697,-0.02425700674870497,-0.05401356695679946,-0.5317051183792317,-0.0011580569936049821,-1.293126273557394e-05,-0.010017017497835732,-0.06767423316937266,0.2581875,0.40246437338777896,-0.17187699905629858,-0.0035559972532227865,-0.2145763925101354,-0.01485234817247093,0.0,-0.20249323330280536,-0.08107518438481619,-0.0024572853656429842,-0.2578909718978436,0.676812553988871
410000,0.5,0.9777427008408416,0.28635162234785283,-0.010052507612854242,-0.21476620852077802,-0.10572814275289026,-0.13371705076451404,-0.1283014925107292,-0.004386500904056707,-0.024338802971175345,-0.05424161808290518,-0.5334451938375873,-0.0011514518563529499,-1.3434525434671867e-05,-0.010030044668984094,-0.0396601726175464,0.2611875,0.40101524863798627,-0.1879948111242722,-0.003398602114744963,-0.20980607408528174,-0.014931214034847913,0.0,-0.2329011938263032,-0.08074139002711163,-0.0026699069327357195,-0.2573276838018599,0.7183493208680651
420000,0.5,0.8974099418860289,0.299840253039543,-0.010665006909519433,-0.21540360500724498,-0.10282666826191549,-0.13155272558241224,-0.13035697496431614,-0.0035463589697168106,-0.024389585762470085,-0.05416694339739163,-0.5343480662551273,-0.0012130216489728755,-1.784945254708284e-05,-0.010071093245536742,-0.06227950020736828,0.25190625,0.38423706303945754,-0.1647082822580823,-0.0035379396507097738,-0.2094315390011804,-0.014866099237404774,0.0,-0.19169484582529078,-0.08176733680025401,-0.00266911990095833,-0.25869943409043994,0.6658210624383751
430000,0.5,0.9574051278263567,0.2962114585448747,-0.009642506835982204,-0.19426262708727035,-0.10330003296830619,-0.13689601294011258,-0.12900197458517476,-0.0038615111211234504,-0.02433872774874889,-0.05397449473170562,-0.5349627951213268,-0.0011432070778656276,-1.7217553911766475e-05,-0.01007894901781599,-0.0703225346632949,0.23334375,0.37171739232833695,-0.16746605330375552,-0.0034169706520344556,-0.2134555913214876,-0.01486273327752202,0.0,-0.2077918011965066,-0.08155158103252756,-0.002664805058692739,-0.25957602965352516,0.685472371415259
440000,0.5,0.9977239660760495,0.27353753302314193,-0.01028250715509057,-0.20058095738587894,-0.10454590886887277,-0.1263290217421628,-0.1256693800061353,-0.0037483702024733874,-0.0242692380154287,-0.0539621242782846,-0.5336559054036502,-0.0010744509532920497,-1.5178295419268174e-05,-0.010041459108731523,-0.056055727292433806,0.25809375,0.38844467310628,-0.17432562614132668,-0.003661581686051655,-0.2069079142533684,-0.014850211240388461,0.0,-0.2001991895918774,-0.08026458386526518,-0.002819137443064596,-0.2578688665361922,0.7448342493860931
450000,0.5,0.9656794613485403,0.26275462432338537,-0.006695006936788559,-0.2036454490361747,-0.10252363540434095,-0.1393377302479394,-0.12694213878071658,-0.004299661982143081,-0.024276052508259236,-0.05395517499569801,-0.5341136723015025,-0.0011958630759146018,-1.716376988334387e-05,-0.010064120972360382,-0.06890689210351944,0.2488125,0.37500250297612353,-0.18482325206994976,-0.003671473332512943,-0.2132558376415485,-0.014860626676619063,0.0,-0.2247512628251804,-0.0825768908290613,-0.0028922409907881277,-0.25948543309728883,0.6683705721320656
460000,0.5,1.0030439420991402,0.2797828347736874,-0.006175007008016109,-0.1999007557209573,-0.10428831981730044,-0.14238517332609277,-0.12814720024440807,-0.004068881121513357,-0.02427174640707767,-0.053925020865071595,-0.537174618532727,-0.0010604737710728097,-2.2618100097205202e-05,-0.01009293536515188,-0.07265000072987798,0.267375,0.3972154009532859,-0.1684933732115928,-0.0034559880284188165,-0.20932244195342553,-0.014823608188815415,0.0,-0.21110559811547866,-0.08154804215501134,-0.0028375741240740143,-0.26058644601543124,0.7354649238434434
470000,0.5,0.9965747475050785,0.29160914367096946,-0.008657506860792637,-0.18079511184834254,-0.10520049857198298,-0.13739221239573474,-0.12850676103792685,-0.004269990298151523,-0.02430552243766264,-0.0536031101866253,-0.5340615059213146,-0.001164539750115042,-1.65735116518565e-05,-0.010088353108102407,-0.06552754018399938,0.245625,0.3787686580030726,-0.1837972781426323,-0.0036175571600629893,-0.20891909204757525,-0.014674471408747137,0.0,-0.22397354386496313,-0.08225102055694736,-0.0024811484736908256,-0.260541672481069,0.7062899173958811
480000,0.5,1.0297150701234752,0.28056804995298007,-0.0062650069575756785,-0.19515919516496996,-0.10197477200506226,-0.14162745684205968,-0.12807054477525456,-0.0043159086988227655,-0.024299293766774543,-0.05439075749231506,-0.5386545887034019,-0.0010362224372702546,-1.7783203702558994e-05,-0.010062667246257496,-0.1058241043658247,0.23803125,0.367503186910668,-0.18356562822196698,-0.0035189466691138045,-0.21403641468270557,-0.014991019170641913,0.0,-0.2279013570674633,-0.08094240075954084,-0.0030117267999921816,-0.25891587081429135,0.6793172644983229
490000,0.5,0.9617533308539775,0.27808667908497653,-0.006007506612688303,-0.20067409435589934,-0.10608545160554707,-0.14300297923789837,-0.12512959514559424,-0.003500402882801688,-0.024190176218513156,-0.05396104336654765,-0.531520038237643,-0.0010773932706391021,-1.5459668897976815e-05,-0.009987057096962121,-0.08735273565256428,0.24375,0.3810409889158958,-0.16082788761807973,-0.003493795125967526,-0.21168109607156008,-0.014881992104150348,0.0,-0.18759325112095915,-0.0809043348133194,-0.002936352716811184,-0.25630753545194795,0.6779177531754069
500000,0.5,1.0252852761438607,0.28514473354800446,-0.0090825071092695,-0.17346811256987604,-0.10589468504783693,-0.13285911954938334,-0.12638890032940978,-0.003957318698838682,-0.024222354810011712,-0.053724165867101395,-0.5305302232835306,-0.0011448263263293139,-1.3341720584321004e-05,-0.010018198887993367,-0.08471763351864843,0.25415625,0.397615022005781,-0.17229740504140678,-0.0034984525458149306,-0.2127276139592514,-0.014763655640378579,0.0,-0.20879510699316775,-0.08340330467996707,-0.0034840275855501546,-0.25795417491200007,0.7463235074535968
