#{"t_start": 1775304418.2493966, "env_id": "None"}
r,l,t
149.05713,51,0.882179
36.92183,51,0.882237
149.52779,51,0.882248
57.234913,51,0.882257
133.92224,51,0.882264
82.92706,51,0.882272
-86.56903,51,0.88228
272.0098,51,0.882288
216.89508,51,0.882297
204.02309,51,0.882304
-143.49406,51,0.882311
149.03943,51,0.882318
86.5465,51,0.882325
69.15008,51,0.882332
201.96779,51,0.882338
56.482136,51,0.882345
-45.127396,51,0.882351
-197.5723,51,0.882358
200.2173,51,0.882365
76.86912,51,0.882372
102.02084,51,0.882379
95.45626,51,0.882385
51.74733,51,0.882392
260.85413,51,0.882399
103.83358,54,0.900733
-194.82927,64,0.967208
127.9962,65,0.972656
-161.85802,66,0.978332
169.32033,74,1.028722
161.52113,75,1.03342
82.847115,51,1.197676
-129.7151,51,1.197722
171.96155,51,1.197732
91.35457,51,1.197741
89.90241,51,1.197748
-72.404205,51,1.197755
171.72403,51,1.197762
58.74862,51,1.197769
80.88085,51,1.197776
-43.638027,51,1.197783
211.40387,51,1.19779
210.0221,51,1.197796
-39.25092,51,1.197803
157.05858,51,1.19781
198.72481,51,1.197817
206.23236,51,1.197823
140.60843,51,1.19783
81.84589,51,1.197837
160.98071,51,1.197844
72.978645,51,1.19785
-135.64879,52,1.204726
66.09902,51,1.21656
107.08428,51,1.275008
69.48143,51,1.281054
60.380802,51,1.287565
276.2781,68,1.30041
141.42128,72,1.324982
167.94476,51,1.336942
240.50569,68,1.444747
216.10721,94,1.457122
74.90048,51,1.502887
115.313095,51,1.502931
145.49858,51,1.502941
90.83387,51,1.502949
84.64044,51,1.502956
126.73234,51,1.502963
-191.83983,51,1.50297
-116.177666,51,1.502977
119.711426,51,1.502984
68.84794,51,1.502991
69.192955,51,1.502997
77.59332,51,1.503004
70.95444,51,1.503011
72.61011,51,1.503017
57.05411,51,1.503024
78.70704,51,1.503031
186.94121,51,1.503043
-91.13093,51,1.509774
-161.41588,54,1.522303
-108.22767,51,1.522347
49.66794,62,1.572861
93.589714,51,1.593407
148.82878,51,1.600002
87.92397,68,1.611213
63.462936,51,1.648135
362.39627,62,1.654773
-191.16577,58,1.68283
28.702887,51,1.767211
-119.618614,51,1.78138
76.97722,51,1.828167
-157.87445,51,1.828216
-79.024155,51,1.828226
120.72048,51,1.828235
-143.75636,51,1.828242
189.52565,51,1.828249
115.07346,51,1.828256
134.73917,51,1.828263
113.82025,51,1.828269
129.02368,51,1.828276
129.97003,51,1.828283
165.72395,51,1.82829
-126.76858,51,1.828296
106.09687,51,1.828303
101.652115,51,1.833919
-85.79577,51,1.847481
57.06157,51,1.847528
115.7939,54,1.847538
59.5146,51,1.897774
-324.60654,98,1.910289
71.02732,51,1.915312
267.42456,51,1.921189
153.48767,51,1.93455
67.35623,51,1.973519
112.22445,51,1.980484
178.8093,51,2.00699
505.56604,86,2.05011
235.93542,51,2.095606
95.622086,51,2.143569
143.46439,51,2.143616
65.05941,51,2.143626
140.77051,51,2.143634
92.399536,51,2.143642
142.21866,51,2.143649
95.12958,51,2.143656
193.94685,51,2.143663
-23.202011,51,2.14367
-85.23622,51,2.143677
73.87328,51,2.143684
139.11632,51,2.14369
186.89098,52,2.1499
69.15983,51,2.149941
234.52122,104,2.157207
121.47235,51,2.163383
130.60942,51,2.163425
47.525127,51,2.163435
117.734375,65,2.170514
-129.35915,51,2.219132
227.79315,62,2.219178
70.24448,51,2.229615
111.32341,51,2.234401
75.049706,51,2.241349
-54.960255,51,2.254478
134.82307,51,2.289603
105.40549,51,2.296934
77.20565,51,2.324286
70.72316,51,2.366699
-98.1388,51,2.464148
197.15744,51,2.464194
66.80082,51,2.464204
-65.13823,51,2.464212
56.824768,51,2.46422
117.580055,51,2.464227
-99.41039,51,2.464234
138.07443,51,2.464241
143.013,51,2.464248
74.12347,51,2.464255
-83.32001,51,2.464262
-62.7132,51,2.470105
187.75679,51,2.470149
95.10144,51,2.476496
-74.21155,51,2.4835
-54.7493,51,2.48354
46.386845,51,2.48355
63.741226,51,2.490305
84.546135,60,2.524077
188.56883,51,2.534853
230.62279,51,2.534898
71.05718,51,2.546504
58.80207,51,2.553018
165.09068,51,2.560197
-56.514927,51,2.573073
74.72212,51,2.606799
110.66755,83,2.612704
75.64695,51,2.636729
-147.36597,53,2.697827
-78.57373,51,2.781077
217.25938,51,2.781124
84.01422,51,2.781134
182.50522,51,2.781151
56.055737,51,2.781159
50.67359,51,2.781167
323.23773,51,2.781174
43.81455,51,2.781181
237.492,79,2.787084
92.67172,51,2.787126
80.35367,52,2.794333
62.340576,51,2.794375
65.42632,51,2.801977
62.38215,51,2.802016
63.093956,51,2.802026
60.42724,51,2.808107
302.31613,58,2.824615
72.171455,51,2.836092
92.608765,51,2.84855
192.53606,51,2.848595
69.28468,51,2.861928
-98.36427,51,2.867735
63.06407,51,2.87424
62.035236,51,2.887262
111.05941,52,2.934358
150.02524,51,2.934407
-95.04305,51,2.959946
140.46121,86,3.002609
158.6921,51,3.10038
-41.20204,51,3.100427
115.17672,51,3.100433
-148.9769,51,3.100437
-129.79721,51,3.100441
-73.66405,51,3.100444
81.312,51,3.100448
97.74604,51,3.105938
27.315542,52,3.107253
186.11281,51,3.112859
-63.909615,51,3.120828
175.22882,51,3.12087
67.84345,51,3.12088
-301.48306,69,3.126853
82.08237,51,3.126893
65.26719,51,3.148566
126.76493,58,3.154129
-36.26028,51,3.159319
78.34535,51,3.172768
46.17419,51,3.17281
10.852328,51,3.191164
195.8374,51,3.197785
295.87445,64,3.197826
103.29548,51,3.209862
218.4682,60,3.238501
67.274536,51,3.249951
-37.238796,51,3.249996
34.737663,51,3.274261
-100.80392,51,3.317468
76.63475,144,3.357492
165.59088,51,3.413611
110.51383,51,3.413655
-122.14529,51,3.413665
-35.079353,51,3.413673
132.83296,51,3.413681
3.6498153,51,3.413688
203.87434,51,3.422243
-124.42743,51,3.430234
61.334927,51,3.435909
-112.5584,51,3.435948
135.88019,51,3.435958
-130.64023,54,3.435966
51.254284,51,3.443143
284.85324,51,3.460907
-117.40871,51,3.466048
163.09814,51,3.472795
272.93637,51,3.484497
-40.165424,51,3.484543
137.87709,51,3.502994
102.329025,51,3.509726
104.101776,51,3.509772
67.73444,51,3.522737
238.59799,69,3.55277
462.87076,73,3.559451
-135.29591,51,3.565277
191.57785,53,3.565318
52.744778,51,3.565328
181.35095,51,3.586239
348.7831,51,3.632521
86.97154,51,3.67458
-96.13752,51,3.725541
67.41154,51,3.725587
-66.65082,51,3.725597
72.01521,51,3.725605
68.94595,51,3.725612
59.05352,51,3.72562
162.41457,51,3.733169
-161.1791,51,3.746606
-98.54963,51,3.746653
-117.374245,51,3.746663
-35.59981,51,3.746671
238.81468,51,3.752927
155.24997,51,3.770149
46.37163,51,3.775792
241.50496,51,3.781707
272.81577,51,3.829799
46.92426,51,3.829844
262.6343,63,3.851151
109.52233,51,3.851198
99.43812,51,3.858409
141.03262,51,3.85845
81.78387,51,3.903798
202.56479,51,3.908975
96.9655,51,3.9201
-70.75394,51,3.920138
43.973022,51,3.920148
140.52542,58,3.920156
152.50346,51,3.947482
-56.74625,51,3.990905
164.69922,51,4.037172
90.902596,51,4.089762
43.66502,51,4.08981
-182.41936,51,4.089819
-169.49298,51,4.089828
252.98393,51,4.089835
-26.951616,51,4.096351
66.176704,51,4.108657
-194.54433,51,4.108697
-46.98365,51,4.108703
123.56687,51,4.115514
82.99054,51,4.136657
82.40114,51,4.148497
94.874756,51,4.163502
-159.65948,51,4.163549
236.83511,64,4.175671
29.400757,51,4.183771
103.96246,51,4.183814
216.13228,57,4.183824
96.61851,51,4.189544
64.78259,51,4.189579
114.90755,51,4.234681
-109.17824,51,4.240717
141.6181,51,4.247505
-96.06173,51,4.247547
-97.151215,51,4.247557
157.78825,55,4.268846
141.25516,51,4.313287
157.82617,51,4.358463
