step,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_alive,r_orientation,r_ang_vel_xy,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,r_total
110088,0.12883351658149136,0.031044713572976397,0.23862752192660838,0.54202088090409,1.0067213682616911,0.1322917150663043,0.13857839237323608,0.5,-0.8097436894947662,-3.822049523540259,-0.082471470056659,-0.02114856250053894,-0.005892865438981979,-0.5015754001746763,-0.0858904994334218,-2.610653901952906
120096,0.11536857479927674,0.03412812649879075,0.24755689771856265,0.5354570102361687,0.9540257127154502,0.12325221384102603,0.15994666626292606,0.5,-0.7680253871404267,-3.613659167080848,-0.08232147743788938,-0.02074127720704923,-0.004088467449047327,-0.4686735961793665,-0.08587652306939206,-2.3736506934918182
130104,0.0928793830373393,0.030284452610391283,0.22423941443780843,0.5358978098438664,1.0527689270304572,0.14483463541442065,0.1385552337310046,0.5,-0.7997164133696115,-3.80101001973289,-0.08221951279039869,-0.020807984026757376,-0.0045677421738336485,-0.4737881523731959,-0.08587475335564308,-2.5485247217170444
140112,0.09022032694564766,0.028159276991022882,0.20889484444001177,0.4872759157283711,1.0468588197586406,0.13788550640988723,0.12224163040710549,0.5,-0.8262416901577402,-3.9120618387221198,-0.08223947635452396,-0.02073535565250863,-0.004338671465126377,-0.49435628046273455,-0.08619915005385488,-2.8046361421879222
150120,0.10467052727044313,0.03213978638875998,0.2211380422418552,0.43830882272273236,0.9361526599653638,0.11094747068294168,0.17741561250948362,0.5,-0.7882727582721911,-3.508290986662448,-0.08211587262705324,-0.020539485644362837,-0.004573990376676333,-0.4202396120236076,-0.0855709436429953,-2.388830727467753
160128,0.10179725208843003,0.03197436008178003,0.23668447315561295,0.5718078245629252,1.0069991100317461,0.13483391168989303,0.14695202436406182,0.5,-0.800955015450001,-3.898919721300894,-0.08237928634281766,-0.021093883535948894,-0.004443514614241713,-0.5102315089615153,-0.08545038959954414,-2.6724243638305123
170136,0.10910690907858792,0.03432552606839861,0.2327915752707434,0.48865111033698094,0.9477126251267484,0.11220854514985659,0.19790793970701506,0.5,-0.7980757401952646,-3.593270073074873,-0.08198675177172464,-0.020973249468977273,-0.004532393820458299,-0.4777970280977315,-0.08552715284867726,-2.4394581585393826
180144,0.11806245262598382,0.03462121042871002,0.24475648218187762,0.5189934706022837,1.0083663027630132,0.12151291706134726,0.1485890346869488,0.5,-0.7872337468888414,-3.657686910231833,-0.08229217256115474,-0.020881411598908387,-0.004560875326791191,-0.4721209442878299,-0.08550109251216004,-2.4153752830573576
190152,0.12389843178145894,0.03794601717627855,0.2676373892698355,0.5272692986955344,0.9319712464646805,0.10863013953067538,0.12732029685094448,0.5,-0.779681472932849,-3.52165203894125,-0.08213534881031603,-0.02067160275007288,-0.004264038071764609,-0.498469886827951,-0.08574041198393396,-2.3679419805487303
200160,0.13310386055596118,0.03776754525800417,0.27311712385710163,0.4535953565161295,0.9356046406095903,0.10808404321322938,0.14339043053608289,0.5,-0.7613520873009155,-3.529145120402975,-0.08232779863912212,-0.021094432364391767,-0.0049552786448507765,-0.44362052893621906,-0.08572023101456686,-2.3435524767569444
210168,0.11915916871376322,0.034484585193273055,0.2378482781543917,0.4706363694419615,0.9312781034110795,0.11376443579228382,0.17707328841828418,0.5,-0.7763311496664632,-3.5518891527712277,-0.0822849711557426,-0.021106177552342426,-0.004997475166112167,-0.47841796180240326,-0.08604341294500606,-2.416826071934257
220176,0.12201742445699307,0.034066636081368375,0.24155501301008692,0.5110550885949877,0.9561233831128889,0.12615729325281225,0.1452447515871681,0.5,-0.819613867307374,-3.6528903817953844,-0.08230324172405785,-0.02110322258073837,-0.004755024528720208,-0.47419628678153336,-0.08646781287416178,-2.505110247495667
230184,0.1325953255143798,0.03714682393477994,0.2600695011431167,0.446747420442772,0.9013917762722256,0.10588307919677303,0.15638800783620774,0.5,-0.7855562827490419,-3.4808904980919957,-0.08230680491728153,-0.02091897051334382,-0.00411370866454839,-0.45510201223401814,-0.0861145006145495,-2.3747808434445288
240192,0.12922604458110962,0.04135757747720607,0.2957816893970959,0.48968624979233216,0.8867869830800137,0.09585438971365601,0.13794157603712837,0.5,-0.7185893495985701,-3.3003373909638536,-0.08242538728979552,-0.020773626377706744,-0.005079702569575948,-0.4450476749471115,-0.08541983996440117,-2.081038461632475
250200,0.09839588672878229,0.030413486944157655,0.22091612566033492,0.5079521246877995,1.0223570504917612,0.12447624982978164,0.16152652811035148,0.5,-0.7643271665867697,-3.6128841070031554,-0.08231329509201461,-0.021035932821842532,-0.0048805697478617295,-0.4513995539013796,-0.08520839096281914,-2.356011563662871
260208,0.11830980753715446,0.033296976105440204,0.2590659722107567,0.5006742027408526,0.9718222360778489,0.11496442236797341,0.13720155144313362,0.5,-0.7870108001793172,-3.6186339828653193,-0.08226085327120301,-0.021029186891441537,-0.004940252540736336,-0.47057370268018606,-0.08539485632564814,-2.4345084662706933
270216,0.1718181004749907,0.03775412318349433,0.2910988464765147,0.4181416951810159,0.9484795820535241,0.09696757996879908,0.15290242427353445,0.5,-0.7092880555006078,-3.47973377829905,-0.08219972401937782,-0.021494818549677733,-0.004732833391438772,-0.4618861126420421,-0.08504777025371106,-2.2272207410440297
280224,0.13420285073381474,0.03350105110105437,0.25027228435612964,0.5220258299131816,0.9974749356453562,0.11883152179685398,0.1800224844399403,0.5,-0.7356498592087473,-3.507292068847393,-0.0822902480832257,-0.02153831091489646,-0.005299955080685842,-0.46544883105921464,-0.084896165636346,-2.166084480844182
290232,0.13744507915168902,0.037818033595343595,0.28817688198750013,0.52168836118846,0.9333840139452606,0.10944815967372125,0.13340251794781685,0.5,-0.7883844980100049,-3.508733563162896,-0.08223237730496294,-0.02083595700815322,-0.004565279338180231,-0.517203283159173,-0.08539648695742164,-2.3459883974510003
300240,0.15126302851135798,0.03817549230223923,0.28356537115397396,0.4669278313377332,0.8883692856364112,0.09649814429309177,0.16312010750513806,0.5,-0.7456711478266002,-3.2818263466694693,-0.08223314011716053,-0.020841710306393594,-0.004397726308756552,-0.4560936456626827,-0.08563111214862927,-2.0887755682997518
310248,0.1350821953265673,0.034554742720957765,0.25685338342183317,0.438785247486244,0.9155755248050044,0.09270504919256366,0.22287901069330665,0.5,-0.7613574527961373,-3.368747429111504,-0.08239364008429013,-0.021420268275675662,-0.00451688235228483,-0.42661652553457774,-0.0855174598528542,-2.154134504360847
320256,0.11369193841586721,0.0347777023180656,0.2496896474683998,0.49151744180571866,0.9439740986327743,0.10917573449868255,0.17647511259653867,0.5,-0.7903440166784731,-3.418098391320977,-0.08201765025044795,-0.021227979286859454,-0.004598726190584163,-0.4395685713064794,-0.0848713511933326,-2.221425010491107
330264,0.12940340838437858,0.03949147739756732,0.2829770819057026,0.48790877031857016,0.9139146851539502,0.10505591682223496,0.16666454081086088,0.5,-0.7949505489330347,-3.255708707982338,-0.08215873524666786,-0.020736516505479842,-0.004187146993371419,-0.4486881167249821,-0.08489005927234371,-2.0659039508649544
340272,0.10717317868472356,0.03233384368409335,0.24410997749681154,0.5887982679867062,1.0065016329503758,0.130768610487769,0.1380852436061192,0.5,-0.7921387584309436,-3.6154979783818426,-0.08206659832467943,-0.02131275577147801,-0.004000379065200387,-0.4858052772468603,-0.08509169025767027,-2.33814268258208
350280,0.12007124847887192,0.03280650667233306,0.23928439377897337,0.5847454544588682,1.0098590282444762,0.13662076056292224,0.13550356643048955,0.5,-0.822723635820567,-3.7447161037249113,-0.0824407263754003,-0.02179752399690451,-0.004017068381266134,-0.4902512584082119,-0.08569107106235702,-2.492746429142683
360288,0.11675742132685848,0.03175923686412454,0.22910698072017038,0.5021557098042785,1.003827888289585,0.13238618466602833,0.14279037131663663,0.5,-0.7719073114688483,-3.49656535998718,-0.08227768875873619,-0.020924753445014356,-0.00472271046807627,-0.44603251313188147,-0.08452377236374436,-2.2481703166358002
370296,0.09509941762768431,0.03501903260775611,0.24779997735456952,0.49377333062669465,1.006479462130352,0.1254783416545743,0.10730636622700584,0.5,-0.8149485554658958,-3.6370550285855106,-0.08226723357495795,-0.02072573356784883,-0.0040779102232368965,-0.46816302178616165,-0.08485002238109501,-2.5011315773560696
380304,0.13140545660883862,0.0352856297088555,0.242529998812498,0.4651190440843196,0.9383441963128207,0.10546981393971805,0.19040213502536185,0.5,-0.7742091039824355,-3.3437753272335407,-0.08220883395595238,-0.02112370181889584,-0.004279798945375965,-0.43813766551700917,-0.08499767804823673,-2.140175835009031
390312,0.1515448670443394,0.03558191059002861,0.270009755340545,0.44919615527283174,0.9537455548478312,0.10626133685542066,0.1379388778281244,0.5,-0.7578498381937783,-3.3568494167102143,-0.08246251296001353,-0.020822214916112535,-0.005039364450272901,-0.4597949660737045,-0.08513856852672921,-2.1636784240517035
400320,0.13285327654030715,0.037157548623542404,0.2657918386967599,0.47371308707060894,0.9628581136713138,0.11591934116213097,0.14554050759857015,0.5,-0.750817854108577,-3.3477440490034924,-0.08249314094193531,-0.02109500965926794,-0.00417580828740441,-0.4565401518389408,-0.0844827442558898,-2.1135150447322757
410328,0.12350918881402327,0.03572952758602388,0.23549605922674216,0.45085822833434774,0.94640589971144,0.11117561810930826,0.2045826235828378,0.5,-0.755469357152777,-3.3253902126613477,-0.08243767289177298,-0.02122919080036382,-0.004870537978851946,-0.42009957353850264,-0.08470579983908949,-2.08644519949798
420336,0.10906449646884246,0.03515679010237693,0.24726362507758928,0.4334102477153161,0.9569157996129399,0.10556871663821742,0.20854800576644011,0.5,-0.7721747308277058,-3.229125396388539,-0.08224549083644031,-0.021402731244849676,-0.004344411285832675,-0.40953467436795554,-0.08419674018075247,-2.0070964937503586
430344,0.10815635633917842,0.03327237386927723,0.24233455675974297,0.44567811780268524,1.0382199500240412,0.11982439117209454,0.18194209070392733,0.5,-0.8495790354777839,-3.5120903830458388,-0.082289007812933,-0.021533102420723677,-0.004457809225419761,-0.44889333683479765,-0.08436734366313144,-2.3337821818096804
440352,0.1299608558303469,0.035431931104373426,0.2666450930938635,0.5514336291097302,0.9761389244478865,0.12001739706752071,0.17050392372401518,0.5,-0.8468305348075685,-3.3688632666994676,-0.08228969129446839,-0.021430976565678887,-0.0047209332830461526,-0.4973728140044249,-0.0846363487128486,-2.1560128109897696
450360,0.14387687438314925,0.03206104509084138,0.23796177058610357,0.4812223238502756,1.0771028613945008,0.12262926862439279,0.20058665178723858,0.5,-0.7491333230859947,-3.6631037697691893,-0.0819993731226045,-0.02196934702636051,-0.004326544988700075,-0.4374218759005088,-0.08398668382910497,-2.2465001220059615
460368,0.1286538624586501,0.035157180698454735,0.25331726704534224,0.4726194721984698,0.9904784804602969,0.11225730137100104,0.16411072336473062,0.5,-0.7257709757982355,-3.393906270310198,-0.08232640634030172,-0.021608673411458737,-0.004140859455957437,-0.4345983196379067,-0.08417052476604035,-2.0899277421231526
470376,0.11532872718113471,0.030028062720843216,0.21793363483386796,0.5454126471902305,1.0372053461110382,0.1393412433032521,0.17047934625509853,0.5,-0.8088227650884471,-3.504747715111036,-0.08219372477470521,-0.02185846698126442,-0.004165241563680633,-0.5007978407422065,-0.0840488431681316,-2.250905589834005
480384,0.13504200916165388,0.03357905635183373,0.2557125469029658,0.5295782341690143,0.9218005637806782,0.11423009804521354,0.16136233119708948,0.5,-0.7957353610330001,-3.261902300546877,-0.0823162284789301,-0.021250938546384365,-0.00412959281572385,-0.4504825423847381,-0.08472889632854384,-2.049241020525748
490392,0.12099958839954433,0.03795171657900078,0.27683394315641174,0.5074146920602687,0.8973686429927356,0.10721036401481888,0.11869552497008302,0.5,-0.7693305473701286,-3.2055656936667956,-0.08228077899427896,-0.020496078314930204,-0.004822055841522102,-0.4400375132247618,-0.0845459328370115,-2.0406041280765623
500400,0.12480169080105948,0.03531265593736565,0.27228027370149477,0.4766879593045356,1.005187585365098,0.1232902940249512,0.11928447448309866,0.5,-0.8011550403923617,-3.319864570958808,-0.08243137005765269,-0.021310044690792757,-0.004430659571787886,-0.47942079913709273,-0.08389784944002707,-2.1356654006309195
510408,0.12466444068054722,0.03468997730904704,0.24834031966523462,0.515183863801574,0.9879424300777627,0.11922674275649027,0.183691086082913,0.5,-0.7330571151296063,-3.290031261688349,-0.08250281800567784,-0.02159085417047143,-0.004848116233633693,-0.4554325752483578,-0.08343548164242039,-1.9571593617449494
520416,0.10888464604056797,0.03460745338849521,0.23440693729657391,0.49586438775056785,1.067435607621817,0.13644579590803102,0.15203968822367275,0.5,-0.7838717656790684,-3.600861061235409,-0.08219327112363083,-0.02135348590436079,-0.004299238964600497,-0.45914059176472,-0.0834367212315292,-2.3054716196735887
530424,0.11931737111598104,0.03286054477925888,0.23573906385396784,0.46796540257986574,1.0129788238575865,0.13320147636585036,0.15393381312989252,0.5,-0.7974563724860296,-3.3331820245058528,-0.08231870524045964,-0.021071601577276985,-0.0042530689818292364,-0.4245287003059769,-0.08399942223465733,-2.0908133996496807
540432,0.1267467267226165,0.03435686472493918,0.24592141508222973,0.5283548412722564,0.9863749217503933,0.12024887033487859,0.16348641073758116,0.5,-0.801058002159351,-3.4306093803423074,-0.0823460189803865,-0.021307972656786443,-0.0047397656587819395,-0.46503213541632943,-0.08421074330700756,-2.1838139678960555
550440,0.15594645503741503,0.03946100039603303,0.3150925211997986,0.4471948103642627,0.902320717160535,0.08804029395487782,0.14402576157601774,0.5,-0.7319465108095403,-3.0093453003387967,-0.08225263964946346,-0.02095718567430974,-0.004442763495892502,-0.4214953666017493,-0.08409939546805152,-1.7624576023488654
560448,0.13751962268201048,0.035232917022556265,0.2643562973985295,0.5011385379409117,0.9907931494288418,0.11332609611003391,0.18707884673006583,0.5,-0.7458218753020499,-3.303530538063623,-0.08250104670176618,-0.021632578603215512,-0.003940458912531707,-0.4575235701292617,-0.08421521965114437,-1.9697198200506443
570456,0.14248927396579505,0.037116589742739285,0.2616225026985796,0.4514583017375217,0.9372992164580541,0.10833014339550537,0.17127815434678287,0.5,-0.7441489547526614,-3.2639056098954193,-0.08234088361452191,-0.021160278896701835,-0.00438157810793923,-0.45791308454503205,-0.08421131246433841,-2.0484675199316316
580464,0.11032701145738341,0.03512501134495548,0.24851039651978907,0.44597697968876715,0.9462480230518888,0.10955162994761228,0.16194178754491245,0.5,-0.7776405482649162,-3.2663699211333412,-0.08267644994602336,-0.021523967574636177,-0.004383322275355445,-0.43585049766092576,-0.0847356133635116,-2.1154994806634004
590472,0.13028032600959844,0.034248799944847155,0.26111079846498186,0.5033165334803835,0.9789618347377078,0.11776074161134827,0.1669009428279936,0.5,-0.7795671925724482,-3.337556640911713,-0.08239288363127177,-0.021287201486912866,-0.004220560691960804,-0.4399268642094037,-0.08429190962761593,-2.0566632760544623
600480,0.14939929571475213,0.03579722862484157,0.264409071931051,0.5327289152137137,0.9388166807274438,0.11449306876604383,0.16227653860314803,0.5,-0.7698558761854511,-3.2001325704379937,-0.0825443154164884,-0.021568303288680816,-0.004287560279105199,-0.43110618718586186,-0.08422003631973526,-1.8957940495323233
610488,0.137905998038024,0.03669199615307382,0.2613749622195081,0.4699816149986164,0.9571347217129902,0.11399045239239788,0.16065215136166017,0.5,-0.7830023371950524,-3.168285356220111,-0.08266702852995336,-0.021393980454430007,-0.0034162596562517726,-0.4383320746023404,-0.08420946966279963,-1.9435746094446704
620496,0.12859916577803698,0.033509119952465506,0.23910866059682162,0.46584419805635996,1.0202123614283267,0.12397981275994963,0.18657418490451433,0.5,-0.7802792273302681,-3.243885278956759,-0.08251612485352246,-0.021735193737484514,-0.0046028017138219435,-0.45110673038768284,-0.08348530787805689,-1.9697831613811245
630504,0.10082248036562269,0.03270750659496794,0.23545331776653466,0.4911074348879761,0.9958513483043605,0.132321218444372,0.14736140524829772,0.5,-0.8374032705752881,-3.2729713307097708,-0.08227943858423917,-0.02129630980306616,-0.0037203537789922613,-0.47150147107829643,-0.08351286304949412,-2.137060325967019
640512,0.12414782676828172,0.03797061133170541,0.25930311191860816,0.507973990735717,0.9573034086958548,0.12268383661291904,0.13583476005626946,0.5,-0.805948519272174,-3.207266829326669,-0.08257779333515704,-0.020981520297961954,-0.003948212476471533,-0.4846713255893675,-0.08418199641016998,-2.0443586505886158
650520,0.111724533949573,0.03418007875096513,0.23232742603091766,0.447221478756726,0.9807206192746418,0.1150964880083556,0.1596537279400267,0.5,-0.7705730872637584,-3.1603587407237423,-0.08255144253720288,-0.021017317522590347,-0.003824729987994538,-0.4067353665896288,-0.08386793809105168,-1.9480042700047617
660528,0.11905110365597021,0.03330666945952388,0.23626504241883853,0.5100772179114151,0.9960536377909905,0.12997796381853366,0.15359129702439173,0.5,-0.7860781299899073,-3.351684791873725,-0.08251825723040046,-0.021304667555491142,-0.0040146515974741935,-0.4584733849403284,-0.08337906364026126,-2.1091300147479255
670536,0.1306177067771185,0.036433597822451924,0.25752039410004224,0.4838522337712385,0.9669785323222391,0.12076783737503088,0.13550873350357817,0.5,-0.828259998128811,-3.1903571717162253,-0.08259021089789217,-0.021382086755298055,-0.00473609306229821,-0.4489023182253937,-0.08427483957449433,-2.028823682688715
680544,0.13500261158279112,0.04046076620729874,0.2926653365831058,0.4991428586010305,0.9664452641339446,0.11533625210595791,0.11789988896087751,0.5,-0.7771480522538528,-3.1634830360475052,-0.08244671645723683,-0.020821499464722965,-0.004269683922209563,-0.44784936843081047,-0.08394270577647302,-1.913008084177805
690552,0.14211327119432632,0.03613396831975752,0.27293646859401605,0.5411328751959907,0.9635722291234962,0.12169080757768479,0.1562321272006173,0.5,-0.7844591931241167,-3.1339938157719174,-0.08238621823168721,-0.021190359367057664,-0.003255281549047508,-0.45155773127518756,-0.08358739573081103,-1.8266182478439377
700560,0.11605811762584609,0.03414166480501932,0.26005374684716914,0.5526065158528906,0.9642426274632302,0.12927551535831178,0.16076528202691048,0.5,-0.8013665521441111,-3.151395519140427,-0.08269975293227473,-0.021404036661336813,-0.0038178202246316683,-0.4708100209928761,-0.0839945120866394,-1.8983447442029204
710568,0.09990437217912163,0.03229357152877441,0.239681022637425,0.5081334223812722,0.9796931186222645,0.1203177036060518,0.17983160046504781,0.5,-0.7941717485901001,-3.1369448139455427,-0.08273958194566712,-0.0218582149414718,-0.0044414805451507494,-0.41159136872024865,-0.08370135332516504,-1.875593750593387
720576,0.12154573598754005,0.03897110050777541,0.287707803092091,0.4795484013831808,1.0094077531239192,0.12167312519073968,0.10872829238414561,0.5,-0.8071128469436857,-3.1143722583598468,-0.0827804853028481,-0.021459248120908943,-0.004284765433519787,-0.46872782455187506,-0.08345571160444727,-1.9146109286477417
730584,0.11936658363218522,0.03366539197741773,0.24659168185400984,0.4971759894292085,1.047859548506889,0.13403992582867258,0.17936504858430674,0.5,-0.7556688299592825,-3.3289014841765505,-0.08261319035693694,-0.021962167347036304,-0.004086739394620808,-0.4725863605778713,-0.08338446877093926,-1.9911390707705514
740592,0.13315517740053834,0.04056148353702236,0.285441697460145,0.45721425448570246,0.9439481282674183,0.10619950893510159,0.1589091367538584,0.5,-0.7996056588498022,-3.026343996834182,-0.08238404527720365,-0.02121557728078216,-0.00389779879093877,-0.4394349219205228,-0.08316324487295915,-1.830615856986602
750600,0.10976682203764498,0.033257469909571,0.2490135112248304,0.4669326400925265,0.9622353004404406,0.11111778233052078,0.19066493143232988,0.5,-0.7556524591208404,-2.995805077383851,-0.08268402401138122,-0.02174807577208926,-0.004256196875826299,-0.42101188269663964,-0.08311236317089515,-1.7412816215636573
760608,0.12051486322776378,0.03918091072824676,0.25594175127956437,0.4599651977610876,0.9231669549351693,0.10698161334044456,0.15951686111916732,0.5,-0.7444543518864055,-2.972624144446928,-0.08271790416991114,-0.02092039778194081,-0.0037455754069238853,-0.4002397357403225,-0.08306458134640217,-1.7424985383873908
770616,0.12842220798641374,0.03960017510111328,0.2716000135416846,0.486251182226741,0.9284875334351259,0.10778753779056174,0.20847268422356036,0.5,-0.7199972333397423,-2.9705925806793596,-0.08267385134246995,-0.0215099085705479,-0.004133279270072858,-0.40878000778078777,-0.08362943703852675,-1.6206949637163073
780624,0.127141173218075,0.030370207785338377,0.2219055757718346,0.4382845666379009,0.9842435080825659,0.11933016379639709,0.2062977420872982,0.5,-0.7354763295242036,-3.0010463254597033,-0.08262419059957582,-0.021777022222007305,-0.004262134479642422,-0.3898706524816615,-0.08309809990007315,-1.6905818172874576
790632,0.12031738462844595,0.03540948901285756,0.25234258077405536,0.4365421157195959,1.0041718695301216,0.11689965552746005,0.19121059970389068,0.5,-0.753026650074057,-2.965071183836419,-0.08241142021772581,-0.021784830164350576,-0.004779549000718649,-0.41335612487281526,-0.08284413396342806,-1.6663801972330905
800640,0.12462313522020975,0.03627879475560427,0.2698567608817781,0.49718187728355484,0.9823391997238259,0.12128241043457386,0.15320759747416224,0.5,-0.7275586358132269,-3.101547979085516,-0.08276857307503961,-0.02202875684075057,-0.004383221842129471,-0.4528467672494244,-0.08340915830314204,-1.7897733164355185
810648,0.10532932734040878,0.03481496056717412,0.24944996275958697,0.4728980305632255,0.9566279256209658,0.1150122821135933,0.183762872714348,0.5,-0.770083102464445,-3.0479874961332447,-0.08270963913569498,-0.021789812085156648,-0.0040811071670795035,-0.4257143157996081,-0.08347575647407275,-1.8179458675800009
820656,0.1372307153048321,0.03684715767817907,0.27080734220302516,0.5235003301092432,1.0264265085258446,0.13599873931631973,0.09870194611368197,0.5,-0.8191270463059154,-3.3268307271051354,-0.08261551178429447,-0.02172420041804511,-0.004298927982314724,-0.4640750334189148,-0.08361047385062659,-2.07276918161412
830664,0.13354601575415262,0.03607755508353119,0.26099721027994083,0.5040299474548686,0.9987615723662256,0.12196149538112286,0.1567387486577474,0.5,-0.7802817211741876,-3.181331955403532,-0.08241757093228692,-0.02172874292634427,-0.004058115394768074,-0.4305610543786362,-0.08296782489420096,-1.8712344401263665
840672,0.13253626733259943,0.036793875202140086,0.2693006114530342,0.4883015830492021,1.0064099827147797,0.11704179586557911,0.17351391223657908,0.5,-0.7212656104235857,-3.1807710076569613,-0.08253035172216897,-0.021486082134718688,-0.004235955887665298,-0.43611252697947367,-0.0829552286053504,-1.8054587355560063
850680,0.12475215139076282,0.03930267058491198,0.2841285118719345,0.4653908155854002,0.9192128666216084,0.10513562133480243,0.13632164029578409,0.5,-0.7192311356418154,-3.055425591359385,-0.08243090800600729,-0.021244666962039978,-0.00391138382711736,-0.45353164073957075,-0.0828252806075441,-1.8443563294582765
860688,0.13614437395268436,0.03933682758769218,0.2772153062362133,0.4930657756769114,0.9794778925069036,0.12386304091705655,0.1398790485419848,0.5,-0.7931485084079124,-3.0650943029023714,-0.08269890919779385,-0.021496212412652878,-0.003746792015548233,-0.4399398281208294,-0.08346578902845106,-1.80060807666611
870696,0.14900753653256707,0.038221939113348535,0.27817720623392095,0.5365256432918116,0.9407724128517851,0.11519946196252594,0.1796940141654143,0.5,-0.7608171320628283,-3.1072955886928426,-0.08287736259102162,-0.022041115215544912,-0.003572872291430925,-0.44322657047019215,-0.08367260037941156,-1.7659050275518968
880704,0.11791940671497912,0.03727987921379905,0.26506753789783494,0.45035044319777034,0.9723788491422803,0.10754632095487295,0.1894643610857658,0.5,-0.7507903175975194,-3.084055345872815,-0.08277071400267733,-0.021487419907425823,-0.0044767426465158145,-0.43159580875979453,-0.08323081978727223,-1.8184003703667153
890712,0.14628646167190562,0.04028840413490645,0.28777404085315855,0.4921150691937531,0.9370776858043447,0.10551830720148113,0.19079084202919883,0.5,-0.7038482890511645,-2.969691091489356,-0.08275521597022474,-0.0214821101390943,-0.004210257691139152,-0.42730588599547775,-0.0827728160205591,-1.5922148554682696
900720,0.11306369966202935,0.0356772830342876,0.25066453523279436,0.45728849141270034,0.9582585144658625,0.11659007707330486,0.1659337911928398,0.5,-0.7415291270496204,-2.933461110145746,-0.08272511715286363,-0.021374490986516084,-0.004108016127860189,-0.3799637396811244,-0.08236897804889831,-1.6480541871188055
910728,0.12137932102036703,0.035222308821933564,0.271967436344423,0.44400910612802497,0.9852714815903139,0.12005160780106769,0.140017213210731,0.5,-0.8095191071900459,-3.0419466110507685,-0.08264214012498841,-0.021459758673862867,-0.004440841272845107,-0.43194825388465596,-0.08317277282155204,-1.857211010101858
920736,0.10699444302138354,0.0323625589940075,0.23067910734995425,0.474807346656103,0.9824955040618116,0.11920623790483974,0.22723913031368345,0.5,-0.7313452972284884,-2.9540710581331817,-0.0825820519174561,-0.021881263405879342,-0.003765357760050041,-0.41015931425433155,-0.08224898814434091,-1.6122690025419484
