step,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_alive,r_orientation,r_ang_vel_xy,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,r_total
10618488,0.40644731375593257,0.04266622878883128,0.217295813910099,0.40007967015642515,1.4115859874980543,0.3043130896336161,0.43276792614093423,0.5,-0.3089393246695023,-1.0267359020281523,-0.0703687865740304,-0.025199136579117428,-0.0006405530013701029,-0.12447780417133171,-0.054156715605739564,2.104637807254651
10628496,0.3739300921021385,0.04667435189920156,0.23497093333307978,0.4746192025827561,1.4408717004237466,0.3488756678816252,0.25874650094543145,0.5,-0.3456899116057507,-1.0375392654023357,-0.06947161407387072,-0.024462937634975354,-0.0003552318237006954,-0.13758784580421593,-0.05254999118948434,2.0110316516336444
10638504,0.4142751247081529,0.05120595387418737,0.2584753678417521,0.325364632286729,1.379831027880777,0.26574152614716035,0.31464046283290026,0.5,-0.2930908978671806,-0.9947924646942066,-0.06959342918509832,-0.02373850242106244,-0.0004423950450292908,-0.11048250938155493,-0.053311923573294444,1.964081973404233
10648512,0.3602549315159105,0.04782662851743064,0.2315793514970315,0.45073609519560326,1.3403661988708722,0.3247897624090218,0.3420062401311676,0.5,-0.32438738919692994,-0.9522347823012924,-0.07093132481599736,-0.024663671462765577,-0.000547517438326046,-0.1290144227257712,-0.05388319960030637,2.041896900595646
10658520,0.42040182515804453,0.04766295060857418,0.2526032922640383,0.46545595676473606,1.3386796352711599,0.31899502843390243,0.29939590036618846,0.5,-0.332204218871217,-0.9770569659748949,-0.07054541660225051,-0.02474033167084991,-0.000517474398716242,-0.12728050838987107,-0.05358062132873018,2.0572690516301138
10668528,0.4358361268496869,0.0406699349459292,0.21890375912111978,0.46875039061541307,1.3359688849351854,0.293535647140651,0.4892114101748662,0.5,-0.3218342065748794,-1.0582473610817542,-0.07297569557108805,-0.026901964175278927,-0.0005491628804577417,-0.12804484487242962,-0.05655491526136082,2.117768003365602
10678536,0.3560930067516018,0.0388465880460503,0.20915619591752121,0.4826359763264162,1.376925874987949,0.33524805544901526,0.38513071724837317,0.5,-0.3396699790347069,-1.0445669719908435,-0.07136035670391104,-0.025439919172090774,-0.0004750685253124437,-0.12600104285478095,-0.054928158526948864,2.02159491791833
10688544,0.3183161862165537,0.04404267585936582,0.23559020226473903,0.476700073984647,1.3031087019324432,0.30843397711900533,0.3626525731466744,0.5,-0.32978230247329976,-1.045022119070818,-0.07234606336700965,-0.025124741595680816,-0.0005923729693976899,-0.1429452336231065,-0.05609723198649618,1.8769343254376192
10698552,0.3424356744507365,0.039088781358723575,0.21192232187045323,0.4741666063309602,1.3826021854793122,0.3265799731968704,0.41557098724753927,0.5,-0.32145566125752845,-1.0330427419719488,-0.07111781796684588,-0.02546576203265539,-0.0004965855635268777,-0.1303796272676097,-0.0546517319241371,2.0557566019503453
10708560,0.47419910878070093,0.04678107710812803,0.2530810311441923,0.45380985991429507,1.322263985435546,0.2899316470593244,0.3520921724388338,0.5,-0.352931730364394,-1.05624015948465,-0.07158879712712808,-0.025686223271299758,-0.0005509313683178483,-0.134921417482825,-0.055373666139393214,1.9948659566430138
10718568,0.3456797861482901,0.04029112500172439,0.2168363493856317,0.42199372841581795,1.338965507970582,0.2954261625229431,0.4397292294490961,0.5,-0.318492079874715,-1.0414932087052626,-0.07176927470594227,-0.02534133891233557,-0.0007236838393665668,-0.12351880477892792,-0.055489851553856114,1.9620936465236778
10728576,0.3366566303336356,0.04035615935524475,0.21656716021217662,0.4590407201450119,1.429167450233291,0.3447939535842552,0.3574656599481476,0.5,-0.3356331776865535,-1.0170987734419001,-0.06984624019431544,-0.024888583929166222,-0.0006056022238636922,-0.13505186287824075,-0.053405025259771775,2.0475184681979526
10738584,0.35783406814867635,0.05198254458226523,0.2688382643943295,0.39074726497827017,1.3014443428188587,0.2719521726082955,0.27875814479049094,0.5,-0.3078715415305935,-0.9658905524635094,-0.07037657648929004,-0.02403390766254935,-0.0004842227803180116,-0.133304450713123,-0.053905350842072264,1.8656901998397337
10748592,0.3062402545109838,0.039992766183913654,0.20737662688399652,0.4282147445910688,1.3369016794188682,0.29968037977211204,0.48823621753340657,0.5,-0.31532413568733914,-0.9679038479262492,-0.07126496237386198,-0.025274916145680483,-0.0006108060042117308,-0.12604522254074363,-0.05495043258235092,2.0452683456339136
10758600,0.4090991411908612,0.0482470917590687,0.26487602124366255,0.4655615289056604,1.3571495446959772,0.3297168656616035,0.21531911975035992,0.5,-0.3380833624845876,-0.9911129668801636,-0.06966215426639041,-0.024083777502700687,-0.0005718797081616491,-0.13654013279411098,-0.05274492996872717,1.9771701096023504
10768608,0.36688738754648326,0.04664279446375926,0.24403433996842905,0.4687892997237379,1.39162870586773,0.337210957551796,0.2686266354808597,0.5,-0.3447481195451369,-0.987482076874705,-0.06940219783681673,-0.024103764265285193,-0.0003920604342579093,-0.1361741588874118,-0.05256223362393614,2.008955509135246
10778616,0.261402673569535,0.03508528471270837,0.1648490076207796,0.5343793668180126,1.267520313678212,0.3322007989580896,0.5746107748996533,0.5,-0.33429121083615604,-1.00429596286875,-0.0738339532354307,-0.026710601284777133,-0.0005571999167718946,-0.13280976580419884,-0.05729012872201193,2.0402593975888896
10788624,0.26637313176164257,0.03940456674296529,0.19600628445416468,0.4385767090393174,1.2947978745367739,0.3037971040271613,0.4855313871797758,0.5,-0.3310196748989889,-0.9951218631480478,-0.07229259047837983,-0.02547152518825296,-0.0008694172187327924,-0.12899041528910365,-0.056061268443908914,1.9146603030763854
10798632,0.28661528014972504,0.04267617876775668,0.22817220402656188,0.3742396519969064,1.3511089514559294,0.29592996710200054,0.3760764526184261,0.5,-0.3231260516670837,-1.0036516186790512,-0.07056498424895982,-0.023686937960926455,-0.000675227399638033,-0.1341041300989624,-0.05420639472888884,1.8448033413337974
10808640,0.28498297456440563,0.03307239862050249,0.16691551041891506,0.5552650462832879,1.5334815985429064,0.43185885216236214,0.35642043664231193,0.5,-0.37328975491805705,-1.0471718191144845,-0.06945044703531371,-0.02538041036678478,-0.0005042954349617274,-0.14499787121138613,-0.05271037713508415,2.1484918420186228
10818648,0.45292363058123125,0.05393850089386778,0.27600947650382396,0.4303244751955546,1.2290180574230818,0.2601180997865915,0.3569537740555581,0.5,-0.29925387460371844,-0.9518985215452349,-0.07210988590222736,-0.02493520235649622,-0.0006219957869095881,-0.12458842285332597,-0.05533264547181993,2.0305454659199755
10828656,0.5257200326138327,0.056243299187745115,0.29003787901585676,0.44498347005498395,1.2249532878029392,0.25709438327710116,0.32857492569290025,0.5,-0.2975815064370027,-0.9879648965023027,-0.07294835601628005,-0.02585041757216326,-0.0004739945106418017,-0.1354286069544208,-0.05584442968100022,2.0515150699715483
10838664,0.32049658693843647,0.04146870354395539,0.22393429885730984,0.5179034881268334,1.4192265766080419,0.3633577945745886,0.2765971297919362,0.5,-0.3324550431978977,-0.9965983697906716,-0.07020033496705239,-0.024585277246842153,-0.0005743750446407533,-0.13438144255546763,-0.053075154249360386,2.0511145813891702
10848672,0.3883295639802243,0.04022921531601071,0.21660438766142776,0.5006331433048035,1.517128163405389,0.3774032573305406,0.29112381496319234,0.5,-0.32938617225049865,-1.0242920709591028,-0.06845925976837047,-0.025235719956615967,-0.00034416107066002715,-0.13574927329863093,-0.051481462752957854,2.1965034259047505
10858680,0.3736969041083118,0.042845303353521734,0.22608588209843913,0.5802104254853292,1.3710807744945908,0.3493488441785394,0.32120576712096943,0.5,-0.32398746719937865,-1.0244464409428666,-0.07133010202920984,-0.026208634861794592,-0.00042316495055233987,-0.14142915166752273,-0.05403964934879977,2.1226092898395748
10868688,0.31387537604800236,0.04551097474080755,0.24062390743146989,0.47703999860702495,1.5024018543992719,0.37698045421904736,0.1465577607348295,0.5,-0.33792446173771384,-1.016781171032928,-0.06799674717907973,-0.0232664314272666,-0.00040105221507780913,-0.1327982023204658,-0.05085230346534166,1.9729699568025805
10878696,0.3561858081406748,0.04698663260993326,0.2508215801324179,0.4975244320419928,1.3528273962531152,0.32156418108627044,0.24402600196219862,0.5,-0.3317748463378639,-1.0416224892725696,-0.07071044484020732,-0.024477050988186762,-0.0003184526806322098,-0.135650525934966,-0.0536640498867339,1.9117181722854446
10888704,0.44687652150810137,0.045206206568470915,0.25576688496518823,0.49023072501066006,1.4439565879539789,0.34845928342067867,0.25878671339213627,0.5,-0.34076826107029534,-0.9772324081179187,-0.06909285788992629,-0.02521739901948875,-0.0004017678577923541,-0.1356633979118078,-0.051902066595937935,2.1890047643560506
10898712,0.3525470205422575,0.05326427323334004,0.2820323167679305,0.44875125167919566,1.3011459109662913,0.30703695877784204,0.1771397110447588,0.5,-0.30721844136559007,-0.9652587172515396,-0.07041604770123325,-0.02331534145305555,-0.000480566574212624,-0.12225834529008409,-0.053274871388528315,1.8796951119873713
10908720,0.5219685263354044,0.05695243578223134,0.3030469345963503,0.36283915051313426,1.2178366475510305,0.20709094648167342,0.3360282375574893,0.5,-0.28467868271554136,-1.0066416703987666,-0.07228176639842702,-0.025040260769221948,-0.00043883879294805963,-0.1142168306135365,-0.05576520537104773,1.9466996237578251
10918728,0.4808685356155163,0.04692039109894153,0.26281077865053204,0.4550329850129179,1.3438193229039255,0.2776451011282269,0.3694379880217681,0.5,-0.3271095823579549,-1.0554962590166277,-0.0712631014690145,-0.02611778033810357,-0.0006110780660693285,-0.13486402769771008,-0.05496012120605591,2.0661131522802925
10928736,0.286434816436868,0.03842896481515704,0.1907617477978884,0.43168564905503676,1.4507657315662985,0.3419492829736103,0.46540447607539653,0.5,-0.33041991162898116,-0.9637634694194082,-0.06940492541265406,-0.025044227944219788,-0.0004645325699724614,-0.12525656428251258,-0.052936140450884565,2.138140897011623
10938744,0.3085294290722941,0.047052108038883975,0.24610182330592606,0.44249174137924824,1.277846220587866,0.30406950174860836,0.33309706264966676,0.5,-0.3320603442733484,-0.9177662166863756,-0.0713542386553697,-0.024078323441892847,-0.0003717995002539099,-0.13013428400526297,-0.05432758169683307,1.9290950985231567
10948752,0.4405913174047493,0.04773570244413979,0.2714783859059612,0.4346768862149413,1.2665615957082483,0.2695430303589026,0.33704891746745863,0.5,-0.30233133158618225,-0.9751968842210796,-0.07190979915390273,-0.02510444325055923,-0.0005084101032439924,-0.12818323557643763,-0.05544425260184502,2.0089574790111504
10958760,0.3176368837091306,0.04242689208444901,0.226046011756128,0.43324336924265194,1.3419465442286094,0.3031049763855162,0.3843694525963625,0.5,-0.33203831124291444,-0.9849636892595549,-0.07102612990860084,-0.025037716924759236,-0.00046979687309126836,-0.12433508223441012,-0.05476251108202773,1.9561408924774866
10968768,0.3111261446211637,0.04556259689292259,0.24458626917504642,0.3946469955442354,1.2627015253295641,0.2720532081527092,0.36840452531858153,0.5,-0.3218649913634772,-0.976992996286346,-0.07193404049873083,-0.024261598771351072,-0.0005967053921322956,-0.1271522882611469,-0.05577503388992895,1.8205036105711088
10978776,0.49906754375031165,0.048900015125902245,0.2652880363043124,0.4423568335588118,1.3546394759239617,0.2824490422672457,0.3173226627047196,0.5,-0.31955716030799897,-1.0772750346270408,-0.07130935210686742,-0.026190127079893523,-0.0005945245625184858,-0.1398728994807182,-0.0546943755911562,2.0205301358790706
10988784,0.5109991381649843,0.05361916033498016,0.28821918398429747,0.5242354192867179,1.2478813146545151,0.2868282650529545,0.289647554416205,0.5,-0.3065513014149316,-1.0177557000349409,-0.07322980108032169,-0.026511467184272282,-0.0004264804902130877,-0.131124847473958,-0.05596117771750772,2.0898692604985087
10998792,0.3438777687012209,0.0386099544642211,0.20580714521895288,0.4902390691295841,1.5065762225840402,0.37997538454765406,0.330703300422682,0.5,-0.3316760862148639,-1.014245343744966,-0.0688886748831131,-0.025199646440348583,-0.00040746821432458355,-0.13112970717690198,-0.052170277951880735,2.172071640441958
11008800,0.3326300543538787,0.043177016439554856,0.23671061074916788,0.3683353692113056,1.4040734689004724,0.31424499490160906,0.35291713275268755,0.5,-0.2969453782893096,-0.9484351581160856,-0.06871354673778332,-0.023824356421517853,-0.0006140692355680287,-0.1126059871126669,-0.05238116171903068,2.0485689896767156
11018808,0.5004161510494008,0.054131928917611684,0.3000033987894462,0.42630491726621916,1.3179066200441096,0.28087938083884006,0.249816540304471,0.5,-0.3138481666580265,-0.9782412314063232,-0.0705980780319536,-0.025120600490279792,-0.000549011960902201,-0.12634104622848955,-0.053490627181293944,2.06127017525283
11028816,0.4904043848992901,0.0459797965814957,0.2580692377750231,0.4821505195832289,1.3876011502611132,0.3273690287553963,0.30666290656117073,0.5,-0.32922329420077395,-1.0112284846098878,-0.07044252264208492,-0.026016793174408352,-0.0005005575757605248,-0.12858191348902864,-0.05354770755120796,2.1786957511735663
11038824,0.4096146481924822,0.04592584981271331,0.23696998265549205,0.5027076293894666,1.279567018438069,0.30911130237753737,0.40766605511636694,0.5,-0.3146198345731387,-0.9505775516314693,-0.07232377861326883,-0.02656133642463012,-0.0004406309714934804,-0.13117312765573091,-0.05523176101068209,2.1406344651017144
11048832,0.40328455571322597,0.0473401720857805,0.23032105527926225,0.4042203246868883,1.331904230067756,0.2847030049226539,0.4451636433321542,0.5,-0.30621355208907536,-0.9648967220282275,-0.07110844653006881,-0.02584866626805235,-0.0003375095762039458,-0.11958728115561107,-0.054392711121198395,2.1045520973192837
11058840,0.3442307738640934,0.04556050514020558,0.21784775005012733,0.4985874321119919,1.314525522176043,0.3253409070745477,0.4082448543122023,0.5,-0.334339419031661,-0.97742459633905,-0.07158807772291167,-0.025662361408962567,-0.0004332430334119517,-0.12993736272635895,-0.05417174023767275,2.0607809442291845
11068848,0.20075414973397476,0.04344176720879369,0.19765896782049566,0.42188595540805773,1.1040488961750061,0.252381771818747,0.6148765688235114,0.5,-0.3033323724128257,-0.9367855606926437,-0.07537838120954399,-0.025442208452429615,-0.00047952983683145837,-0.12449702565214772,-0.05857143120184368,1.8105615675303204
11078856,0.2991508567132652,0.036792952648729504,0.18358936771576664,0.4362881814678156,1.3228525459215827,0.3175842738143996,0.5588106454737409,0.5,-0.3037672344492256,-0.9682122467810252,-0.07185398341191548,-0.025990999173816913,-0.0003562503627213125,-0.12074687311147764,-0.05527929161549065,2.108861944849625
11088864,0.3255036292537502,0.048774023255562494,0.24459462386880199,0.4239414766348396,1.2801355092867182,0.29382128511967104,0.3832425259113428,0.5,-0.32673266244887816,-0.9387500797295193,-0.07116106090723384,-0.02437597908136435,-0.0005187572012567825,-0.11729297871426198,-0.054330827145444016,1.9668507281027303
11098872,0.3115728518120572,0.04167063978851376,0.20644776167111362,0.3612582268555684,1.4391130138894561,0.32402069494108904,0.37924348382753725,0.5,-0.3320331272643053,-0.9230917854665451,-0.06768999814304764,-0.023618592308449225,-0.0004588543684818257,-0.10802267514060557,-0.05150084336128995,2.0569107967326095
11108880,0.4277588777471737,0.05470348345761586,0.2809178989553333,0.4139913009740374,1.1975729489700895,0.2349341969507144,0.35360668716231786,0.5,-0.29421819720791675,-0.9733710402899415,-0.07222158382999339,-0.024926704344352065,-0.00041472212141998894,-0.12339237019409145,-0.05539844277318545,1.9195423334563815
11118888,0.42400590186573495,0.053008337352191064,0.26288070658832824,0.46181991772301956,1.2093308257972704,0.2699542017776094,0.382242663555563,0.5,-0.31739860555027877,-0.9404723678996989,-0.07195655370615907,-0.025419921033618367,-0.00041719342476734614,-0.12942835602785976,-0.055232736244275216,2.022916820773059
11128896,0.3600979153683311,0.04982170093004575,0.2553324869745846,0.42716868949942755,1.1799306904818765,0.26031391898890355,0.4165950711846884,0.5,-0.304082043916144,-0.9063473640066481,-0.07271390924407167,-0.025059313394566986,-0.0005149029540582211,-0.11829749688820332,-0.05570228999089034,1.9665431530332758
11138904,0.3591610310402262,0.04268921893187523,0.21259930074155928,0.4773056979519869,1.3064007037141705,0.3058519269604048,0.4647551099438375,0.5,-0.32116956315177936,-0.9775640360510484,-0.07169644156737356,-0.025905870050303644,-0.0005331750806710583,-0.12303212841758933,-0.05482670789416125,2.094035067071135
11148912,0.2498178894656332,0.040745139613174046,0.19592933088849068,0.3986881545206536,1.290516992443921,0.29288115322752145,0.5205345791578408,0.5,-0.3245771690074782,-0.9666393863428621,-0.07162766211073869,-0.024908416848924628,-0.000557328380472841,-0.1276980065460364,-0.05540173226991533,1.917703537810806
11158920,0.46465943429582274,0.04738868142701254,0.2517500681895,0.4709579025868656,1.362244984026227,0.3199365719753753,0.33377500879121086,0.5,-0.3304524680702795,-0.9930295692876344,-0.07075317185755542,-0.025703781562101402,-0.0005048416587153087,-0.13468791837984317,-0.053691679362742266,2.1418892211131433
11168928,0.170431854407301,0.03959645473478983,0.19348673134596164,0.5258571960374335,1.4319192675858714,0.4192521754020033,0.24757766026615124,0.5,-0.35088748002243814,-0.9205900739444931,-0.06858197301447443,-0.02344303504171315,-0.0003408778826866627,-0.13212919246496618,-0.050954446474097595,1.9811942609346405
11178936,0.3629431712751286,0.04830726070572021,0.2495665710329878,0.5129757325875108,1.3434332400761204,0.3531935661407081,0.24191165852009694,0.5,-0.33292531025947947,-0.9241557200258989,-0.06992565619308941,-0.02444354441751414,-0.0003067698176568698,-0.13243709807084464,-0.05238028663919739,2.0757568149145933
11188944,0.29101179627751306,0.033626811682665576,0.1692221048632291,0.5604821594763374,1.5095568625768188,0.4298060106722746,0.35159032005456026,0.5,-0.36145671422521036,-0.9776177559736591,-0.06868736301576653,-0.02550993459090279,-0.00037423424403369113,-0.14255455295454697,-0.05137474703288384,2.2177207635663927
11198952,0.30141879953372974,0.03772869413455204,0.18299397218644778,0.5585676152263375,1.449847244234341,0.3991836539397758,0.3615935994198318,0.5,-0.34694962564349024,-0.9733295389697272,-0.0697777470001333,-0.025610353992519274,-0.0002754045759507069,-0.12526991117085712,-0.05219264089898381,2.1979283564233554
11208960,0.37051166314341827,0.06532711380425772,0.32767288703473174,0.3366726507828937,1.141023144293947,0.20695018467019916,0.1886506478099983,0.5,-0.2764314231045879,-0.8766999747257664,-0.07060802768200457,-0.02210823749841038,-0.00040278057536021557,-0.1101178584369534,-0.05367892399749806,1.7267610655188643
11218968,0.3347861012626964,0.05718956508154332,0.2869866421471665,0.41177854298668476,1.1939288202623257,0.2509026010274663,0.2657112099233171,0.5,-0.32184170164969517,-0.9564731392178693,-0.07206443714345405,-0.023854499230915663,-0.0006731228284800964,-0.1302866867071481,-0.05548327383531378,1.7406066220783258
11228976,0.3299075175723644,0.05091363248735915,0.26743906735687206,0.4126936458738806,1.213960142547034,0.2733923051717508,0.3435203053858557,0.5,-0.28243057844496383,-0.894142734186531,-0.07199943780197175,-0.024110233518385798,-0.0005571453279618623,-0.11709227497454378,-0.05532693450015845,1.9461672776405985
11238984,0.4044947600076752,0.04982782332776366,0.25361525786139966,0.3724169267817208,1.3332697957552835,0.2783225868639283,0.3917805256736311,0.5,-0.28511105543870213,-0.9161070458419418,-0.07010169888130154,-0.024706188667761177,-0.0003568077470653573,-0.12164856872595518,-0.05385637802980722,2.111839932938866
11248992,0.4151595319283911,0.05902379028859439,0.27356523559791135,0.34987258458903864,1.1575920105011868,0.20544194195189178,0.45547156861767396,0.5,-0.2890939670557562,-0.922180638806799,-0.07273001773140239,-0.0249057593545465,-0.0005237823872046267,-0.11130177741625932,-0.05642090990544478,1.9389698108172744
11259000,0.330056712425487,0.04221499827171554,0.20917495054492763,0.47994749304745554,1.4290001643028503,0.3565198261565809,0.34100462580482527,0.5,-0.3428204492479182,-1.014696008680121,-0.06997788187825874,-0.025346140846857663,-0.0005148431699939735,-0.13153200487387748,-0.053235714355177204,2.0497957275016376
11269008,0.4143585405387653,0.04593092319955281,0.22889829192637015,0.50915185730518,1.316798086872591,0.32317338232206805,0.37989661804916774,0.5,-0.3242146390796227,-0.989961350274263,-0.07192479419993335,-0.026139410885199915,-0.0004807977617548261,-0.12709764789802486,-0.05477535261775112,2.123613707497147
11279016,0.3284310033243118,0.03779247083775375,0.1873902045766292,0.5791363172994926,1.3741409889400138,0.38806944778415453,0.43911628235510414,0.5,-0.3328570082673022,-0.9774281161821157,-0.07225052403519956,-0.026969853950732654,-0.0006925053964468174,-0.13590367520683316,-0.05481012633659055,2.2331649057422402
11289024,0.2982466481905276,0.05373830207791547,0.24264935684244504,0.34763666561159984,1.114990692022181,0.2130499472546854,0.46740598947635703,0.5,-0.27922539823652903,-0.8534393468232335,-0.07274261204369542,-0.024348038539948557,-0.0006240307847057819,-0.10461794541015693,-0.055947735320707875,1.846772494316737
11299032,0.443965444254412,0.05642993431609339,0.2729010953437746,0.32997712616883157,1.1289486479901998,0.18582105165586155,0.4974646576442126,0.5,-0.26819512101259213,-0.8779841003988728,-0.07293508374321855,-0.025101159053985047,-0.0006756287145184715,-0.10561591455330221,-0.056220641804540526,2.0087803080923554
11309040,0.27413937111416264,0.04306637173000041,0.2045626465584805,0.48738391469867676,1.4790950578856326,0.3936542823097887,0.27816892699432755,0.5,-0.35024730050974595,-0.9672537116825246,-0.06838836093689447,-0.02429985137104057,-0.0003424182346501571,-0.13120736997448143,-0.05097083088498627,2.067360727696745
11319048,0.20712854213032542,0.049168675905368345,0.23021245894800607,0.4466083943964406,1.372594593231699,0.3508171092374312,0.27307952292272863,0.5,-0.3280251969392149,-0.93116943357017,-0.06933744209052137,-0.02353302536950445,-0.000564225660657061,-0.1210102273729207,-0.05172061537531785,1.9042491303936953
11329056,0.2517684521122022,0.039670807067266244,0.18922742694634495,0.455689252419845,1.5053603156922408,0.38629457971543485,0.32807610616917476,0.5,-0.3315539307535793,-0.9825893667535974,-0.0681902612689523,-0.02418199114503962,-0.0004774105347510106,-0.12178714990836223,-0.05098101003557164,2.0763258197226553
11339064,0.25406964241620367,0.04238386494483464,0.20562545729922324,0.39080103033500474,1.430291574051163,0.3609704294877263,0.34077611902959365,0.5,-0.3159273048210161,-0.8510793312627767,-0.06768530851137781,-0.023197348944138114,-0.0003980184038149917,-0.11427395446257958,-0.05063033972066558,2.101726511437378
11349072,0.30572511314823164,0.05038957770046529,0.23723063615078788,0.3465023984571919,1.1813203410227124,0.23017213123225594,0.5095948585766941,0.5,-0.26953298659921393,-0.8862520678351168,-0.07241919586496091,-0.024348158374661574,-0.00046458886247153136,-0.10567952570264283,-0.05565632051244642,1.9465822125368282
11359080,0.3397506453324173,0.05145208507060131,0.23382106543439707,0.3570574427164209,1.213322706477439,0.2388850971933352,0.5176185930694552,0.5,-0.27470941067595933,-0.9080030632895595,-0.07224468191659292,-0.025117658291738475,-0.0006166134731664612,-0.1051078716324739,-0.05576634446014648,2.0103419915544287
11369088,0.4789693521937136,0.05756931648204824,0.2932861816778123,0.37036259950789735,1.1675343355192698,0.21177690865644572,0.36735205749598543,0.5,-0.3001294900123208,-0.920246628233073,-0.0720395475827473,-0.024951453513562042,-0.0004904665453404753,-0.1143829624028787,-0.055583939303306365,1.9590262639399452
11379096,0.46460394201429694,0.05255388250780501,0.26338969247879607,0.3621604774999293,1.3931763111880555,0.28790511507628347,0.3050762367484861,0.5,-0.30422854883569195,-0.9350467669772388,-0.06870319092683706,-0.024389104589757828,-0.00047631429979281875,-0.12005838155657025,-0.05198618816693005,2.123977162160831
11389104,0.3652852702303169,0.04985686080579768,0.238110518835739,0.39453433471134314,1.2968816109725383,0.2688241339165851,0.4225164337924678,0.5,-0.3030032524722223,-0.9421796232711033,-0.0712064176470123,-0.025248291484539713,-0.0004949515459054503,-0.11439401843893374,-0.05429965213453373,2.025182956270538
11399112,0.3054525289420087,0.04481025341061747,0.2147816924995623,0.4256131953467433,1.2167494311807003,0.2668923451625565,0.516908129742431,0.5,-0.3025302871195333,-0.9637638551795666,-0.07354431974421725,-0.02573303440559657,-0.0008194487845254668,-0.1097559657771364,-0.056726369042193206,1.9583342962318482
11409120,0.5574615595305003,0.054152743433917704,0.2901152882298267,0.46866100397631816,1.293454281715452,0.27200663184559165,0.3092647291310688,0.5,-0.3322728425397759,-1.0264428307919093,-0.07217711179515593,-0.02630345640570546,-0.0006553404546828347,-0.12724881003949012,-0.0550867342649465,2.104929111571008
11419128,0.5200597319926742,0.053065301805621905,0.2840145619960057,0.4530228141432575,1.3263745446203699,0.2847478397013904,0.29654303456666353,0.5,-0.30864980060584324,-0.9802937015288311,-0.07058568683008479,-0.025379593774074085,-0.0005220369370026054,-0.1167004781092162,-0.05340765405641321,2.1622888769845194
11429136,0.35267383108273576,0.045586634110530815,0.22357222507868657,0.49445871805134717,1.3946507156735568,0.35010646684982577,0.34219794646386187,0.5,-0.3307558828106412,-0.9800178615733909,-0.07034205543348919,-0.025426803939593994,-0.00046137919555439585,-0.12735533165667007,-0.05308109224066795,2.1158061304605367
11439144,0.5770572088781445,0.0637881317768834,0.3240491510023144,0.40593065718816207,1.1160682633405599,0.18115662281904665,0.3556097542533403,0.5,-0.26821993025091445,-0.9729629548700925,-0.07380016485363798,-0.02605176351574561,-0.00039884841669706334,-0.11864313644245035,-0.056885532902417046,2.006697458006497
11449152,0.46216315234990124,0.05359279110697245,0.27425180749498124,0.31136061103124285,1.2729505604096576,0.2195251154207749,0.4407941086945062,0.5,-0.27076757276732455,-0.9339925218616462,-0.0704484822752854,-0.024558242337158885,-0.0005856645603247049,-0.109583903730154,-0.054425575522253786,2.070276183453887
11459160,0.3426134698654042,0.0419218824337688,0.20005298429311955,0.5007718437016535,1.3252500298555276,0.3266888962042297,0.5245172000295604,0.5,-0.3059804989159373,-0.9833847278369476,-0.0719938201272889,-0.026654203048474146,-0.00044478648749642866,-0.12793669398339416,-0.05487466852293241,2.1905469074607913
11469168,0.3765465123563643,0.046007824547139246,0.2301280375861102,0.4649828008088847,1.3518116512993132,0.31543660520713374,0.38830625745843683,0.5,-0.3144448016212157,-0.974834076598656,-0.07121960035225772,-0.026006781481679862,-0.000555298683808787,-0.1180072610487671,-0.054146221041533646,2.1140056484354646
11479176,0.4641615847263576,0.05820243867330892,0.30198739841842964,0.39460825282360623,1.2411375417503288,0.24253038158515589,0.30151796133567865,0.5,-0.29150053508150325,-0.9277168108024504,-0.07146213666792879,-0.02480938303235916,-0.0005796146012898685,-0.11669692701839858,-0.054432408469691725,2.0169477436392445
11489184,0.34049105631721016,0.04414554222848445,0.21806019367007085,0.4278176788892459,1.4240078397747695,0.33484590588087804,0.37599324492911024,0.5,-0.30038941252174745,-0.9302847326840715,-0.06945850143589936,-0.025025755944208552,-0.0005860354432956656,-0.11652423624681663,-0.05258953773430325,2.170503249679427
11499192,0.4131670879976411,0.05442738787142683,0.2706591221521701,0.4311927072189793,1.2320684793294265,0.2640251589330358,0.3265356392804854,0.5,-0.30618890758804157,-0.9142896831433528,-0.07153426051200895,-0.0247158629689024,-0.00044625689254786447,-0.12020764948657611,-0.054593453816128804,2.000099508375607
11509200,0.27468467648562883,0.0399062535928029,0.20143135439242257,0.5136295105990023,1.4047438854722012,0.37727297604012566,0.30793472864902766,0.5,-0.3426292276176121,-0.952476469202708,-0.07032798146147441,-0.024849647518396377,-0.00042088378689627605,-0.12505279039131187,-0.053147051714555964,2.050699333538256
11519208,0.34184931604373114,0.04537709495787473,0.22394028839436877,0.4682420140862479,1.3753029160905688,0.33229693131766674,0.32406372045200876,0.5,-0.3230850232323739,-0.9544916852194496,-0.07082116371588627,-0.025232102323466277,-0.0005146536626262977,-0.1318094292859923,-0.05380444139372678,2.0513137825089456
11529216,0.28859786614710414,0.040957851529111564,0.199484269066294,0.36478100257851953,1.3897428280116275,0.30098532525053423,0.4637395324197048,0.5,-0.3036147125345685,-0.9310860261386742,-0.0699956460900675,-0.02487917312090596,-0.0005145131160652955,-0.11672836921903589,-0.053539793171450814,2.047930441612127
