#{"t_start": 1775209896.6036954, "env_id": "None"}
r,l,t
7.0806117,10,0.599828
16.81449,12,0.605704
0.3237119,13,0.60898
21.344463,18,0.620384
4.007084,19,0.622504
33.038376,22,0.629068
1.9801526,12,0.629101
8.427947,7,0.638926
7.2687335,14,0.638965
13.941776,7,0.655856
24.38433,34,0.658391
4.479455,38,0.667324
2.722715,6,0.671353
35.38942,18,0.682783
61.56544,31,0.68282
43.333874,25,0.688961
1.6206518,28,0.69625
32.41483,13,0.715194
53.490025,40,0.718131
25.57549,11,0.718165
11.915944,23,0.724707
18.099243,19,0.728689
12.625193,8,0.734714
8.074278,19,0.741293
15.673983,16,0.749387
7.929611,13,0.751779
3.1725464,18,0.75575
18.277836,45,0.759819
33.920544,19,0.773112
6.9396625,10,0.780185
16.692566,29,0.789404
44.09853,20,0.794726
27.88789,18,0.794755
9.072736,9,0.79476
0.7080205,22,0.797013
7.7005587,8,0.813273
1.8680099,16,0.815484
0.12028237,11,0.817264
14.136995,38,0.820863
5.6977625,6,0.828459
54.559998,20,0.830371
40.93594,73,0.832064
2.4083858,7,0.833867
1.7749563,8,0.850365
51.80627,26,0.887755
8.504617,33,0.887794
17.551651,19,0.895266
25.417019,26,0.895299
32.03109,10,0.91838
20.199905,39,0.920653
80.88851,59,0.926507
35.670532,51,0.929721
48.30609,17,0.929748
2.7781537,19,0.934532
2.2889698,14,0.953268
1.0520809,13,0.958476
38.62387,33,0.974618
3.26274,23,0.976882
54.90406,20,0.976913
3.8673158,21,0.97958
26.311934,12,0.983222
5.534426,20,0.983251
8.222961,7,0.998408
0.8758274,8,0.998446
19.86582,10,1.008137
21.830406,18,1.023274
0.0,30,1.033828
4.5546346,102,1.033859
0.46294472,20,1.033866
24.850689,14,1.03387
49.39935,29,1.048326
3.2460608,8,1.052553
17.243195,10,1.057295
2.9426143,15,1.060119
10.822569,25,1.060141
4.162423,6,1.074308
28.701204,12,1.076805
0.0,20,1.083043
4.0074954,15,1.089893
17.382725,35,1.094099
18.012932,16,1.096518
17.52783,13,1.114653
12.751386,14,1.114703
9.615723,36,1.133603
4.810805,13,1.144832
13.70349,10,1.152056
2.9501555,18,1.16589
11.519319,12,1.184227
0.59094214,9,1.184251
7.10528,12,1.193855
15.440804,31,1.19564
9.834439,23,1.195659
0.2823796,8,1.199146
36.123863,39,1.204063
45.402454,50,1.209061
0.0,8,1.211303
2.0105581,15,1.223361
21.26233,24,1.230517
0.0,18,1.23537
24.36894,32,1.237892
