step,r_alive,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_orientation,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,r_total
10000,2.0,0.3998257956201165,0.13918064965021995,0.38998266196549225,0.7686804594207629,-0.6314226505785835,0.03144254926596735,0.11269991648540771,-0.15923425223662332,-0.04662596485685249,-0.12807908490653355,-0.002181468497898306,-0.08164826135593763,-0.3716573129954463,2.4209630369800923
