step,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_orientation,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,survival_mult,r_total
210000,0.5642590047377596,0.15267132724639512,1.0407288833016,0.9726759914249095,-0.5654078871326337,0.03928495428364781,0.14597031281588424,-0.13515456407800458,-0.04097446307305243,-0.03895647979539635,-0.0007872868400025515,-0.06746053330109218,-0.16090302944370272,1.1853473464329685,2.2478668002418343
220000,0.5939379076351008,0.143388939602607,1.0045286961338393,1.0388357552330305,-0.5760383310833241,0.045095271737740875,0.12337707651342299,-0.13916161471176064,-0.04095019184661217,-0.03824902343255279,-0.0007354708529588102,-0.0730222117425057,-0.161112019885942,1.1874837584448843,2.2634150052061606
230000,0.5380744018070364,0.13633933867020362,0.8539989506408759,1.0113139212120947,-0.637717579004249,0.04604808958800923,0.18912471128938269,-0.13735867365566104,-0.040903174622811345,-0.03869875862461328,-0.0006274226159135527,-0.062266670364136634,-0.16116455298297094,1.1774275600497792,1.9926306851990931
240000,0.6595200742371155,0.1302558825302502,0.8153620553084047,1.1869203808977757,-0.6076015048672561,0.057337702070968236,0.17361972522584454,-0.1340660272168851,-0.04106769908491989,-0.03947440344184638,-0.0007163855520378554,-0.07072893953754232,-0.1609893328626856,1.194086552592129,2.337142673550382
250000,0.5667085029196268,0.13900299474998148,0.9228681587493122,0.9870123143786366,-0.657264804152864,0.04699361697860876,0.14459360625687034,-0.13807571034033392,-0.041039287839378887,-0.038639761238038556,-0.0005876129404487116,-0.06878374584813686,-0.16144735420375284,1.1887665700155388,2.0027569359198796
260000,0.5326237896230432,0.13619053687297553,0.8723273064427016,1.1511613910446021,-0.5167653677111455,0.0489832630717094,0.1681058499879826,-0.13351267712195158,-0.04110705905038851,-0.03841458673524856,-0.0008301967439523867,-0.06963466440030033,-0.1595221913018187,1.1907570178655866,2.3095259022056327
270000,0.5629466017047682,0.13224807303445307,0.9114078393573587,1.03078269545609,-0.5391831651190544,0.0461246939657182,0.18606935434215574,-0.13419880247539392,-0.04112574370272744,-0.037710857068002236,-0.0006493116019807751,-0.07105829181868101,-0.16157599885022333,1.2091141588452463,2.2620862116326395
280000,0.56919325050322,0.14083383815153827,0.9382895642787488,1.1148798979946002,-0.5617231018214635,0.04889045726286739,0.1462436687452496,-0.1304802462231803,-0.040956757181222846,-0.03915015943706037,-0.0006433435168321863,-0.07432727344829765,-0.16018064889993572,1.201542161068955,2.3274809891366184
290000,0.5198808104410843,0.13505821831150286,0.9175959845910069,0.9349893537599343,-0.6432693721785022,0.0408876846455352,0.18935088059902602,-0.13587777030813386,-0.040975857921065006,-0.03842011446094513,-0.0006603166286374029,-0.06781461314553167,-0.16138447299086037,1.187270365100549,1.9405764268625911
300000,0.6201368635232468,0.13243557963346583,0.8750558698076822,1.1550631406569831,-0.5746165611609525,0.04983940144848613,0.15888092422161285,-0.13850769937451854,-0.04105299970527536,-0.039198505197226986,-0.0006916027102052845,-0.06781253261125798,-0.16080646821505964,1.1946629599952483,2.341412735969579
310000,0.567899141792472,0.138604628959149,0.9419237003371582,1.0753591505921853,-0.5043510456591979,0.046396947759571344,0.18435963528758376,-0.13788032055172295,-0.04097858457043026,-0.03869579812198878,-0.0005886368697043672,-0.06227225706574688,-0.16072549430521668,1.194247349042067,2.389655645741591
320000,0.6088598231967408,0.12925811827950875,0.820102585596928,1.0640739794859382,-0.6208554761878999,0.04860705694751132,0.2122099455058171,-0.13036797468124425,-0.04115597971905248,-0.03921104538518187,-0.0007045854191523398,-0.061457647091652724,-0.16135785526890414,1.205785016282832,2.2095078917761053
330000,0.6596377763329994,0.1300994088992774,0.8273710085832071,1.0519890126881557,-0.6776450758749937,0.05124546227409597,0.1853622623731417,-0.14198852293266187,-0.041030034005502716,-0.0398278716374636,-0.0006352677737057983,-0.06756597865037586,-0.16032512928755763,1.2048646514302572,2.11190541878847
340000,0.6682562304965922,0.13150244084001717,0.8392581958040599,0.9615780314059691,-0.7044399476912099,0.04910065593397035,0.21113881095611609,-0.1387797988362615,-0.04098625415509868,-0.03962179804319142,-0.0006535722985609389,-0.06166264600617175,-0.15987849839291374,1.194657209294872,2.025250238076896
350000,0.6170307855365629,0.13858876300249812,1.0183515219905923,1.0956624312067267,-0.5072705675411632,0.043720844025849595,0.1597208650628371,-0.1335401920200696,-0.04096262975660966,-0.0389328062846661,-0.0007511473990624084,-0.06657949613488505,-0.16046522238131855,1.202712679693308,2.536673298659265
360000,0.5808065680660249,0.1354578752792429,0.8899857174465509,1.0967711580431359,-0.5595460442058434,0.04855968019587815,0.16272758585122463,-0.13302586629961058,-0.04104816845586002,-0.039164559217691415,-0.0007478218725422442,-0.06682956565790575,-0.15994437731701333,1.2029841666677161,2.277933345346075
370000,0.5191931034857096,0.13388328650502318,0.8196047903897881,1.0916345775094396,-0.5626484650016358,0.04792192891307731,0.18885746571892825,-0.13021030595734545,-0.0409687152821354,-0.03846350744813682,-0.0006031449969931929,-0.07006248606662467,-0.15985125285046542,1.2060252077835083,2.154078839534275
380000,0.5866267003212038,0.13352632941525616,0.9026821735906856,1.0204350829544828,-0.5983768549105423,0.04308144530895028,0.21872437984087909,-0.13028494119852613,-0.041136163737698406,-0.03982712528145315,-0.0006484581072233677,-0.061149666466945675,-0.16121683683309837,1.2000539942124473,2.231723256808457
390000,0.6105905600898067,0.13813893111501435,0.8814924163972319,0.8980194200749126,-0.689723045193597,0.04436841833923612,0.21970436743943925,-0.12856699946933428,-0.041040881109406686,-0.03904000405412913,-0.0007075613384707655,-0.06982746106504215,-0.16023151799474228,1.214470274078966,1.992956463454635
400000,0.5549963585965119,0.13927183029593287,0.9132732524205919,0.9328544168350342,-0.6423168546666032,0.04521719535077098,0.19648743715189296,-0.12909613387950283,-0.04095014313928647,-0.03769991670030352,-0.0006668215135420399,-0.07452756879679585,-0.16035560761289508,1.2117220634088137,2.039124956506651
410000,0.5273497221790409,0.14807740771541975,0.9516943620615969,0.8391917378969481,-0.6959238061277634,0.04254633907880614,0.17368448731098782,-0.13408934678718398,-0.04106156803647368,-0.038466621226549196,-0.0005898096435934069,-0.0647643724665813,-0.1600792836812836,1.1975956952264977,1.831399011134709
420000,0.603192675379014,0.1463013366458862,0.8770317093323916,1.0632654712322578,-0.5757450220747028,0.047898397701175856,0.17739905463769404,-0.13238572161808101,-0.04109553312043682,-0.039124043504953396,-0.0007261268294415291,-0.0653759651192758,-0.15948900415709683,1.2101002408850574,2.2924577354209945
430000,0.5971448058277907,0.12496681828393928,0.8798024874184045,1.0578278909307395,-0.5805588917418136,0.04402736790938468,0.21767765013420406,-0.1302535934010209,-0.04103083465808573,-0.03995194718170166,-0.0006512809992563342,-0.06555818957585692,-0.16046016776367275,1.2109803489301691,2.295499464501711
440000,0.6206741584042182,0.13866202233539776,0.8676177175212723,1.025184029036556,-0.5468840532396871,0.04519351078101193,0.2278916589989353,-0.1272291929789677,-0.040891883939926196,-0.03832376611959929,-0.0007266908253964495,-0.06259486998291235,-0.1590000053376255,1.2104032278896841,2.360522098556078
450000,0.6068355357811308,0.12662051680936665,0.8241421688862303,1.0685709495641893,-0.6347504206945945,0.05141799623312676,0.20748833495712082,-0.1328546653720552,-0.041142650809796406,-0.03964569519746307,-0.0007204585867874486,-0.06623598001206829,-0.16018598136340026,1.208555702992596,2.1791781467121725
460000,0.5703252298145924,0.13216498145750846,0.9084800657998566,1.0222652190784183,-0.548535246463349,0.04293575147188084,0.2134278535063849,-0.13132004690647175,-0.04112459355499964,-0.03924985342609882,-0.0006453711899397499,-0.06625922588226084,-0.15991896123928018,1.2154926941329034,2.29369921364799
470000,0.5200212640053371,0.13698846409648452,0.9033622255512388,1.053195420441292,-0.5736777366895169,0.04625393343435708,0.17820706781622603,-0.12827626670907677,-0.04102097094595553,-0.0391010403938293,-0.0005746485125562554,-0.06694828991493293,-0.15983046713246252,1.2218874571245155,2.220971906628836
480000,0.5811063409117101,0.1325928315117507,0.960727350879301,1.0466284660833531,-0.6213732193537572,0.04500157551839097,0.17645164071235322,-0.13082290817183403,-0.0410047360806577,-0.04058678323674202,-0.000713990938748941,-0.06560303964631879,-0.1596607330363135,1.2171941494167402,2.2925037626106577
490000,0.5418804313893736,0.13852737497228498,0.9317650599242585,1.0682944998441126,-0.5388660830516478,0.05110727938638458,0.14684572782983193,-0.1314541661228284,-0.04090956682432515,-0.03768818286037443,-0.0005103460802191818,-0.06844349777967228,-0.15919253765604258,1.2072105082633917,2.263806680040411
500000,0.7040001113142246,0.14039992270222815,0.9927140229011265,1.1283520380688938,-0.5156184039869091,0.04695414759887451,0.16121820616712537,-0.1270765946983038,-0.041115466186161485,-0.039761620029509115,-0.0006968762787778247,-0.07023748898903318,-0.16011345269974564,1.21797997783901,2.7148429513869474
510000,0.5587667324112009,0.1299892963917005,0.7924516925695675,1.191047940048403,-0.5707573753213216,0.05476931946391084,0.16783769481060162,-0.12892227867988024,-0.04096575267706635,-0.03986015872788429,-0.0006398974198680451,-0.06751302224402873,-0.15905422285960868,1.2205380224865072,2.258048143625384
520000,0.676514843712041,0.13899281230277072,0.9244274939939033,1.1830918727984414,-0.588951339411894,0.05751479286621768,0.12943526235975808,-0.1304114370183984,-0.04108168389496789,-0.03979016395914553,-0.0006215386978866593,-0.07140575804893476,-0.15955923286595303,1.2181421165725737,2.5062281022831416
530000,0.5530218353249798,0.13005192610063615,0.9246382259784313,0.8993945193324091,-0.6357166639883044,0.04209173413507118,0.20012109668997843,-0.12651395171757218,-0.041167478172418635,-0.038967309123933334,-0.0006510388075721813,-0.06647164263301797,-0.16044835869003343,1.2246969235055893,2.029448124888301
540000,0.611726578870729,0.14230854471892926,1.0479233444479703,1.014546865471304,-0.573781579914138,0.044772140338545846,0.18329020204560853,-0.12931089507912888,-0.041133239888349105,-0.03983188283056023,-0.0007480305398791613,-0.07252038968266457,-0.15906759602599976,1.223735585550605,2.4741294252865407
550000,0.5822695654568113,0.15068391337441028,0.945236708684657,1.1806224688961513,-0.46501287909638167,0.0528895009424896,0.14721617377992477,-0.1268239659405808,-0.04111595338265067,-0.03859766562277075,-0.0006871956212924947,-0.07127983542878608,-0.1594543470057359,1.2220154445979363,2.590381764073429
560000,0.5733132151314908,0.13167678061538363,0.8343572985274458,1.0735374127340713,-0.6486376887456509,0.05286565659936904,0.17404141453873678,-0.1314837324596176,-0.04120649585329351,-0.04005879170441626,-0.0007456626287262107,-0.0629749804465066,-0.16138969373661108,1.2084176793853527,2.1056115722307096
570000,0.5779810137974711,0.14423737019931998,0.9607575890449788,0.999720532821675,-0.5268256231318852,0.04295704570257685,0.18993228262908526,-0.12646464079716546,-0.041114818250331524,-0.038961024657726315,-0.0006038868432654236,-0.06517038988054974,-0.15900658170354182,1.2169169750857995,2.370848536472143
580000,0.6239578215193691,0.1396116986011996,0.951118607491799,1.2286274505226322,-0.5224531341881412,0.056804496398599066,0.11983453029354342,-0.1237796593289921,-0.04114749961531311,-0.039959898620605484,-0.0005479803984878681,-0.0772814761115709,-0.1587678594202676,1.2260955601695291,2.6384210399665977
590000,0.5637146035932652,0.130652653155918,0.8845739705028788,0.9660355524947439,-0.6233298705711254,0.046482557850777435,0.18176094534163084,-0.12628107389238638,-0.04117563935003082,-0.03909495920979979,-0.000665711530453415,-0.07117430131627234,-0.1597082249258416,1.2253790962185511,2.0903921885113737
600000,0.5503008637972936,0.13046574444007839,0.848066615388185,1.1674779969886164,-0.42342768022838,0.04532734880966379,0.2827067766586747,-0.12717414654043924,-0.0411403664876816,-0.04005190667271615,-0.0005503242156634545,-0.055972441633754325,-0.15904471212837348,1.2284384486382487,2.672240994022695
610000,0.5417795762621261,0.13973587301740775,0.9825376648946509,1.0744506934564224,-0.5091365195942409,0.04361106607335689,0.15717296931141952,-0.12316964272435531,-0.041192340874270324,-0.03922164983516929,-0.0005068424069309337,-0.06653984567425716,-0.1597042713163376,1.2419094528501224,2.4871566508813325
620000,0.5989497980211989,0.1359915313061625,0.8941442300407797,1.1993817902760457,-0.49580878647170207,0.05442531159809915,0.15649381569707108,-0.12692414129152765,-0.04118935720432133,-0.039728694984316804,-0.0006603045748877842,-0.06844011158056817,-0.15970711602735188,1.223302181600781,2.5801266094871416
630000,0.5222874111547717,0.13299692752458084,0.8262168463681545,1.223450676690967,-0.5171628403427366,0.05834298120211334,0.15699682764377135,-0.12205558093111715,-0.04108616512613649,-0.03896845423316955,-0.000560312663264363,-0.06636484556647905,-0.15838370708709013,1.2309361656234097,2.434691508007512
640000,0.5202345271390042,0.13756190355482734,0.8696426546721812,1.0581952295674617,-0.6022733482381402,0.04978105919754532,0.18389052387492213,-0.12501100703274487,-0.04116882905543341,-0.039191355760216665,-0.0005974402462632492,-0.06976743018623563,-0.15918362762175592,1.2321742616349525,2.184397491430684
650000,0.5278402930581706,0.13362734171702814,0.8538886221207089,1.0752828833101828,-0.5412469214534054,0.04964608365235564,0.20198129219651512,-0.12196546859326479,-0.04126304012683866,-0.038966814364314116,-0.0006215399717671626,-0.06440897702249222,-0.1593462190666807,1.2363741767962777,2.309040715161603
660000,0.5930813293700881,0.13085858160463387,0.900303019364632,1.1284299032188654,-0.493146796892725,0.04679410553817619,0.21834062367022494,-0.12590991681687197,-0.04120868059095699,-0.039900641244888284,-0.0005493992928396148,-0.06946070167775802,-0.15946513298685633,1.2385996960281167,2.5699684835687315
670000,0.6084686988390082,0.1444331337217055,1.0727718070839414,1.0589871097056416,-0.46353378589853816,0.04215904757823227,0.15232387815296813,-0.12327566282327343,-0.04120074122598496,-0.03816093639862542,-0.0005696884810891434,-0.0695717446320941,-0.15899995258296065,1.2429062000345488,2.711731844655002
680000,0.572393779208815,0.12624278018931723,0.8687346763555164,1.094330467753189,-0.561970816115615,0.05309271859653168,0.1885576251930957,-0.12358217039477819,-0.040987370056662885,-0.03924082022154331,-0.0005482203759195213,-0.06430736253124868,-0.1583774955551022,1.242243811902458,2.3696331280122673
690000,0.6379515668918301,0.12305521020523413,0.8649772314426244,1.0318952884329955,-0.5662795696930232,0.04592726353998112,0.21397215204082756,-0.12659425366510016,-0.041203908205113216,-0.040082310524642485,-0.0006314153140967902,-0.061641553031060226,-0.1598629858581568,1.2371686228281398,2.373145217844456
700000,0.5907428748415032,0.14804495619978378,1.041351822730277,1.0413159670777896,-0.4239434487557314,0.039964466280212566,0.19643958007248633,-0.12759066735214752,-0.04115891723751997,-0.03841085585975645,-0.0005191530184906585,-0.06585371850201499,-0.1580714335126327,1.2355275230803693,2.7244483198733023
710000,0.5857134355813809,0.14215943214084262,1.0521223377489772,1.0252333658560324,-0.4440484610154385,0.03830163626185835,0.22015170260822958,-0.12897392453257178,-0.041204496403162025,-0.039733748770296624,-0.0005072254888845134,-0.05764691137475432,-0.15880734340946404,1.2387835850699231,2.718525599267159
720000,0.5415786123406571,0.12897874680707933,0.7960674719424382,1.1866548213916672,-0.5063934822145091,0.054055183386658226,0.21821126157205234,-0.11893062014085605,-0.04117807145822782,-0.03972236025047302,-0.0005902867326841566,-0.0649900717876216,-0.15866289763520902,1.2483372923313933,2.5021707596145064
730000,0.5578639446501334,0.1375225004007379,0.981803235566498,1.0590643433361588,-0.5159072461480678,0.04487813647470927,0.1958543687471325,-0.12004770803135255,-0.04126506371967928,-0.03972513514065743,-0.0005918266785412163,-0.06745791881957969,-0.15910342611770642,1.2442319736245078,2.524312865818954
740000,0.6787172642606527,0.13578306853119487,0.9003332489673918,1.074976675825214,-0.5608830003316421,0.04534162366320054,0.21579091102494607,-0.11890968287805355,-0.041147328625427235,-0.03991789221048355,-0.0005290393099581513,-0.06596251379944093,-0.1590435135885074,1.2437544340641944,2.562024288081636
750000,0.571407525169457,0.13539220851933448,0.9192904813377116,1.0077817041605446,-0.5165001795759735,0.04310233598939809,0.22572984386459277,-0.12055062051925627,-0.041172870671807076,-0.039159470918953415,-0.0007525698560165465,-0.0685782189105129,-0.1581589228499424,1.2459883043476074,2.4348506171926814
760000,0.521747233457806,0.13233536213937655,0.9073244021088797,1.1148491604854045,-0.4783304841088835,0.04635653017752662,0.1860656808773764,-0.12443814575406681,-0.04111939436856812,-0.038924684726715085,-0.0006221586491739616,-0.06541183111780954,-0.15861694666236748,1.2460536297971778,2.500871590829261
770000,0.5424914930826547,0.14363594474850214,0.9798233105301765,1.1645239021965952,-0.4405777133532745,0.04874240382679184,0.12913560405952668,-0.12091615533154208,-0.041179254009385755,-0.03879777679508927,-0.0005066294882822413,-0.07298278272286704,-0.1586927987908154,1.239882072382626,2.6418694399774973
780000,0.5811588011233301,0.14652077046066198,1.0431909196438653,0.9914603269112475,-0.5053250173425313,0.038969666689193945,0.21707210665803892,-0.1224279896057433,-0.041186119690778025,-0.040002764001667475,-0.0005973026792963442,-0.05865633345674712,-0.1585656863885615,1.237949112279356,2.59490705569651
790000,0.6139347614599896,0.14802515452704731,1.044946507048555,1.0539008183609833,-0.4744719520011327,0.044346454963661595,0.14999046823074197,-0.11818998897843715,-0.041221488507405195,-0.038922820479214235,-0.0005201481421462578,-0.06851231358818223,-0.15844005352289514,1.2405210114213254,2.679449383567914
800000,0.5704994025646383,0.13874810194022466,0.9530566367177234,0.9976835566674622,-0.4765213571815662,0.04079012312825267,0.21219525505158587,-0.12261512798404871,-0.04126280481665009,-0.03847658334970473,-0.0006690599639087576,-0.06518406108596689,-0.15835753308006723,1.2331275065057752,2.481691587330933
810000,0.5921935001628319,0.1295453640442619,0.9735802064891342,0.9903660796688335,-0.5007436602678492,0.03977908603016714,0.253186865682311,-0.1225284227558658,-0.04130778918106458,-0.0399122954662442,-0.000508580525850062,-0.062471064747599045,-0.15860228266433316,1.2417684828022308,2.537827017099434
820000,0.6176738012876806,0.14157277146204403,0.985303668695459,1.0823998789844,-0.42651163834092987,0.040570131780070774,0.2210182642275492,-0.12184649828959729,-0.0413574194848589,-0.039373548849701845,-0.0005372250671103675,-0.06378371788050055,-0.1588599821197014,1.2425164319303184,2.7595698502121375
830000,0.5929862029758075,0.13651406764265514,0.9125287636753614,1.0137942250149223,-0.5628741997672732,0.04629218954184631,0.1871810285509776,-0.12174920739948963,-0.041171560960266536,-0.03957192359882594,-0.0005160941697644464,-0.07082987924351648,-0.15800020024770822,1.2485937830559761,2.3756398316616045
840000,0.5579326155022508,0.13462386740789276,0.8446116936022541,1.0893557591541376,-0.49630812933705415,0.04526126286618797,0.2664496184415043,-0.11829302474322471,-0.04127309655759253,-0.03995241325449943,-0.0004975218360549139,-0.0582396378114912,-0.1586714936342914,1.2571437598125619,2.538975021303575
850000,0.6042189717267654,0.13763813746153028,0.849821948395386,1.0276595382913405,-0.6094058976461763,0.04648402427905748,0.20251805666354722,-0.12225483013419203,-0.04143112306762278,-0.03907132118064162,-0.0006401491577044642,-0.06722601474611066,-0.16044179075104886,1.2467631623746205,2.2499379379314486
860000,0.7145177596010543,0.138293819492823,0.9442979045131793,1.1404978371745806,-0.5284288391685378,0.046410539462390966,0.18460447000657673,-0.12210400349619634,-0.041283242368970435,-0.04099593531012535,-0.0005587721250025709,-0.06832289525518598,-0.15804726658897003,1.2482064842497682,2.756122238448018
870000,0.5588607587506074,0.13143499312595047,0.8902241591793857,1.1183832168658585,-0.4847348683867673,0.04778434557493337,0.22037427741509996,-0.12508227387721702,-0.041312107158717845,-0.03943982130050661,-0.0005020871607536922,-0.06816461951757438,-0.15840225107289713,1.2316995156920016,2.5223822609568476
880000,0.6402602923660594,0.13352786752478374,0.880330252236193,1.19176144426391,-0.5630662257485397,0.05839928310241887,0.12720273669978488,-0.12137292754546156,-0.04138029579105386,-0.0400003659130931,-0.00045389719397238387,-0.07240691081685627,-0.1594217814237062,1.2472873707504852,2.528585171785871
890000,0.626857373921296,0.1486180571140306,0.9857468975786484,1.0475288701621863,-0.4675973833407226,0.04400841015162215,0.20781830440551394,-0.12181004874039264,-0.04127503377024773,-0.03950654302221535,-0.0006366666494716411,-0.0625841102398948,-0.15846903928510425,1.2577804554124936,2.7364157309711645
900000,0.6158997666875501,0.1360848932110168,0.8873997347854065,1.0174351487494222,-0.5714474686219233,0.046914653034549114,0.20596238011725007,-0.11958397137354303,-0.04111017108422374,-0.03927430887365339,-0.0005434090671854314,-0.06807984809439671,-0.1582245909778678,1.2428143238234197,2.3676258154496876
910000,0.5920187046510788,0.13612336625638918,0.9605433925695507,0.9590300846000175,-0.4680909244159597,0.03677986181076651,0.2549734331170305,-0.12334637973125887,-0.04129375598038099,-0.039626282952547075,-0.00052390794425266,-0.061386960660811174,-0.15723373292754703,1.2454301217495611,2.539039475113617
920000,0.47025748505334786,0.1523338731143987,1.0499905746715903,1.0478474852689512,-0.3545710521482548,0.03885314770622829,0.20331346531442,-0.11773230086959596,-0.04138933360144839,-0.038167702030479936,-0.00059617023265214,-0.06210088472815098,-0.15850829461719163,1.2679778213931432,2.770720385167708
930000,0.44530189982590795,0.14488861363595565,1.0732875994281734,1.191866367054507,-0.30416792513879226,0.039819450783388055,0.21361631935414047,-0.11180409740559992,-0.041389423679075124,-0.0396273946271539,-0.00048360538535164167,-0.06884848882340362,-0.15910376084803987,1.3168026158897257,3.151468323276847
940000,0.5576803298521879,0.14776214574043314,1.002305017468389,1.031295375821184,-0.4876441304308927,0.04282577283903183,0.15334425281663078,-0.11815332313560609,-0.04127770002240611,-0.038541347939252846,-0.0006089027232968799,-0.06897462738717978,-0.15856779618567765,1.2705261607028857,2.5384797827602115
950000,0.5295219469567842,0.15465560125576083,1.064643836084243,1.0331163251070836,-0.4374776306982127,0.033919193796720266,0.19795852835068373,-0.11160113417075317,-0.04115571681403874,-0.040157588976800405,-0.00042259712408521593,-0.06516065828879485,-0.15810649932797852,1.2661499806113032,2.722086768660472
