step,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_orientation,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,survival_mult,r_total
10000,0.5854640173304777,0.13030654136968173,0.8393531463850842,1.082139116194094,-0.652471948831308,0.053243180960083666,0.14950921884730123,-0.14239136596090923,-0.04078595046061291,-0.03866092223787307,-0.0007402047745562112,-0.06926365234991282,-0.16049667044098279,1.1828932311444147,2.0285757770674806
20000,0.5492616272903974,0.1475441014201076,0.9933747834810913,0.9356574811336951,-0.6574868897011983,0.04226616390906355,0.13320345463012603,-0.1390519763988833,-0.04061992353650644,-0.03810603102767472,-0.0007742900257666942,-0.0722123845320855,-0.1593662968283756,1.1938717329108106,2.0035673890345205
30000,0.5755116263091813,0.12867285756290361,0.8022287128959763,0.9791009702318919,-0.7982243036883286,0.05548728084795178,0.1358185026853218,-0.14380157991737408,-0.04070550970517028,-0.03862397575795647,-0.0007837601201391421,-0.07073394779475367,-0.16066864014880552,1.1953877865739175,1.686864416078935
40000,0.6044246544483249,0.13094365289678392,0.8005883924117366,1.0645030916336695,-0.6910330444942642,0.05599773682179185,0.15788820584082602,-0.13749072506645985,-0.0407828402281431,-0.03858570099282263,-0.0007744030238116096,-0.07221434690733576,-0.16033687808371547,1.1902581205986698,1.9629308192230974
50000,0.5711210020129531,0.1397601914715277,0.8946893726667466,1.048357351021364,-0.6688169368237061,0.04890771867776684,0.13560578353163336,-0.14087628302709332,-0.040899957359169264,-0.038552360710144014,-0.0007187394417892495,-0.0689109296829243,-0.16135222685202172,1.1850576538695514,2.0135972689550066
60000,0.6374564450652562,0.14601454046698115,0.965519594466378,1.004552779889648,-0.6592284605065487,0.05061915196244329,0.09292794976301999,-0.13984728018488796,-0.0408422113409101,-0.03788568394112582,-0.0006249212468707414,-0.07384349382916236,-0.16169036731071226,1.1835465631254214,2.082852830854242
70000,0.579412117379497,0.14013745908040032,0.9469847201703463,1.102307519710031,-0.5691239451157062,0.05199070244174641,0.0984341872607273,-0.13924222390345317,-0.04076230418248259,-0.037796879102885726,-0.0007082413068500421,-0.06681664961021065,-0.16049307156672193,1.1860329682173807,2.2369712332161464
80000,0.5267031318712502,0.14072853887547354,0.9256573464859734,1.0050652811681642,-0.6074448976022685,0.046525928849822595,0.14789907306189004,-0.13784223121240965,-0.040914277188741306,-0.037724242569446564,-0.0007638099885590051,-0.07086052198004542,-0.16188473407395765,1.1930622666418007,2.0539536654905204
90000,0.5658243173821195,0.13340693089824973,0.8922302043630965,1.1139210257630614,-0.6297310731884493,0.05047833670525176,0.1446130686580216,-0.13819823415221033,-0.04088025137016164,-0.03941889268177748,-0.0007409759619934564,-0.07023406868037047,-0.16050638519219246,1.1967735462039062,2.156825438177683
100000,0.5559326938592544,0.13653643139324698,0.8644433124788965,1.0603230591713348,-0.6280762465388393,0.048491880670324096,0.16480571247176445,-0.13733438217784857,-0.040844378356147716,-0.038402851858258244,-0.0007172390716696874,-0.06885209247808195,-0.16104259810676538,1.2000516750212913,2.0924585826242663
