step,r_alive,r_linvel,r_yaw,r_feet_air_time,r_cmd_vel_error,r_orientation,r_lin_vel_z,r_ang_vel_xy,r_height,r_torque,r_smooth,r_joint_acc,r_joint_limit,r_crouch_penalty,r_power,r_stand_still,r_gait_phase,r_foot_clearance,r_posture,r_foot_strike_vel,r_body_acc,r_action_jerk,r_jump_phase,r_body_height,r_abduction,r_hip_excess,r_dof_vel,r_total
110000,0.5,1.056667747339529,0.2909225818627831,-0.013212006796896469,-0.18478017025885962,-0.10592128426882802,-0.14333944597191212,-0.135695113991764,-0.006369735245814358,-0.028007844091345175,-0.10416657844680548,-0.6314954507824309,-0.0013461962426849106,-2.746565271089761e-06,-0.011229944146760113,-0.07157007708384283,0.23910000000000003,0.3754919799055177,-0.19263258634082403,-0.0033681628578660005,-0.22542509264142216,-0.030561425459736568,0.0,-0.31579345504144096,-0.08109306205716241,-0.0027770975470523583,-0.27829482348192225,0.5689003827952139
120000,0.5,1.1264726890511996,0.2876875378883658,-0.015312006624042987,-0.19143786389090148,-0.10766531593716808,-0.12888110516752985,-0.13671203599205156,-0.005493627618128662,-0.028001601786540178,-0.10403702450823779,-0.6301102633373726,-0.0013595841161717793,-3.2465129302548073e-06,-0.011220865404640061,-0.07720433205774907,0.24855,0.3814654990447166,-0.17608282082241192,-0.003492406695258548,-0.21852057357512694,-0.03050542130949498,0.0,-0.27745581782625667,-0.0817636674490277,-0.0027819891680946297,-0.27812327996884284,0.6582719208913512
130000,0.5,1.066994486811706,0.28286319127186665,-0.012212007211148741,-0.19517689436909744,-0.10657164937710614,-0.14040994210715357,-0.1376982370919471,-0.005893269670600737,-0.027926111397824093,-0.10419795411899689,-0.6342706706693481,-0.0014443650218202986,-3.0944230069123644e-06,-0.011239662058675154,-0.06697511581167015,0.24464999999999995,0.3884986282719784,-0.17889527197169267,-0.0034056889473218998,-0.2222435228523625,-0.03062067263200875,0.0,-0.293479644031014,-0.08169860142952903,-0.0027542773356099733,-0.27989929035679095,0.6144953407711558
140000,0.5,1.0342653135390385,0.2793231281688917,-0.014478006947040547,-0.17827157806554375,-0.1115793732914153,-0.1331041602446222,-0.13614006139143817,-0.00554503575385004,-0.027912276612214345,-0.10377965855410692,-0.6302523241300081,-0.0015047595047144931,-1.9522557776066458e-06,-0.011218450842410669,-0.09062784129152862,0.24134999999999998,0.3728545303696814,-0.1744158097785859,-0.0033262143009397415,-0.2183028113149527,-0.03045169939810039,0.0,-0.27809606962667793,-0.08298353640271425,-0.0028371103330409567,-0.2792843723458066,0.5717768130685028
150000,0.5,0.9566393087942818,0.29171943982190934,-0.014366007202863693,-0.20778611665352045,-0.10571597279623521,-0.139423309866041,-0.14285869000343823,-0.005206766606636843,-0.027954630591688196,-0.1036360789708793,-0.6341960511032607,-0.0015735405601549409,-4.246631891946445e-06,-0.011253451646868468,-0.05110250865516254,0.25717499999999993,0.39383052570078475,-0.16429430894997116,-0.00329733245905452,-0.22292602567617958,-0.03039030499407651,0.0,-0.2641508641582864,-0.0814565414418501,-0.002525730242324689,-0.28052922617631787,0.5719303880318942
160000,0.5,1.0078761654494275,0.28181242475098045,-0.012986007137596612,-0.19187352262452867,-0.10824938185310326,-0.13202855769507943,-0.13810038458844115,-0.0051550449636996705,-0.027960464551009322,-0.10391895711341499,-0.6342404716325667,-0.001481354249988028,-3.192095888379252e-06,-0.011224339472129054,-0.0813868480315201,0.25980000000000003,0.3817222219820154,-0.16952996098286421,-0.003302053729278369,-0.22045762153126183,-0.03048617661405801,0.0,-0.25900750307234427,-0.0824110028888021,-0.002820626873098062,-0.27897903778606686,0.5817761828339131
170000,0.5,1.159638042154179,0.29102979136730844,-0.012578006993234157,-0.17881473864558817,-0.10807823800885845,-0.13476366221365332,-0.1345596992731004,-0.005992827141558713,-0.027980907271949743,-0.10413603639292716,-0.6332504122709705,-0.0013582701022784535,-3.1268548058609784e-06,-0.011220273301838082,-0.05798650849729261,0.24389999999999995,0.38159410205665456,-0.1834332162415059,-0.00330218215506663,-0.21963564182697393,-0.030526779247435916,0.0,-0.2980590591748615,-0.08103286906252113,-0.002536020735799092,-0.27850837365612185,0.6731668427103195
180000,0.5,1.1013608255173883,0.28536015230368583,-0.01237600686997175,-0.16208115226781,-0.10910968698766407,-0.1334978592206893,-0.1363411209651957,-0.005435943618189665,-0.027928996044146198,-0.104099273235619,-0.6310186646877118,-0.0014105173122519285,-3.5267994024684744e-06,-0.01119582759416993,-0.06980532577264657,0.238875,0.37751944427237005,-0.17707171369883978,-0.003297603062493169,-0.22093088981057418,-0.030516168011587907,0.0,-0.2743303469521503,-0.08145679722374943,-0.0028628984167646003,-0.27760142837815965,0.6304906904753494
190000,0.5,1.1041402883170957,0.29757506321641075,-0.014080006887018692,-0.1721837071169679,-0.10856505366661214,-0.13207449681652858,-0.1372568706849401,-0.00521203335973153,-0.0279456351267965,-0.10478181134310358,-0.6351137090232558,-0.0013323104301809596,-2.498817932921805e-06,-0.011207218515927854,-0.0738686976189568,0.2420250000000001,0.38227545435365545,-0.17176840001438928,-0.0032891639541640853,-0.22176358135299243,-0.03081104753918051,0.0,-0.2641074836832867,-0.07988133727614025,-0.0029237075255604695,-0.2774818823516365,0.658788760159059
200000,0.5,1.1434245171302748,0.2742344257474825,-0.012286006739735601,-0.17471217248699522,-0.10593917718222418,-0.14232219302163238,-0.13684691921949513,-0.006466901516025802,-0.028009346552600442,-0.10428472786742451,-0.6346503879041279,-0.001574678425012156,-2.4146525397313086e-06,-0.011274496649381587,-0.07496524056342871,0.23699999999999993,0.37186043725267165,-0.19439780833331452,-0.003441198254670461,-0.22344323838199182,-0.030611686854636666,0.0,-0.31512360739740314,-0.0834807193038026,-0.0028434676730920818,-0.2810434527294998,0.6148321689845553
210000,0.5,1.0276583665680779,0.2888116491809728,-0.014634007456898687,-0.18988207878126273,-0.10933126854466285,-0.13681516020913465,-0.13912797934585508,-0.005708590556510128,-0.027966115111304347,-0.10394533978146304,-0.634856968949872,-0.001381647711099755,-3.8561199890856916e-06,-0.011222529650211486,-0.04324125650291374,0.25005000000000016,0.39762276196103474,-0.1819601817678501,-0.003369694734009616,-0.22007571025701644,-0.030543101239192495,0.0,-0.2837734704548532,-0.08190942341946655,-0.002697876008705288,-0.27912217660732797,0.6080239431014276
220000,0.5,1.0938878832010634,0.2936542971934804,-0.01096400711983442,-0.16854195278906187,-0.10999804115307864,-0.13866941751931308,-0.13627843741349233,-0.005806965432330831,-0.027964973350813133,-0.10477438413852445,-0.6369097252585033,-0.0013933003907079774,-2.8435872491121755e-06,-0.011214376110041622,-0.07111485747600027,0.2595,0.3931882093262829,-0.17369448353162906,-0.0033737028257853543,-0.22140266830337274,-0.030840600542736053,0.0,-0.28365838895448303,-0.08128222027073481,-0.002726254416620634,-0.2786056392617883,0.6517611161959959
230000,0.5,1.1205149324888075,0.278772549795645,-0.012360007095336918,-0.17285344698924082,-0.10760558338070784,-0.13674591482215429,-0.13613457462469433,-0.005623399620938271,-0.027963231585311516,-0.10404412334489828,-0.6321393801507957,-0.0015799553711313068,-2.829431680913959e-06,-0.011227938114697363,-0.09282547070669085,0.24292500000000003,0.37671181477696125,-0.18135125925738962,-0.003407304058711244,-0.22424961047493608,-0.030531803117465967,0.0,-0.2839689602455688,-0.08140220245768198,-0.0029278808655509507,-0.2790958912031476,0.6358834437888203
240000,0.5,1.14343894858775,0.2808504364210537,-0.011064006958901891,-0.18430517441686325,-0.10658109454738945,-0.13611050945002529,-0.137468893540161,-0.005770669330471395,-0.028053726956554257,-0.1046696494271458,-0.6378761121917412,-0.0014604095625148444,-2.3189461462145495e-06,-0.01129485536332173,-0.09207976009360341,0.24262499999999984,0.36291674783204,-0.17803355758241649,-0.0034627944314292117,-0.21984323334207156,-0.030795011359477063,0.0,-0.2831694631235509,-0.08167837385495261,-0.002835136691061646,-0.2811211762226619,0.6351355537288941
250000,0.5,1.1855128599612166,0.2811217314723899,-0.013204006838798523,-0.16386209817022188,-0.10744168496108529,-0.13380155442049219,-0.13529491855628087,-0.005951057690968956,-0.02800024782980053,-0.10440533930727837,-0.63772807451729,-0.0015398237507041367,-2.0222024213457433e-06,-0.0112556583157988,-0.09141116417781817,0.24209999999999982,0.37151780635565806,-0.1894371920260573,-0.0033489102172459544,-0.22133255225093368,-0.030674871840423345,0.0,-0.2919137327551437,-0.08176091076336678,-0.0026904352817720746,-0.2796599501073292,0.6601813681351734
260000,0.5,1.1621927572169113,0.270508405872985,-0.01130800723731517,-0.163471504866042,-0.10727159041076,-0.1336111670754982,-0.1331490852574721,-0.005386284024634637,-0.027886340048162584,-0.1051499078618287,-0.6394623093597381,-0.0012170417572331801,-2.9345410407945925e-06,-0.011201933966980798,-0.07482531316194724,0.25065000000000004,0.3834890231684071,-0.16985161438103705,-0.0033292218461721634,-0.2190820094863826,-0.031039843661749358,0.0,-0.26793630725800005,-0.08049171048159322,-0.003163198518315969,-0.27809776503186934,0.6918681187815062
270000,0.5,1.1589049715317374,0.28221411780553435,-0.014522007258236404,-0.1756380968419534,-0.10761121646558099,-0.12955588022803524,-0.13216805601831902,-0.005774883478701188,-0.027905752948801772,-0.10479660146838425,-0.639102059133189,-0.0013241027481953852,-2.28346600641359e-06,-0.011220506633910216,-0.03854058091226358,0.24577499999999985,0.3905775471551916,-0.1949446025607494,-0.003382365411533047,-0.21987547519234543,-0.030861842496621602,0.0,-0.2880382167751362,-0.08095317292407384,-0.0030290664671637543,-0.2787813845051715,0.676003526018904
280000,0.5,1.1299592972569033,0.28126211744155444,-0.012962007151544072,-0.16959071725105693,-0.10686354660994957,-0.12866346079095414,-0.13617942486503504,-0.005314078579655287,-0.027905587172905547,-0.10441775746706129,-0.6351661360698626,-0.0014289056427275071,-2.867506416699357e-06,-0.011211689510796707,-0.0767642719459287,0.24787499999999982,0.3826864141160629,-0.17331067111517937,-0.0035587330821895678,-0.21777991840926456,-0.030681257236021733,0.0,-0.2646995078476802,-0.08163789578250939,-0.0030564185401279337,-0.27856280388591426,0.6747430312360434
290000,0.5,1.1259312107286181,0.2773654894442028,-0.012368006736040129,-0.16581870761198728,-0.10718053023647658,-0.13429584705047476,-0.13354614678716215,-0.005733157365556153,-0.027928561742398873,-0.10492238026061654,-0.6382668195615111,-0.0012349959067923303,-4.091156715531943e-06,-0.01119173189634045,-0.059490132661592365,0.24412500000000004,0.37131211229245453,-0.19279741739151077,-0.003413965568710832,-0.21948569391198933,-0.030950888091748934,0.0,-0.28767647660733714,-0.08001309326184014,-0.00331384889581575,-0.2774009397287164,0.6305972529428833
300000,0.5,1.0823002911556927,0.2852141515760747,-0.013118007074296473,-0.18222670155302442,-0.10754108240004352,-0.1321446746856601,-0.13835373799801556,-0.005140240485754554,-0.02790813502374565,-0.10437774394695465,-0.6366409130736446,-0.001390173926361279,-4.4865566601158126e-06,-0.011197140586513672,-0.06230265639206031,0.2466000000000002,0.38660503992984985,-0.17059789713977186,-0.003458774077257347,-0.2190922816623558,-0.030665655615162855,0.0,-0.2626570049589722,-0.08175572316834745,-0.0031028076855677666,-0.278048588021951,0.6374251499202951
310000,0.5,1.1857990144177908,0.2942786934734732,-0.010700007316470146,-0.16322059569191202,-0.10687575350905278,-0.14141301348458973,-0.13318089752958057,-0.006510481338360341,-0.027971895177939354,-0.10486093587693564,-0.6359306605291992,-0.0014454396842468044,-4.31579157122721e-06,-0.01120755529401832,-0.0660802254341938,0.23744999999999988,0.37429329778679316,-0.19954530749707042,-0.003601142523627931,-0.22027660804847127,-0.030900974805396803,0.0,-0.3180405564780721,-0.08227977015082379,-0.002919830985826594,-0.2781998403858581,0.6674859042880742
320000,0.5,1.115482885325175,0.2835014934830284,-0.012666007019579406,-0.17528813271689014,-0.10950096053122814,-0.13545847881473433,-0.13553537155762196,-0.00530787655831009,-0.02800389673240375,-0.10557797061333063,-0.6388006273669272,-0.001469969341996965,-4.231375961322887e-06,-0.011230328059186254,-0.06914031936177373,0.24952500000000025,0.3904590731903125,-0.17361231848851172,-0.003484848471777316,-0.2233542959562755,-0.03097379160345197,0.0,-0.26981495029248076,-0.08249398834893774,-0.0032493372087774915,-0.2791760511083926,0.648467478276781
330000,0.5,1.1701455536844043,0.2807220472950365,-0.012528006871044646,-0.17598456080373004,-0.10634087592103254,-0.13376771139459104,-0.13441175736370542,-0.005399801546384634,-0.02793780028491518,-0.10461655932480093,-0.6381215756129409,-0.0014844169059510894,-2.338572827915258e-06,-0.01121576241073259,-0.0759114117965342,0.24225000000000016,0.377356600573629,-0.17439145386154922,-0.003425575385388333,-0.21919470654630552,-0.03075337283009291,0.0,-0.2672579253009285,-0.08159761851234809,-0.003095127914206586,-0.27825599012636554,0.6800560272967239
340000,0.5,1.203602544200339,0.27898879991486397,-0.013116006852686397,-0.16408402070021913,-0.10798269948096217,-0.12634336446243566,-0.1298616888029374,-0.005320836543271095,-0.027885206933515948,-0.10454151877847317,-0.6382055248993977,-0.0012317655800561968,-2.601650067807718e-06,-0.011176375500723139,-0.055546682085378,0.25319999999999987,0.3883895930391364,-0.18507436634542687,-0.003424404886526341,-0.2180700968564565,-0.03075931173053386,0.0,-0.2684813235832722,-0.07963150501934958,-0.003045491058438417,-0.27656556437068003,0.7208059179121192
350000,0.5,1.1173904035908406,0.2880413727942451,-0.012756007716059675,-0.1748573396167561,-0.10489955521526086,-0.12785708181396202,-0.13010146746804988,-0.004986904056409339,-0.027802652801048995,-0.10497835977879172,-0.6357666779066143,-0.001298311525417789,-2.2374110863482306e-06,-0.011155592018549959,-0.05444225983120085,0.25409999999999994,0.39862910686067277,-0.17303442277725117,-0.0035327915310482505,-0.21663266647742727,-0.031018861660176533,0.0,-0.2560077589606234,-0.0805279215003673,-0.0037067712493058995,-0.276849549046311,0.6954733216214813
360000,0.5,1.2492441869518722,0.2703950917906011,-0.01055200708210468,-0.1508370968992495,-0.1048717122986959,-0.12959259029348263,-0.13214131772187804,-0.005626051024532468,-0.027842592090321333,-0.10499134357050069,-0.637529371540838,-0.001232685057813235,-3.7409034501126944e-06,-0.011149220621284695,-0.0650070225719866,0.25987500000000013,0.3909487773766625,-0.1859961391167878,-0.003316338044829466,-0.22072512308929804,-0.030982783982563007,0.0,-0.28245877744461084,-0.08043027271175095,-0.0031962187033729027,-0.2763852999707811,0.7440870933089614
370000,0.5,1.1409526178069225,0.29838694553159345,-0.01258600762337446,-0.15316693181100885,-0.10670280854071838,-0.1323147726795705,-0.13282653721853,-0.004782563493395046,-0.027912480502108577,-0.10518551319444165,-0.6387439271214803,-0.001397754384098134,-2.5666232683031012e-06,-0.011184772055822549,-0.06397653575388526,0.25522499999999987,0.3961477132830102,-0.16250306330897582,-0.0033853528768984895,-0.2188898677984971,-0.031074403257912407,0.0,-0.24269107309807092,-0.08066271962127161,-0.0031572624270368088,-0.2770557255211065,0.7293961450769626
380000,0.5,1.139163171802386,0.2908436086212843,-0.013776006999611852,-0.17392513480813218,-0.10341814330276121,-0.12647739909711822,-0.13077171029784582,-0.00457708677005687,-0.027882261851775246,-0.10483253489077096,-0.6374212015840267,-0.0013532384822003403,-2.0155283429418144e-06,-0.011159044460306045,-0.07402743692290291,0.2525250000000002,0.38281626911646555,-0.16718662926547379,-0.003414050922186211,-0.21813994775372436,-0.030922471473026267,0.0,-0.2374705168230894,-0.08064793063384432,-0.003204501029870856,-0.2763953029404443,0.6912673684289434
390000,0.5,1.1632455985654473,0.2934240869390745,-0.012808007435500628,-0.15681814346225434,-0.10625192870467928,-0.12516630919042865,-0.13075912831609054,-0.004794386803042698,-0.027935351909761888,-0.10488812790834896,-0.6369606391534702,-0.001345017163569259,-2.7696559767046627e-06,-0.011181331404438246,-0.06824943219235823,0.25679999999999986,0.39290524995096127,-0.16565209622741286,-0.0035929052269329485,-0.21423884507992114,-0.030939176893079286,0.0,-0.24706810648154223,-0.08093433533860425,-0.0032331163665882527,-0.2771535749874568,0.7298778572923351
400000,0.5,1.0602292608898758,0.28216491841533003,-0.013114007592201235,-0.16979467267799736,-0.10395969602898492,-0.12776180364106046,-0.12945293144599707,-0.004554086184601318,-0.027938532060732695,-0.10531753285065301,-0.6423138349695506,-0.0013505157901529715,-3.360301409377984e-06,-0.011212766825664945,-0.06135724352948969,0.26459999999999995,0.3990837503257937,-0.1617864831719422,-0.00357186075836524,-0.2193762365559448,-0.031069063595581075,0.0,-0.23542318227793443,-0.0796494437923694,-0.0036246914851092633,-0.27816485177996336,0.66694520863813
410000,0.5,1.213660147551618,0.2916903645468811,-0.012616006344556816,-0.16748965531537166,-0.10601479672294534,-0.12727518464591892,-0.13642827499389998,-0.006006633275444963,-0.027920579751085726,-0.10515028747192025,-0.6432160828293304,-0.0011789087318599238,-3.3612110361196467e-06,-0.011221709700570397,-0.09206054639744513,0.2339249999999998,0.35987278980850185,-0.19557403528564574,-0.0034054161751713025,-0.2198398630288037,-0.03102010149866938,0.0,-0.29717371433653683,-0.08039281753138487,-0.002955083504341567,-0.2784269670918601,0.6736329074963263
420000,0.5,1.170668475709541,0.27187242351704327,-0.011430006933212278,-0.152124326310315,-0.10518565772767419,-0.13578138541646537,-0.13336686866704006,-0.005508424445291433,-0.027823282977890003,-0.1050503972498775,-0.6440035035219768,-0.0013699836198395358,-3.2062585906332952e-06,-0.011210987268320328,-0.0953222788635189,0.24097499999999986,0.3678055057579599,-0.18278266361447817,-0.0034967437437494193,-0.22227652782854274,-0.0310507840232849,0.0,-0.27524280885215924,-0.08079150860972245,-0.0035596361432289622,-0.2786194706140609,0.6550712954128398
430000,0.5,1.1703385668369934,0.2837885001438472,-0.01420200718343257,-0.16647828352814867,-0.10740039543061299,-0.123462157857197,-0.1334696394815142,-0.0047714016652564105,-0.027956569716817994,-0.1054147524100541,-0.6418030332671624,-0.0014609737437490018,-2.2377642499370728e-06,-0.011192437590097295,-0.07679994669358589,0.24945000000000006,0.37387750101400336,-0.1795834164675251,-0.003480041933377788,-0.21387842702135765,-0.03105824489139319,0.0,-0.24816934033534915,-0.08184058613413428,-0.003494470133775783,-0.27718252223381584,0.689123592974651
440000,0.5,1.1500893307895235,0.2777026446972719,-0.013482007133960723,-0.1614269842938425,-0.1063460100183294,-0.12159320276505108,-0.13366863843347707,-0.004928388282190161,-0.02786164729832192,-0.10523769963262983,-0.6398881804012757,-0.0013276162691350192,-4.994281536903034e-06,-0.011154036540498742,-0.048555357961610736,0.25499999999999984,0.39223106706496524,-0.17988323773990067,-0.003483284467163246,-0.2190324718311165,-0.03108225502424238,0.0,-0.25264031701595063,-0.08088799792938853,-0.0036571954972103938,-0.27615238248138824,0.6946623020697884
450000,0.5,1.2282798587335169,0.29048262347452297,-0.012212007236480717,-0.14911217326828294,-0.10610155205105688,-0.1261703917419043,-0.1298700164974638,-0.00602415720207416,-0.02784294337436376,-0.10569570890843867,-0.6392176817437925,-0.001263988847619119,-1.3935543809765972e-06,-0.011137330130727204,-0.04792626583903889,0.250875,0.3880421711622298,-0.20279899626135825,-0.003452701650028132,-0.21931272892429512,-0.03133131789214612,0.0,-0.29912638782051165,-0.07928920078021985,-0.0034370138451139116,-0.2755329180086581,0.7162614600020648
460000,0.5,1.266802359356921,0.28894064115402013,-0.010738006561994546,-0.150957685510802,-0.1066046388663889,-0.1290188709149951,-0.1329968927975472,-0.005595052165286657,-0.027849299002116395,-0.10533530024617899,-0.6413770828705239,-0.0013528999594979599,-5.170195303880174e-06,-0.011169438344589236,-0.06345128537969233,0.24675000000000016,0.36962294950666297,-0.19156045017545348,-0.003487202358470148,-0.21928017009898285,-0.031091073543781027,0.0,-0.28567272559655127,-0.08063617887468184,-0.0035701548881913975,-0.2767512802294589,0.7452967102883967
470000,0.5,1.0445454881029164,0.29573716261867694,-0.012846006974577912,-0.17849945308130533,-0.10429944464766318,-0.14065559877053957,-0.12872164811166328,-0.005783656603424877,-0.027849180910456947,-0.10532106349620221,-0.6451458659466048,-0.0012324444296311766,-6.002893281470479e-06,-0.011196870622641105,-0.06454550904104608,0.239625,0.3729364273005038,-0.1859480534155639,-0.003590697428878876,-0.22420302381302837,-0.03111339598499536,0.0,-0.28676026071248056,-0.08008564052941043,-0.0034127244568057857,-0.277821594644933,0.5917605188230601
480000,0.5,1.1321029767012833,0.2814115472318818,-0.008926007419824604,-0.15874502262424148,-0.10353688623531722,-0.12827884203993026,-0.13226285114872374,-0.0048457961904517155,-0.027883748008510553,-0.10500360229834911,-0.6426447077271615,-0.0014689058284242658,-1.8060122167556087e-06,-0.011188750081928973,-0.08605241233652491,0.2478749999999999,0.38633021705477927,-0.16738450843276634,-0.003558770030642537,-0.21840922091613518,-0.03099648284329174,0.0,-0.24813889182858853,-0.08145353306436308,-0.0032308418729313313,-0.2778354411372451,0.6743440430041874
490000,0.5,1.095306251804075,0.2815905040252238,-0.012692007343471052,-0.159810883825501,-0.10565337739440114,-0.12676846128207436,-0.12974751057482808,-0.004813674449565271,-0.027883196791509798,-0.10529683818107839,-0.6385219071146487,-0.001246779768445056,-1.8531358711563397e-06,-0.011157283820888092,-0.050568036847486404,0.2504250000000002,0.3852336077806474,-0.1727401948452113,-0.003542944923420665,-0.2171587556207901,-0.031019956353396206,0.0,-0.24655356341766319,-0.08061052466720033,-0.003535840507125343,-0.2761935315649928,0.6678087630207211
500000,0.5,1.2419781736580706,0.2898483028277425,-0.010154006993770597,-0.14491106953738173,-0.10288867128855267,-0.12108507469422813,-0.1293709871632148,-0.0047893931155920805,-0.02776696083143337,-0.10576845607665182,-0.6418939302977109,-0.0012310388205832715,-2.7850344073844386e-06,-0.011124173803861282,-0.046903936455006665,0.255525,0.38627567377830835,-0.17678244316328753,-0.003576085859178786,-0.21293674691951792,-0.031227095423948796,0.0,-0.24716097463152775,-0.0796615547252585,-0.003479075722820609,-0.275270472722096,0.7829196138800012
