#{"t_start": 1775210016.4066606, "env_id": "None"}
r,l,t
34.16719,13,3.830084
23.402292,13,3.83524
2.5711784,9,3.843522
21.279238,31,3.843567
6.9545746,25,3.863216
2.6171021,12,3.870503
6.268135,20,3.870548
1.2188351,16,3.876288
7.31517,9,3.87632
0.0,9,3.890036
4.4471836,9,3.905461
76.4865,38,3.910346
38.94686,22,3.910382
21.302166,20,3.915623
21.876749,28,3.915654
25.411615,13,3.925222
3.6591237,33,3.929988
1.7873433,17,3.930021
16.510233,10,3.930027
6.9896817,34,3.934853
8.02149,29,3.944819
1.6840459,8,3.954622
7.950199,10,3.959033
0.0,11,3.959067
5.4373302,39,3.968077
11.774647,13,3.972583
9.332918,8,3.972618
4.778107,12,3.972625
34.922318,34,3.976954
44.148872,21,3.976986
2.6563363,10,3.976992
20.084845,22,3.98584
0.0,11,3.997691
18.825968,14,3.997728
20.814884,24,4.002382
18.815676,34,4.021095
3.7310948,10,4.021135
6.6413274,15,4.025964
21.495794,11,4.025998
1.8924289,18,4.046355
32.476055,17,4.051789
1.4019264,12,4.056035
9.310889,10,4.070888
0.0,9,4.070929
20.161743,15,4.076247
33.261776,21,4.082515
45.199104,25,4.082553
16.554722,16,4.227074
5.0062995,25,4.22713
39.450462,43,4.237581
40.164837,36,4.237627
18.025763,26,4.237638
6.37065,8,4.325992
44.526405,38,4.32608
0.47592387,14,4.364285
26.0921,27,4.374002
0.06816198,17,4.443311
3.1432302,8,4.491301
35.866932,17,4.631096
16.207462,16,4.631148
9.547874,28,4.641744
52.181095,26,4.691572
54.442184,59,4.691619
13.228651,15,4.73329
47.74674,21,4.739497
0.5291429,71,4.739535
47.621883,18,4.753052
3.7165089,13,4.76035
50.5216,22,4.77225
2.5537956,18,4.778246
21.787655,11,4.778284
44.59798,24,4.793753
24.083893,17,4.793795
13.316526,14,4.805885
7.6478143,13,4.822516
1.3775865,18,4.829851
59.609173,22,4.829886
31.438093,20,4.829892
11.5375595,30,4.833593
7.7215495,10,4.833623
8.239301,59,4.833628
67.01062,42,4.833632
0.92247456,15,4.83787
23.791206,21,4.8379
33.8495,25,4.837906
47.060253,21,4.841954
6.501342,16,4.845987
42.081043,17,4.850667
19.467619,41,4.856874
33.40629,40,4.862614
2.4386067,8,4.98594
0.14592129,9,4.997196
12.069017,12,5.002384
8.920905,8,5.002424
8.260556,76,5.018556
11.955736,10,5.023557
9.553993,16,5.039298
31.561987,18,5.039338
36.325394,21,5.039343
22.294838,13,5.043413
21.256111,29,5.043447
16.051592,19,5.04771
0.82170326,12,5.056362
0.0,8,5.056398
7.221536,31,5.067914
14.802003,25,5.067955
4.3126197,42,5.073174
44.001236,26,5.073207
0.44695505,9,5.082042
3.8384209,26,5.082076
0.25374785,20,5.085921
26.505995,29,5.089967
4.150256,13,5.102411
6.1346726,11,5.106926
29.88634,23,5.111084
4.9315615,17,5.115554
42.386093,34,5.127504
24.18392,14,5.127541
29.278719,15,5.131214
15.147632,14,5.13834
18.045824,10,5.143239
6.511919,15,5.151934
13.120803,30,5.180785
0.39375547,16,5.180824
26.668814,15,5.196732
37.32012,26,5.200577
3.9163373,16,5.204784
17.125074,15,5.212621
56.647335,41,5.220679
10.618824,38,5.224555
16.269352,50,5.229556
66.75562,38,5.237791
6.731493,5,5.24209
1.942551,12,5.247123
5.495467,40,5.255934
33.156452,14,5.259946
9.355493,43,5.259976
68.487465,37,5.270655
13.521133,11,5.277514
1.5913619,5,5.284643
16.369751,23,5.291517
60.838356,23,5.291555
52.591755,34,5.302818
0.8677803,39,5.313645
14.506295,77,5.31368
72.34343,59,5.319324
4.888474,7,5.325341
2.1317732,27,5.344143
34.956955,21,5.358218
17.018219,13,5.358265
30.115856,16,5.371874
0.33850154,9,5.378742
13.420985,9,5.385695
2.141534,15,5.385731
0.6297668,32,5.392311
24.23671,31,5.409843
0.47603604,25,5.415262
15.029097,29,5.415305
67.590576,50,5.420754
9.150427,22,5.42778
45.929073,20,5.427816
15.908334,21,5.447759
0.0,11,5.447807
70.15623,64,5.455231
9.461503,13,5.467501
52.527405,24,5.467544
6.901252,11,5.480112
19.74308,10,5.490087
14.067155,20,5.494652
12.075408,43,5.502535
29.58302,24,5.502569
9.46364,23,5.517212
55.40076,32,5.526101
43.904392,30,5.526137
10.304778,14,5.530011
75.062325,47,5.530041
8.860297,15,5.53376
6.8239546,12,5.541426
0.0,21,5.545306
17.832592,11,5.545337
50.572014,27,5.549479
7.592655,6,5.553717
9.595107,27,5.553746
21.821033,36,5.565316
13.9257965,27,5.574204
48.980755,22,5.58191
38.532383,19,5.581943
135.65086,113,5.587165
57.183743,34,5.591265
47.70657,31,5.591294
8.485847,12,5.598346
29.91972,17,5.598378
1.0961895,19,5.610075
75.3744,34,5.693411
35.458252,25,5.763585
53.576485,28,5.827563
1.9147238,14,5.827603
47.073376,26,5.862873
14.404709,15,5.876134
38.30768,18,5.882564
29.902098,24,5.889492
17.26184,22,5.896815
13.532047,10,5.903473
48.423008,25,5.916488
9.400559,6,5.92243
64.82303,37,5.922465
56.07448,34,5.933529
0.602156,27,5.933579
12.0655365,37,5.938802
12.718288,12,5.938834
25.186346,19,5.938839
4.320561,8,5.943098
5.66177,12,5.94746
25.164787,11,5.953103
6.6290355,39,5.953139
40.267094,31,5.958174
24.718643,26,5.958205
131.62218,69,5.965645
50.682114,24,5.969471
0.78915894,5,5.974974
14.702683,8,5.975003
43.1385,35,5.983658
0.2316592,10,5.983691
1.3256892,16,6.054666
8.350363,29,6.054703
37.005116,13,6.054709
8.62714,19,6.125221
10.048066,5,6.125267
10.180065,19,6.131592
48.886776,51,6.131633
18.825657,18,6.195031
19.913393,11,6.195066
1.4089229,14,6.22672
22.40517,14,6.226758
20.218245,12,6.239867
3.3796258,5,6.239913
0.94174916,7,6.239923
36.175888,12,6.250021
0.0,27,6.276864
9.366787,14,6.282722
53.53676,27,6.28959
19.308279,11,6.289625
34.36585,27,6.29554
22.478844,35,6.295575
0.46483514,12,6.312633
20.16847,20,6.331253
16.606857,16,6.338226
14.018687,20,6.345168
6.096765,10,6.358948
17.76535,11,6.358989
2.9306965,20,6.366733
8.252646,23,6.374189
44.585293,45,6.610731
57.360714,31,6.615819
21.353514,8,6.620568
33.720387,15,6.6249
45.018185,43,6.62493
65.18396,36,6.632478
10.590504,46,6.640288
31.465343,33,6.645038
46.672466,23,6.645069
32.892754,22,6.661944
50.50621,20,6.66198
2.3896554,34,6.667421
3.9678955,32,6.667454
1.0135376,12,6.674688
5.514451,14,6.678813
35.89776,15,6.682559
0.0,13,6.686594
10.255583,26,6.686623
0.84943956,52,6.698927
0.7011684,18,6.698962
51.280914,30,6.706293
0.9960213,11,6.710277
2.2934327,12,6.71459
25.391037,18,6.718583
9.004635,6,6.722832
0.72391206,11,6.722859
24.830645,15,6.722864
3.1931143,10,6.726902
3.4897122,49,6.731476
0.69279283,12,6.731503
47.284737,41,6.735214
15.972573,65,6.738848
102.915596,50,6.742959
7.1671124,24,6.742986
13.0132475,12,6.747483
1.4016278,32,6.74751
17.098898,26,6.747515
6.3305435,11,6.761347
8.685895,8,6.768887
12.576967,6,6.768928
0.54833496,8,6.780108
4.923415,16,6.788198
0.023292437,10,6.788233
26.943584,13,6.792672
13.806908,18,6.797253
25.94693,13,6.814601
20.057795,36,6.821862
0.93210554,12,6.829178
37.904907,25,6.832899
2.8476562,27,6.832937
17.093037,17,6.836883
22.066381,18,6.841445
15.691769,16,6.91785
79.259125,38,6.922251
0.0,15,6.944273
102.82562,45,6.94431
30.081955,25,6.948077
33.428684,14,6.952039
13.273866,43,6.956141
29.020378,22,6.964458
36.12991,26,6.972707
12.736586,34,6.981731
17.771856,9,6.981765
64.965126,49,6.986478
57.70268,24,6.98651
91.75196,52,6.986515
4.4474235,49,7.000024
1.287852,64,7.003761
6.797268,6,7.008147
0.0,8,7.008175
7.486666,14,7.011696
7.0784316,16,7.011723
25.681408,13,7.020442
56.211506,31,7.020476
67.95353,33,7.024856
16.213272,17,7.028613
9.883087,28,7.036947
10.688269,47,7.036981
117.33594,79,7.040982
1.2633904,22,7.041013
14.241963,15,7.04946
86.436806,60,7.049494
16.564281,11,7.05364
19.957436,13,7.05736
0.5972508,9,7.057389
42.915756,34,7.057395
13.11383,12,7.061059
12.237429,11,7.064999
11.480306,10,7.065027
1.3042645,6,7.065032
7.401474,20,7.068854
8.472028,5,7.076947
54.998035,20,7.081393
5.8660946,24,7.086064
3.582534,11,7.093887
5.63385,8,7.093921
14.990303,23,7.102439
14.459144,11,7.11209
29.389435,13,7.127975
19.709826,26,7.128019
7.1037703,18,7.331128
18.617695,28,7.344868
35.27151,25,7.38747
2.735105,10,7.393811
25.261639,33,7.408601
42.213226,30,7.408637
3.125124,29,7.412791
1.6650431,34,7.417109
55.998646,35,7.417139
20.613369,29,7.425211
35.311848,29,7.436994
44.153263,17,7.447243
1.0145491,9,7.44728
77.74475,40,7.455839
3.124973,12,7.455873
4.6003447,11,7.460497
3.4291873,28,7.460528
13.327524,61,7.46793
15.614298,19,7.472239
68.32948,35,7.47227
0.0,12,7.472275
17.991854,9,7.484344
0.0,10,7.497013
29.112318,13,7.502041
33.34383,16,7.715797
33.727142,50,7.723011
6.8258867,17,7.802664
10.170634,52,7.809676
18.525238,41,7.809712
5.1719255,32,7.816042
2.5346122,49,7.82726
16.408579,36,7.827296
54.9756,30,7.833805
0.03013629,21,7.833843
20.147804,9,7.833853
5.583878,17,7.843794
14.739035,23,7.843829
52.159927,45,7.852231
0.415743,58,7.852273
30.98388,19,7.855911
44.466957,29,7.855939
0.2912657,7,7.863359
0.82317793,31,7.863392
0.19591735,13,7.872345
4.817005,31,7.890906
6.2060223,14,7.907381
31.631512,18,7.912706
7.633593,9,7.917657
1.7584482,17,7.917689
20.511595,12,7.924535
117.76696,77,7.924576
25.404749,10,7.924586
39.18092,23,7.988976
0.44054052,16,8.001183
84.469444,43,8.012309
22.41598,24,8.016953
20.328894,11,8.026077
20.347677,26,8.039932
32.636623,23,8.039971
40.407684,32,8.039977
17.200804,12,8.044696
1.9461256,14,8.049585
7.847743,33,8.062657
2.3597395,16,8.090355
46.592922,35,8.090395
4.7342653,26,8.0904
45.778225,24,8.098948
18.307312,14,8.103543
7.483171,25,8.103585
18.178583,23,8.108268
18.609482,22,8.114364
1.6477741,36,8.119024
3.984941,17,8.119055
62.11537,32,8.143902
65.47283,57,8.152086
3.2055135,6,8.152126
30.312502,25,8.156634
93.57306,49,8.161435
11.313393,35,8.169336
25.088518,14,8.177263
20.095701,17,8.181479
18.518124,11,8.181513
6.429295,9,8.189163
8.638723,32,8.197497
29.350838,15,8.206454
1.0288138,13,8.206489
2.1199753,21,8.211884
15.748671,22,8.217197
25.486313,20,8.221961
3.6722953,9,8.221988
4.5333834,12,8.230841
12.710734,14,8.230881
23.389082,52,8.235843
5.7995667,26,8.246244
7.9878736,6,8.251334
33.17565,20,8.251365
80.34764,45,8.264236
11.96608,35,8.264273
21.834553,17,8.267886
2.9693801,20,8.272023
32.111618,13,8.276081
17.55754,12,8.27611
39.26924,48,8.280689
28.826014,15,8.280717
9.588545,17,8.284966
0.67896837,12,8.284995
5.391362,12,8.296659
1.9664589,14,8.296694
20.045908,46,8.312139
7.8562694,9,8.312183
31.623991,26,8.317928
34.479904,17,8.327921
22.6036,10,8.327959
20.08091,11,8.333101
29.450523,27,8.333135
29.338306,11,8.337581
0.9306917,12,8.342121
19.546394,14,8.342153
10.02177,6,8.347293
1.4795282,20,8.36201
20.969223,13,8.378065
45.242493,49,8.386395
35.56013,12,8.39167
28.422646,19,8.397261
6.0008097,27,8.397297
8.615958,13,8.411998
47.364227,36,8.433566
21.259253,22,8.433612
41.284378,20,8.448569
16.159533,9,8.456529
4.7022047,77,8.456574
40.366814,23,8.4707
24.590702,23,8.488066
7.6792035,17,8.48811
46.684834,26,8.493114
15.568436,11,8.502884
0.0,7,8.508083
7.6911063,42,8.508116
3.5568416,10,8.513701
2.7975001,25,8.513733
65.68204,34,8.524236
0.99999714,24,8.529624
27.654528,57,8.534071
17.470688,17,8.534103
35.47238,19,8.551948
20.498041,47,8.556212
6.808331,9,8.564923
21.609753,16,8.564962
4.4737363,13,8.573996
26.634418,16,8.587721
22.109457,18,8.587761
94.30438,38,8.598496
0.19663331,67,8.612274
0.5187174,6,8.618103
9.374488,14,8.625021
14.089301,29,8.630778
13.212415,9,8.63644
19.27559,27,8.641888
28.771992,23,8.647393
18.88955,16,8.647426
1.1056535,23,8.647432
0.07675751,40,8.662749
51.100742,19,8.674438
3.691942,12,8.682293
101.19569,63,8.690763
23.461683,8,8.755682
11.8793335,25,8.762638
12.837133,56,8.768641
27.536749,19,8.768684
113.125984,54,8.775574
1.0215809,16,8.775623
8.022776,15,8.782582
3.890016,17,8.802942
24.875292,14,8.81047
0.061770108,41,8.946374
0.12221699,6,8.952553
57.145718,37,8.952613
0.3084412,49,8.952626
8.454182,14,8.962714
10.813025,21,8.962761
62.63063,48,8.975243
19.034449,14,8.981701
43.253304,23,8.989144
19.982138,15,9.009264
1.0453265,15,9.01638
6.1829476,14,9.024491
11.76909,8,9.024534
0.0,23,9.09715
4.538728,23,9.23622
1.9722764,14,9.236266
18.673227,7,9.236278
27.744698,32,9.236287
0.0,7,9.325254
20.912664,32,9.362388
16.785269,15,9.362453
30.99875,19,9.392075
13.998227,21,9.392133
23.651745,29,9.413747
80.84527,31,9.420574
32.37536,23,9.420615
4.1909842,27,9.420626
26.730438,24,9.427988
0.0,7,9.443092
18.02221,12,9.443129
8.304072,7,9.452622
4.0022836,27,9.456923
35.20848,17,9.461325
10.965653,14,9.461365
48.7214,18,9.46549
27.623293,31,9.480073
1.3047911,11,9.554047
22.458939,29,9.554091
7.979104,11,9.684399
10.095912,17,9.684445
6.4321613,17,9.692705
0.43259448,18,9.692745
46.948048,25,9.758009
16.242605,16,9.764224
16.045792,30,9.769653
0.0,10,9.821177
1.7462845,28,9.82122
16.426933,7,9.827086
4.4735503,8,9.843933
0.84920275,11,9.843973
0.8447916,17,9.843984
96.90204,63,9.850312
20.780706,25,9.860879
0.80389714,15,9.860921
2.1998446,35,9.878122
13.655454,7,9.884471
22.84125,12,9.890555
24.135847,29,9.890592
97.18876,50,9.897944
16.57781,15,9.914031
26.214884,11,9.924287
40.26797,58,9.92861
57.716164,28,9.932529
6.0370555,18,9.94232
34.39197,39,9.948411
19.144928,22,9.973697
12.307028,9,9.973741
48.962795,41,9.997485
5.7746468,13,10.006528
17.43517,26,10.006563
12.637682,17,10.006568
40.875828,20,10.006572
5.5827165,12,10.010987
0.0,52,10.014892
15.155474,41,10.018825
71.11413,46,10.031417
137.84898,74,10.035376
89.531075,40,10.035406
0.00039214917,15,10.044387
5.975449,10,10.051169
0.70446324,8,10.051206
5.5079894,28,10.078741
3.5024624,11,10.07879
6.016882,37,10.090956
14.763332,46,10.097444
29.136036,21,10.111704
30.21102,21,10.121601
16.658867,12,10.121637
1.3890669,14,10.121643
11.3758,45,10.125852
31.746542,17,10.129839
60.1017,45,10.134773
22.019106,15,10.139802
27.361206,13,10.149378
11.313597,28,10.155062
20.185835,14,10.16615
30.792736,40,10.166193
14.524943,10,10.173477
35.4127,53,10.173519
0.15000352,23,10.305966
4.546649,34,10.319677
7.189318,16,10.388103
19.255743,18,10.388142
4.1488137,13,10.39327
5.977979,17,10.397488
19.102867,47,10.406736
27.080467,14,10.411357
21.845125,12,10.411391
0.23867576,11,10.411396
0.30680838,5,10.417428
9.748848,16,10.417471
1.3044668,11,10.462334
28.590681,14,10.471875
0.0,16,10.477336
5.279023,35,10.489087
0.987266,27,10.492897
2.215442,9,10.496969
3.0745084,35,10.501153
10.587523,16,10.505162
0.20971794,8,10.505192
35.691837,47,10.509382
0.5852311,10,10.517694
26.477877,33,10.521527
32.24119,15,10.52513
0.7903632,17,10.525158
3.8155782,22,10.536711
70.35249,40,10.536749
2.8078973,28,10.546776
0.3675045,14,10.546813
11.300586,10,10.546818
0.0,23,10.616944
35.69634,17,10.627126
23.705725,25,10.631723
0.8192304,69,10.636495
8.5422325,9,10.642435
17.995312,13,10.642478
1.2417586,35,10.656907
59.129528,34,10.7877
31.893438,19,10.794917
20.218416,15,10.801735
16.591522,26,10.809361
0.021141298,28,10.8094
23.231956,10,10.809411
0.5246446,16,10.809418
14.418152,11,10.821654
44.807377,37,10.821694
2.8222613,16,10.833927
52.206013,23,10.840707
16.764744,21,10.840746
2.0338247,9,10.858787
0.7059908,7,10.863652
9.800833,16,10.863683
3.2194648,32,10.863688
31.903458,15,10.942929
58.682457,27,10.950171
12.389459,14,10.955674
0.0,10,10.963175
7.3516994,44,11.092519
1.056311,38,11.092563
15.332613,27,11.110985
11.944934,19,11.119544
0.0,8,11.12901
0.9421515,16,11.134165
54.73413,48,11.142666
5.6333036,23,11.142699
14.184427,13,11.154318
4.247258,12,11.166505
12.974151,12,11.166538
58.68983,27,11.166543
35.643745,21,11.171067
27.131859,10,11.175475
40.24324,17,11.175504
61.45966,36,11.188703
0.54909456,6,11.193113
0.87390053,8,11.201174
1.4632437,39,11.209549
3.277097,32,11.217477
33.2611,12,11.217511
1.2922016,7,11.217516
34.1247,14,11.229496
3.166935,16,11.24271
11.136734,14,11.267489
21.439922,47,11.267535
29.202753,28,11.267543
35.651604,17,11.272576
3.6465595,5,11.272609
3.1121242,29,11.272616
21.037756,14,11.278316
36.955017,29,11.288375
46.202576,19,11.32007
39.335564,43,11.328514
29.978806,52,11.328553
0.36217192,20,11.328563
136.66063,53,11.328571
29.066189,31,11.335557
2.1231039,49,11.348525
1.0568324,46,11.360996
32.953457,48,11.367082
1.0494431,17,11.374842
12.932694,79,11.374881
0.0,9,11.389828
5.593361,11,11.394083
9.929625,11,11.394115
28.587557,22,11.398002
0.28962263,34,11.405854
0.61283636,12,11.418553
13.363752,29,11.426042
11.092276,8,11.426078
0.253569,28,11.430137
55.078503,29,11.430169
34.859055,20,11.430175
0.6075816,12,11.44611
23.667704,17,11.446146
15.315515,43,11.454253
4.6471148,24,11.4739
7.4983673,10,11.473942
6.5827284,13,11.473952
19.437265,40,11.481382
25.952541,21,11.508412
28.044218,16,11.508456
16.65286,11,11.508467
96.29139,45,11.513778
25.213547,29,11.527617
19.898703,40,11.531917
56.781525,20,11.531949
5.8515725,10,11.536215
13.907261,17,11.536246
19.10287,42,11.552017
4.507787,39,11.556529
50.28985,30,11.572653
5.610636,22,11.581998
31.322723,18,11.586171
15.422942,12,11.586203
0.7888335,17,11.586209
36.26445,30,11.597206
17.329582,17,11.601419
40.17496,18,11.601454
20.385548,16,11.601459
26.428762,27,11.601463
85.98714,64,11.605473
5.5641537,8,11.605505
0.0,30,11.631927
0.26904485,12,11.631965
6.1988244,58,11.64905
6.8672566,12,11.649091
24.6896,19,11.783492
7.8734794,53,11.783535
19.647142,28,11.850857
21.362148,76,11.857276
14.846192,17,11.857321
16.009712,37,11.885684
6.4298162,12,11.885725
19.243984,8,11.918222
24.943142,30,11.923468
4.44627,28,11.929093
47.352863,54,11.929132
24.57906,13,11.936357
6.3137565,41,11.944005
19.766632,17,11.961936
15.382945,16,11.970147
21.669355,8,11.974333
75.86104,37,11.983717
11.128723,29,11.983751
18.195879,14,11.992015
0.44965658,39,11.99205
13.7565775,20,11.996794
23.531862,13,12.000468
8.774525,12,12.000499
11.055911,30,12.004009
15.9446945,8,12.004035
2.1626945,23,12.007807
