step,r_linvel,r_yaw,r_gait,r_posture,r_body_height,r_stillness,r_jump_phase,r_orientation,r_torque,r_smooth,r_joint_limit,r_lin_vel_z,r_dof_vel,survival_mult,r_total
10000,0.5969553854020764,0.10525339355428913,0.7009976163641536,0.8949638044292958,-1.1141258367318334,0.0429700590423717,0.16125822777005,-0.2987457221462214,-0.04108610839770417,-0.039653775444924835,-0.0009106800539601264,-0.10059272547022219,-0.17456686186412407,1.2282410186506978,0.8503403599086214
20000,0.5619784750588528,0.11651340942743345,0.7922501719218088,0.8521672064966211,-0.9887609465397884,0.03701186157696592,0.14192111902380997,-0.28267849473819706,-0.04102873258686693,-0.038911794160306455,-0.0009502123231163198,-0.0917332000590363,-0.17097927325372037,1.2418406047193336,1.0565553340326321
30000,0.5549476239924015,0.1213831345014411,0.836977326756697,1.019758316466911,-0.9019395492634498,0.03542211073697394,0.1622551065993931,-0.2986528076393097,-0.04111198358586607,-0.03959181421607733,-0.0009809080335771972,-0.10337779308980341,-0.17298173795780536,1.2315889612103972,1.4115467936475774
40000,0.5456013093043791,0.13516738860733962,0.9362359875388262,1.0373230115067797,-0.8233840020900447,0.03515206235007567,0.1437419620091258,-0.2957404521981737,-0.041170524362932864,-0.03891946576327086,-0.0007854917759571647,-0.09094295423489505,-0.17250830432196104,1.2324331861312954,1.6609324712736464
50000,0.6476574282411615,0.12378937995988076,0.788821581231658,1.022230420486416,-0.9196091689906981,0.04017234106277582,0.10365049689706529,-0.2762902574555465,-0.04111317976721247,-0.03886829897299409,-0.0008211303906047244,-0.10790403201202597,-0.17327859001900392,1.233588076876901,1.4086126945065187
60000,0.5847167783642481,0.13777757612266495,0.9823469022801273,0.8848129902853663,-0.9712767541054257,0.0361949937595287,0.13983892300745235,-0.29067039677215123,-0.04130667729981266,-0.0392125347417593,-0.0011191377502372982,-0.11301247095770192,-0.17410578479864777,1.237083121650752,1.395335256620037
70000,0.645544075996759,0.1393776367180851,1.0769947886888114,1.0544270692018378,-0.7301244461531397,0.032664961187304824,0.15783810297419398,-0.2939257830740908,-0.04098910001893405,-0.03969338388174772,-0.0009706297753616139,-0.09412029350410943,-0.17050209378634515,1.2290519240909306,2.0976788458449045
80000,0.5722815892077394,0.12361340329589078,0.7567247348618983,1.1086412951706364,-0.9202820110242163,0.0447281740907744,0.14316134043442025,-0.25054307380588764,-0.04120067485301007,-0.0401301194626093,-0.0008561499882346884,-0.09756394002203822,-0.17156995990634263,1.2381460419930468,1.50157246085327
90000,0.5687202118628287,0.13408147203885218,0.9161954984260555,1.1403935912086731,-0.7929181134082846,0.038807629070081666,0.12786036375545576,-0.30245919831746254,-0.04111760105839745,-0.039673614445775746,-0.0009212649879121505,-0.10410441369489788,-0.17180975643446558,1.228926777552471,1.7783918096244111
100000,0.5514861122313366,0.13889124444336512,0.861016666423371,1.109651000235871,-1.0124690865740222,0.03964854531139816,0.1137623065668775,-0.30536760410260877,-0.04110696651057826,-0.039224587501883505,-0.0009887234720228392,-0.10715239730647967,-0.17494347256284762,1.2261709072272413,1.3518058506919821
